"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.067300,0.000300,0.092200,0.261300
1962,0.077000,0.000700,0.086400,0.268700
1963,0.075700,0.001200,0.218800,0.274200
1964,0.091500,0.000900,0.229600,0.356900
1965,0.087500,0.001200,0.224400,0.443300
1966,0.075200,0.002274,0.229800,0.537300
1967,0.093500,0.001974,0.226800,0.795900
1968,0.214800,0.006354,0.274800,1.441000
1969,0.251300,0.012340,0.295600,1.671500
1970,0.266900,0.015723,0.290600,1.820900
1971,0.304400,0.022477,0.290200,1.829500
1972,0.267500,0.019498,0.304400,1.872600
1973,0.248600,0.017667,0.275000,1.954300
1974,0.246000,0.006564,0.343000,1.450000
1975,0.161000,0.004106,0.347400,0.569000
1976,0.237000,0.011000,0.495400,0.986000
1977,0.300000,0.016900,0.540000,1.073000
1978,0.367900,0.036200,0.578000,0.977700
1979,0.512900,0.090600,0.635200,1.288900
1980,0.620700,0.115500,0.645600,1.010000
1981,0.546400,0.117300,0.672400,0.562900
1982,0.516400,0.083500,0.519200,0.523200
1983,0.401700,0.089700,0.576600,0.531100
1984,0.382000,0.078400,0.569400,0.474600
1985,0.489600,0.064100,0.543400,0.384600
1986,0.401300,0.080600,0.499600,0.400600
1987,0.350600,0.150600,0.418800,0.432200
1988,0.442000,0.246300,0.416000,0.823600
1989,0.509000,0.279800,0.545600,1.761100
1990,0.616000,0.354600,0.672400,1.682987
1991,0.774500,0.421100,0.685000,3.604873
1992,0.935335,0.491381,0.772778,4.276171
1993,0.985509,0.520994,0.797348,4.459021
1994,1.026000,0.572000,0.739200,4.960300
1995,1.073000,0.621000,0.663000,5.388000
1996,0.961000,0.578000,0.770000,5.640000
1997,1.155000,0.603000,0.818600,5.952000
1998,1.187000,0.560000,0.893600,4.304000
1999,1.371500,0.709000,0.898600,5.804000
2000,1.523000,0.806000,0.931200,5.909000
2001,1.614000,0.835000,1.005700,7.283700
2002,1.792000,0.872000,1.010600,7.880300
2003,1.632000,0.880000,0.894100,7.518000
2004,1.848000,0.929000,1.244200,5.240000
2005,1.805000,0.897000,1.346200,5.143000
2006,1.960000,0.902000,1.186200,5.570700
2007,1.781000,0.765000,1.021600,5.979700
2008,1.794000,0.746000,1.473600,6.644100
2009,1.859968,0.654377,1.360890,8.770103
2010,2.024720,0.656829,1.181090,10.745670
2011,1.911930,0.756988,1.166786,12.626539
2012,2.113921,0.744802,1.089392,13.758897
2013,2.030219,0.682613,0.901840,16.545585
2014,1.708008,0.674847,0.838844,16.568876
2015,1.786686,0.723110,0.844440,16.398203
2016,1.734031,0.720168,0.865604,15.951313
2017,1.826860,0.748976,0.834866,18.785202
2018,1.941328,0.772367,0.845670,21.772414
2019,1.825049,0.616656,0.651626,21.750706
2020,1.719919,0.617224,0.609338,20.404049
2021,1.534763,0.622360,0.758477,22.706536
2022,1.399372,0.610685,0.557322,20.220125
2023,1.347264,0.488854,0.427594,21.232721
