"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,22.437440,5.974110,4.755954,8.123485,3.583892,,,
1991,22.837338,6.083874,5.240371,8.103195,3.409898,,,
1992,24.714957,7.565810,5.097216,8.465404,3.586526,,,
1993,24.187179,6.623728,5.368490,8.917149,3.277811,,,
1994,24.407033,5.493764,5.687693,9.577112,3.648463,,,
1995,24.387349,4.755352,5.782162,10.239762,3.610074,,,
1996,25.547173,5.501220,6.132288,10.370239,3.543424,,,
1997,27.528699,7.100943,6.213210,10.595914,3.618632,,,
1998,25.967885,5.490049,5.946985,10.800290,3.730561,,,
1999,27.417176,6.723213,5.809346,11.085250,3.799367,,,
2000,28.214806,6.365159,6.333055,11.635189,3.881402,,,
2001,30.166489,7.852500,6.711965,11.692736,3.909287,,,
2002,30.237403,7.065093,6.976097,12.148080,4.048133,,,
2003,31.803761,8.390466,6.423665,12.682560,4.307070,,,
2004,31.170537,8.001135,5.897334,12.975977,4.296091,,,
2005,32.589036,10.048058,5.084701,13.046886,4.409391,,,
2006,32.601896,9.931373,5.135838,13.165768,4.368918,,,
2007,31.336600,8.270507,5.576453,13.268766,4.220873,,,
2008,32.477585,9.545411,5.564743,13.278569,4.088862,,,
2009,29.552898,7.315357,5.250776,13.085963,3.900803,,,
2010,29.305346,6.660736,5.510288,13.334773,3.799549,,,
2011,28.773112,6.240662,5.298786,13.318210,3.915455,,,
2012,30.642856,7.696562,5.694820,12.993509,4.257965,,,
2013,30.146674,6.378331,6.359745,13.068244,4.340354,,,
2014,30.066891,5.428341,7.061108,13.326977,4.250465,,,
2015,30.180723,5.269098,6.854368,13.801803,4.255454,,,
2016,29.026342,4.144489,6.824350,13.894375,4.163128,,,
2017,30.644839,4.727613,6.866296,14.792889,4.258041,,,
2018,30.830796,4.592167,6.912799,15.115516,4.210315,,,
2019,31.939830,5.241685,7.322386,14.644249,4.731510,,,
2020,29.738664,5.406092,6.493017,13.192242,4.647314,,,
2021,30.295107,5.529571,6.374744,13.846520,4.544273,,,
2022,27.755432,3.282526,6.264588,13.685825,4.522493,,,
2023,27.677137,2.939703,6.126270,14.155563,4.455601,,,
