"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,63.235360,44.469171,10.552743,3.799825,0,4.413622
1991,58.627819,46.402710,10.408217,3.699175,0,-1.882283
1992,58.576276,50.758341,10.196325,3.610030,0,-5.988420
1993,57.284785,49.275890,10.209504,3.529059,0,-5.729667
1994,59.268806,49.949998,10.434811,3.543954,0,-4.659956
1995,63.903226,54.151108,10.703312,3.716930,0.068048,-4.736170
1996,63.086302,51.561107,10.867409,3.894472,0.093156,-3.329842
1997,65.349274,54.500801,11.057761,3.948086,0.151484,-4.308858
1998,70.944551,58.957836,11.383605,4.018503,0.213269,-3.628662
1999,78.322177,66.700398,11.651346,4.118608,0.292553,-4.440728
2000,83.556918,65.036718,12.140673,4.382472,0.370221,1.626833
2001,78.785736,64.814321,12.040405,4.269866,0.471677,-2.810535
2002,83.136941,69.140090,12.059370,4.212165,0.548214,-2.822898
2003,88.611143,63.463882,12.484001,4.226886,0.632263,7.804112
2004,82.044068,66.928035,11.961198,4.393841,0.696884,-1.935890
2005,90.261429,68.747724,12.200896,4.085559,0.800868,4.426381
2006,78.775805,64.520407,11.649136,3.885030,0.912995,-2.191763
2007,76.106203,62.109913,11.418394,4.056280,1.077128,-2.555512
2008,70.106453,59.784457,11.186065,3.978104,1.255364,-6.097536
2009,68.448698,56.785710,11.169240,3.805123,1.382146,-4.693521
2010,65.598775,52.425139,11.016002,3.840578,1.451890,-3.134833
2011,64.201106,51.438642,10.850921,3.507895,1.535266,-3.131617
2012,62.921014,49.514250,10.641388,3.523965,1.607331,-2.365919
2013,62.244102,47.674247,10.475324,3.531922,1.687728,-1.125120
2014,59.384421,47.709104,10.171394,3.622432,1.749609,-3.868118
2015,64.827101,51.932645,10.067893,3.621064,1.809287,-2.603788
2016,65.278472,49.827073,10.260841,3.629468,1.872074,-0.310984
2017,85.779573,53.968348,10.913116,3.872762,1.973837,15.051510
2018,63.069057,51.098258,10.227309,3.697075,2.007961,-3.961547
2019,60.160416,47.343742,10.307937,3.731580,2.058080,-3.280924
2020,53.837035,41.466967,10.235288,3.706056,1.948099,-3.519375
2021,53.355044,40.095761,10.274937,3.690533,1.927831,-2.634018
2022,55.850750,40.379053,10.391478,3.569227,1.936159,-0.425166
2023,51.091257,37.412614,10.105117,3.600558,2.005641,-2.032672
