"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,43.809444,44.130445,43.611685,43.365594,43.351889,43.444443,43.583439,43.589938,43.702458,44.369667,45.149360,45.012579,44.896416,45.175138,45.371317,45.579086,45.630691,45.082972,45.333912,45.325085,45.278821,45.310594,45.310739
1991,45.615993,46.009019,45.415167,45.181277,45.166685,45.270831,45.319768,45.311490,45.552794,46.195558,46.834786,46.688370,46.536770,46.837701,46.992231,47.206213,47.246402,46.960257,47.152078,47.141640,47.097086,47.130885,46.879393
1992,50.056103,50.139145,49.516976,49.325624,49.309337,49.388723,49.437313,49.411805,49.508076,50.184279,51.094407,50.960550,50.767195,51.045247,51.226387,51.458520,51.515572,50.889169,50.981725,50.969942,50.920116,50.956562,50.956709
1993,48.727045,48.545515,48.121853,47.925271,47.908406,47.982414,48.039759,47.998726,48.103285,48.878346,49.777000,49.660147,49.432145,49.697950,49.828982,50.070049,50.129972,49.391896,49.496390,49.483611,49.434030,49.468822,49.468971
1994,49.114532,49.792468,49.256408,49.138232,49.117132,49.200278,49.228407,49.102125,48.711120,49.615809,50.466153,50.320070,50.090681,50.346362,50.569687,50.820363,50.883219,50.246448,50.276505,50.261173,50.206746,50.242517,50.242742
1995,52.545893,53.517864,53.176306,53.131156,53.076511,53.156836,53.202452,52.997560,52.571453,53.623913,54.485702,54.345890,54.105065,54.390113,54.532674,54.790937,54.853953,54.450766,54.543421,54.524438,54.468373,54.502630,54.502867
1996,49.941026,50.564026,50.279769,50.257594,50.179019,50.286142,50.322486,50.159488,50.032549,50.992290,51.858106,51.719901,51.478461,51.786551,51.827032,52.098076,52.158640,51.703220,51.837534,51.815227,51.761498,51.799281,51.799536
1997,52.104219,53.530734,53.450790,53.542864,53.429174,53.531504,53.615415,53.390223,52.875950,53.850475,54.702609,54.579241,54.317099,54.660888,54.823543,55.108777,55.176864,54.597588,54.711152,54.694410,54.627081,54.669146,54.669408
1998,56.699482,57.900393,58.054017,58.233576,58.109142,58.215911,58.319980,58.062577,57.276680,58.443173,59.227005,59.131163,58.833377,59.201216,59.297219,59.597617,59.668858,59.138434,59.267636,59.247501,59.168596,59.210639,59.210879
1999,64.198578,64.433139,64.766837,64.893754,64.766377,64.695130,64.944666,64.870299,64.916463,66.104698,66.990819,66.877110,66.530597,66.928814,66.910851,67.223505,67.300159,66.763193,66.906352,66.899642,66.837453,66.877968,66.878198
2000,63.493166,63.843293,63.608504,63.762336,63.537684,63.412089,63.751265,63.691196,63.739989,64.941093,65.863221,65.745800,65.355019,65.764159,65.682915,66.044346,66.128011,65.526588,65.697820,65.685547,65.611377,65.656592,65.503636
2001,64.892332,64.364622,64.686886,65.017682,64.789304,64.694496,65.080159,64.401740,64.200867,65.361192,65.573916,65.449196,65.061555,65.509712,65.362167,65.704176,65.760352,65.149305,65.264097,65.237192,65.152490,65.187082,65.187332
2002,,67.463694,68.844386,69.250498,68.992606,68.854839,69.283351,68.396357,68.044563,69.380427,69.331386,69.236489,68.805941,69.248627,69.199113,69.556728,69.604384,69.556083,69.748703,69.643312,69.559706,69.582311,69.582598
2003,,,64.293100,64.599756,64.341914,64.158643,64.625772,63.717937,63.251809,64.504949,64.441125,64.071259,63.647016,64.052683,64.076090,64.437188,64.487447,64.419315,64.654420,64.537890,64.455823,64.481776,64.482045
2004,,,,65.716859,66.146066,66.208088,66.969018,65.900527,65.412954,66.768784,66.807473,66.716390,66.291223,66.728393,66.859686,67.220526,67.274776,67.255325,67.494689,67.385154,67.303336,67.302074,67.302355
2005,,,,,67.918089,68.447216,69.678374,68.285438,67.716937,68.831202,69.265185,69.233592,68.816334,69.235621,69.141970,69.497372,69.554148,69.483982,69.713156,69.717987,69.634615,69.639505,69.639787
2006,,,,,,63.993499,65.228262,63.797557,62.944493,64.214023,64.655269,64.623056,64.250551,64.617886,64.428862,64.770177,64.828542,64.767655,64.926555,64.923915,64.842824,64.855827,64.856127
2007,,,,,,,62.792632,61.523968,60.831117,61.589152,61.979212,61.898844,61.565947,61.950042,61.937071,62.270129,62.329037,62.280423,62.447181,62.437402,62.354621,62.379786,62.380101
2008,,,,,,,,59.544224,59.461472,59.997716,59.984438,59.792824,59.486091,59.851439,59.633776,59.923525,59.974964,59.973063,60.122801,60.106794,60.027936,60.009402,60.009647
2009,,,,,,,,,56.154721,57.115385,57.049848,57.018980,56.724148,57.038443,56.800515,57.077123,57.139321,57.200256,57.223565,57.207480,57.136403,57.146816,57.147000
2010,,,,,,,,,,52.977898,52.640559,52.491893,52.204488,52.429544,52.615652,52.881800,52.936811,52.989377,53.016778,53.001358,52.933982,52.889748,52.889935
2011,,,,,,,,,,,51.526537,51.154635,50.918546,51.051203,51.470968,51.701800,51.736723,51.792654,51.814667,51.801576,51.739807,51.783539,51.783669
2012,,,,,,,,,,,,50.310489,49.146426,49.388666,49.658405,49.877899,49.914742,49.962624,49.979321,49.959709,49.898551,49.931853,49.931979
2013,,,,,,,,,,,,,47.408471,47.482306,47.866485,48.081943,48.113177,48.161883,48.181541,48.163477,48.102730,48.146190,48.146198
2014,,,,,,,,,,,,,,47.214915,47.740650,47.955777,47.983889,47.948435,47.961895,47.945815,47.885043,47.942323,47.942333
2015,,,,,,,,,,,,,,,52.017495,52.195201,52.175757,52.294060,52.289892,52.270289,52.203440,52.233045,52.233049
2016,,,,,,,,,,,,,,,,50.274792,50.375098,50.455570,50.458265,50.442234,50.366707,50.310915,50.310917
2017,,,,,,,,,,,,,,,,,54.664640,54.719976,55.230716,55.210185,55.106279,55.165159,55.165156
2018,,,,,,,,,,,,,,,,,,51.482481,51.492414,51.459107,51.372728,51.340315,51.340275
2019,,,,,,,,,,,,,,,,,,,47.629084,47.618826,47.494045,47.583115,47.583050
2020,,,,,,,,,,,,,,,,,,,,41.799894,41.695202,41.738251,41.738143
2021,,,,,,,,,,,,,,,,,,,,,39.938330,40.284111,40.299845
2022,,,,,,,,,,,,,,,,,,,,,,40.687054,40.722497
2023,,,,,,,,,,,,,,,,,,,,,,,37.622038
