"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,49.633628,39.452882,5.782251,0.048448,0.006959,4.343087
1991,45.467553,41.396661,5.474196,0.048448,0.007022,-1.458774
1992,45.481696,45.559510,5.317500,0.048448,0.007087,-5.450850
1993,44.302863,44.088039,5.306602,0.048448,0.007153,-5.147379
1994,45.930163,44.790969,5.374406,0.048448,0.007221,-4.290881
1995,50.039070,48.383564,6.043010,0.038422,0.007291,-4.433218
1996,48.830799,45.584613,6.139277,0.054381,0.007881,-2.955353
1997,50.839133,48.139045,6.444587,0.054724,0.008765,-3.807989
1998,56.065013,52.668165,6.472678,0.041734,0.007419,-3.124982
1999,63.059011,59.934689,6.862531,0.049267,0.006989,-3.794465
2000,67.424257,58.381811,7.018536,0.060012,0.005237,1.958661
2001,62.635993,58.861840,6.206230,0.050927,0.002895,-2.485898
2002,67.029536,63.151792,6.318776,0.040111,0.001382,-2.482524
2003,71.997227,58.088513,6.280052,0.035053,0.007272,7.586338
2004,65.662724,60.358373,6.813983,0.036932,0.010732,-1.557297
2005,73.989133,62.767815,6.756929,0.038331,0.011641,4.414416
2006,63.224372,58.424471,6.316345,0.047558,0.012562,-1.576563
2007,60.428034,55.361510,6.888106,0.055181,0.014485,-1.891248
2008,54.416085,53.400943,6.462490,0.060347,0.005328,-5.513024
2009,52.911061,52.307250,4.677013,0.058706,0.017955,-4.149862
2010,50.145420,47.787453,5.010494,0.046924,0.016499,-2.715950
2011,48.785969,47.209551,4.460509,0.053539,0.014168,-2.951798
2012,47.832658,45.764727,3.966046,0.049534,0.015480,-1.963128
2013,47.285714,43.648143,4.339556,0.045135,0.022410,-0.769531
2014,44.449568,43.078924,4.641272,0.056018,0.025837,-3.352483
2015,49.974623,47.431712,4.609109,0.065137,0.024174,-2.155509
2016,50.444485,46.198098,3.929818,0.066172,0.023845,0.226552
2017,69.628827,50.824653,4.163623,0.056801,0.026216,14.557533
2018,48.238766,47.455501,3.707223,0.050468,0.031984,-3.006411
2019,45.014846,43.495165,3.915088,0.041492,0.027497,-2.464397
2020,39.259538,37.662311,3.906941,0.043111,0.033507,-2.386331
2021,39.533331,36.402202,3.700856,0.033376,0.036908,-0.640011
2022,42.014881,36.891615,3.644038,0.018739,0.036520,1.423969
2023,36.955351,34.365944,3.153917,0.037764,0.037387,-0.639662
2024,36.373548,32.832054,3.178719,0.047932,0.038045,0.276798
