"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,1.203400,2.804600,1.025239,
200802,1.065266,2.640985,0.877153,
200803,0.784317,2.775087,0.889004,
200804,0.292656,2.934711,0.796641,
200805,0.304362,2.843015,0.927439,
200806,0.491661,2.715534,0.888732,
200807,0.810071,3.049761,0.965765,
200808,0.814753,2.907471,0.832086,
200809,0.936498,2.873871,0.894821,
200810,1.081655,2.905314,0.788921,
200811,1.076973,2.846368,0.807024,
200812,0.971617,2.981771,0.755977,
200901,0.963322,2.802889,0.791817,
200902,0.825382,2.356422,0.558114,
200903,1.024378,2.733541,0.825090,
200904,0.823121,2.598040,0.734530,
200905,0.829904,2.691162,0.863215,
200906,0.952592,2.698375,0.650852,
200907,0.915835,2.921297,0.880594,
200908,0.954277,2.759859,0.968282,
200909,0.994981,2.661039,0.944070,
200910,0.972368,2.743740,0.854847,
200911,0.687441,2.601091,0.778597,
200912,0.791462,2.631542,0.851084,
201001,0.495057,2.415708,0.801233,
201002,0.278327,2.350553,0.803046,
201003,0.109506,2.747414,0.827324,
201004,0.187072,2.587395,0.752072,
201005,0.239544,2.593208,0.897943,
201006,0.463118,2.599438,0.875175,
201007,0.611407,2.776557,1.005482,
201008,0.894297,2.761308,0.878651,
201009,0.960457,2.647418,0.933151,
201010,0.670723,2.556215,0.887516,
201011,0.661598,2.520045,0.875024,
201012,0.853233,2.806651,0.872405,
201101,0.167967,2.239996,0.923500,
201102,0.555223,2.190359,0.961202,
201103,0.263614,2.486744,1.007797,
201104,0.111978,2.406018,0.808920,
201105,0.706860,2.515039,1.041383,
201106,0.881825,2.410872,0.824977,
201107,0.963475,2.466842,0.821623,
201108,1.056790,2.612250,0.830261,
201109,1.033461,2.400679,0.898298,
201110,0.984471,2.313916,0.809225,
201111,0.888823,2.178214,0.787020,
201112,1.017131,2.250000,0.811918,
201201,0.989200,2.195703,0.962311,
201202,1.002907,2.124435,0.878522,
201203,0.986915,2.249581,0.753859,
201204,0.728764,2.094282,0.636194,
201205,0.852128,2.202581,0.631772,
201206,1.023468,2.125637,0.644214,
201207,1.110279,2.256736,0.749339,
201208,1.053166,2.243268,0.833760,
201209,0.895534,2.023742,0.846979,
201210,0.831567,2.140058,0.729947,
201211,0.852128,1.941033,0.728926,
201212,0.808722,2.019099,0.707104,
201301,0.948133,1.924499,0.718909,
201302,0.849655,1.738674,0.650438,
201303,0.435133,1.951722,0.683367,
201304,0.371009,2.080369,0.775579,
201305,0.934392,2.200783,0.702918,
201306,0.952713,1.991386,0.749136,
201307,0.989356,2.310455,0.754632,
201308,1.110735,2.358761,0.582912,
201309,0.968744,2.036623,0.620526,
201310,0.918361,2.153478,0.625842,
201311,0.826754,2.160210,0.654807,
201312,0.886298,2.088559,0.599759,
201401,0.652881,1.857199,0.657765,
201402,0.264805,1.804975,0.629617,
201403,0.563851,1.947226,0.592361,
201404,0.404056,2.031563,0.534776,
201405,0.890292,2.250957,0.630904,
201406,1.054653,2.085189,0.613151,
201407,1.141400,2.333090,0.669770,
201408,1.102592,2.287056,0.608689,
201409,1.109441,2.126068,0.700632,
201410,1.088895,2.118778,0.646589,
201411,1.036391,1.939640,0.630261,
