"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,40.465169,16.415431,8.993603,10.820541,4.138754,0.096841,,
1991,42.331947,17.142377,9.266729,11.551867,4.262592,0.108383,,
1992,46.561485,20.142796,9.464986,12.422882,4.449657,0.081165,,
1993,45.079151,18.175827,9.364424,12.879735,4.582449,0.076715,,
1994,45.608423,17.390815,9.784803,13.575620,4.771600,0.085585,,
1995,49.109061,20.056853,10.091621,14.186362,4.691480,0.082745,,
1996,46.394964,16.029813,10.314988,15.011164,4.933005,0.105993,,
1997,48.863120,16.779638,11.291713,15.699870,4.990073,0.101826,,
1998,53.442132,19.389372,11.293526,17.124039,5.529035,0.106160,,
1999,60.833345,25.514305,11.287991,17.987910,5.961956,0.081184,,
2000,59.318823,21.682105,11.511655,19.728616,6.300030,0.096417,,
2001,59.688517,22.097494,10.798136,20.072742,6.623729,0.096417,,
2002,63.858916,25.508918,11.010498,20.408496,6.863321,0.067682,,
2003,58.707097,20.985485,10.384098,20.284416,6.999153,0.053946,,
2004,60.974294,22.480857,10.886985,20.246068,7.319332,0.041052,,
2005,63.281824,25.502909,10.578888,19.944565,7.181612,0.073850,,
2006,58.920299,22.523373,10.304941,19.956168,6.059136,0.076681,,
2007,55.806356,19.868411,10.370676,19.543363,5.949990,0.073915,,
2008,53.876406,19.276647,9.705069,19.205512,5.602736,0.086442,,
2009,52.765901,19.425956,8.618481,19.182211,5.452451,0.086801,,
2010,48.114640,14.520588,9.150253,18.971556,5.385208,0.087036,,
2011,47.562878,16.502290,8.542496,17.621014,4.818807,0.078271,,
2012,45.992873,17.457371,7.628915,16.229457,4.627955,0.049175,,
2013,43.271889,15.225145,7.553358,15.862445,4.571749,0.059193,,
2014,42.869379,14.541735,7.591298,16.203051,4.464040,0.069255,,
2015,47.133205,18.372752,7.863431,16.367016,4.453258,0.076748,,
2016,45.970132,17.427007,7.270549,16.827662,4.400712,0.044201,,
2017,50.562259,21.303716,7.630734,17.174143,4.409543,0.044123,,
2018,47.264486,17.870469,7.557362,17.237725,4.539801,0.059129,,
2019,43.206538,13.052385,7.815843,17.733655,4.543613,0.061042,,
2020,37.461890,10.391187,7.636186,14.823744,4.543958,0.066815,,
2021,36.288467,8.318989,7.608763,15.901776,4.385482,0.073457,,
2022,36.573927,8.372421,6.816591,17.107270,4.187473,0.090173,,
2023,34.207976,5.849912,5.955884,18.241428,4.111574,0.049178,,
