"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,39.434017,39.994367,39.343905,39.087111,39.087111,39.179338,39.318334,39.311065,39.320888,39.989337,40.609209,40.472428,40.210769,40.126697,40.104049,40.270458,40.296422,39.444928,39.452909,39.454075,39.454299,39.453019,39.452882
1991,41.255801,41.877642,41.134771,40.880937,40.880937,40.984739,41.033676,41.019472,41.025774,41.676709,42.179955,42.033539,41.747611,41.670423,41.719676,41.905683,41.921931,41.391113,41.397969,41.399240,41.399418,41.398027,41.328216
1992,45.868774,46.200859,45.436877,45.215883,45.215883,45.294789,45.343379,45.324757,45.327666,46.010617,46.732789,46.598932,46.273466,46.184556,46.246325,46.453121,46.481452,45.551109,45.558672,45.560025,45.560226,45.559628,45.559510
1993,44.403858,44.599198,44.004011,43.789122,43.789122,43.862571,43.919916,43.895731,43.896224,44.685203,45.405792,45.288938,44.936135,44.845864,44.855218,45.078223,45.106961,44.080476,44.088444,44.089743,44.089843,44.088134,44.088039
1994,44.821318,45.189517,44.482781,44.346802,44.343802,44.426409,44.454539,44.436976,44.464493,45.376288,46.039082,45.892999,45.534607,45.432361,45.499910,45.735284,45.763034,44.819377,44.790849,44.792340,44.792510,44.791050,44.790969
1995,47.662812,48.310650,47.769043,47.704173,47.669418,47.749343,47.794959,47.783050,47.819540,48.877079,49.543850,49.404038,49.042136,48.944504,48.990236,49.238075,49.263347,48.438681,48.383438,48.384985,48.385156,48.383626,48.383564
1996,45.341345,45.622453,45.141382,45.098152,45.039892,45.146669,45.182941,45.175796,45.196470,46.159543,46.825609,46.687404,46.313157,46.222038,46.282984,46.543113,46.567358,45.640434,45.584990,45.586617,45.586614,45.584661,45.584613
1997,47.147143,47.938158,47.641131,47.712762,47.620458,47.722228,47.806262,47.818534,47.827087,48.789682,49.440496,49.317128,48.925326,48.828635,48.871907,49.138319,49.163177,48.214922,48.140518,48.142375,48.142621,48.139082,48.139045
1998,51.664767,51.913994,51.829188,51.985834,51.883676,51.989921,52.094017,52.134631,52.139252,53.303974,53.896251,53.800409,53.377372,53.277797,53.297177,53.581008,53.601380,52.736746,52.670276,52.672072,52.672466,52.668185,52.668165
1999,58.889255,58.963542,59.047477,59.149435,59.045230,59.071084,59.357785,59.413918,59.409581,60.590689,61.279028,61.165319,60.705229,60.595582,60.532462,60.829856,60.859111,60.007255,59.943060,59.945122,59.945484,59.934702,59.934689
2000,57.944169,58.046140,57.530980,57.659925,57.459357,57.551394,58.027085,58.115227,58.122015,59.314221,60.037477,59.920056,59.385918,59.286354,59.155051,59.473316,59.510925,58.592527,58.535956,58.538273,58.538644,58.535024,58.381811
2001,59.338303,58.275264,58.275442,58.583036,58.366310,58.483153,59.003624,59.113830,58.866189,60.006805,60.164856,60.040136,59.461570,59.382162,59.342846,59.650484,59.652143,58.939680,58.866797,58.868990,58.869365,58.861846,58.861840
2002,,61.777854,62.061012,62.443710,62.183420,62.270727,62.841784,62.909182,62.505606,63.812526,63.715099,63.638316,63.019511,62.951556,62.952681,63.276454,63.269483,63.239370,63.252087,63.171081,63.171440,63.151796,63.151792
2003,,,57.663659,57.946904,57.657204,57.720348,58.332421,58.332024,57.847585,59.073575,58.956025,58.597829,57.987037,57.914165,57.917342,58.238575,58.235170,58.186816,58.199504,58.102217,58.102563,58.088515,58.088513
2004,,,,58.945697,59.224802,59.517151,60.167388,60.112015,59.609851,60.924140,60.871856,60.812498,60.202730,60.149192,60.158814,60.470798,60.467278,60.473144,60.486087,60.397206,60.397590,60.358375,60.358373
2005,,,,,60.861276,61.671381,62.677411,62.545310,61.953650,63.014506,63.360657,63.361814,62.766069,62.715514,62.540085,62.841806,62.839417,62.799826,62.799906,62.799887,62.800307,62.767816,62.767815
2006,,,,,,57.110889,58.142789,58.302205,57.494476,58.689841,59.043632,59.038452,58.479272,58.400359,58.182051,58.469368,58.468464,58.444635,58.444731,58.443700,58.444169,58.424475,58.424471
2007,,,,,,,55.452225,55.712910,54.971975,55.654952,55.972890,55.903155,55.378908,55.302961,55.100256,55.374134,55.376561,55.364444,55.368564,55.366583,55.367086,55.361510,55.361510
2008,,,,,,,,53.913800,53.779394,54.239334,54.203645,53.976462,53.458872,53.398535,53.151877,53.419498,53.420987,53.440369,53.447419,53.445391,53.446006,53.400943,53.400943
2009,,,,,,,,,51.991948,52.871950,52.820608,52.730201,52.233716,52.162843,51.963766,52.230906,52.234339,52.319950,52.326531,52.324114,52.324309,52.307250,52.307250
2010,,,,,,,,,,48.561476,48.247999,48.086195,47.617915,47.504740,47.521479,47.777751,47.785469,47.857009,47.864736,47.861704,47.861817,47.787453,47.787453
2011,,,,,,,,,,,47.609977,47.385820,46.956980,46.857276,46.894230,47.115893,47.115249,47.188264,47.196358,47.193614,47.193623,47.209551,47.209551
2012,,,,,,,,,,,,46.705956,45.355256,45.405798,45.481381,45.686018,45.690306,45.757326,45.762272,45.760053,45.760087,45.764727,45.764727
