"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.031200,0.000500,0.002600
1962,,,,0.035100,0.000100,0.005800
1963,,,,0.048000,0.000100,0.015400
1964,,,,0.060000,0.000100,0.023300
1965,,,,0.070000,0.000200,0.025900
1966,,,,0.080200,0.000405,0.025553
1967,,,,0.093600,0.000805,0.038349
1968,,,,0.115500,0.001105,0.047771
1969,,,,0.149900,0.001205,0.070607
1970,,,,0.163300,0.001205,0.082363
1971,,,,0.168900,0.001511,0.103005
1972,,,,0.248800,0.001011,0.104850
1973,,,,0.238000,0.000605,0.082420
1974,,,,0.255000,0.001121,0.040658
1975,,,,0.217000,0.000811,0.043507
1976,,,,0.314000,0.000550,0.045300
1977,,,,0.379000,0.000440,0.033500
1978,,,,0.393000,0.000640,0.063200
1979,,,,0.411000,0.000440,0.134100
1980,,,,0.459000,0.000440,0.114100
1981,,,,0.472000,0.000500,0.099800
1982,,,,0.461000,0.000400,0.111900
1983,,,,0.513000,0.000400,0.155600
1984,,,,0.488000,0.000500,0.222700
1985,,,,0.648000,0.000600,0.325300
1986,,,,0.762000,0.004200,0.390600
1987,,,,0.819000,0.006100,0.441600
1988,,,,0.842000,0.006100,0.465600
1989,,,,1.026000,0.016800,0.513300
1990,1.242000,0.046800,0.786400,1.102000,0.040700,0.652200
1991,1.246000,0.082300,0.728900,1.136000,0.080100,0.636100
1992,1.064000,0.144350,0.747440,0.898000,0.138526,0.655729
1993,1,0.144850,0.576360,0.890000,0.139538,0.573352
1994,1.230000,0.114000,0.738000,1.120000,0.108000,0.735000
1995,1.170090,0.117900,0.647390,1.060000,0.111000,0.614000
1996,1.215700,0.114200,0.635580,1.105000,0.102700,0.639000
1997,1.208300,0.116600,0.862400,1.105000,0.102000,0.838000
1998,1.242900,0.136090,0.778000,1.242900,0.122200,0.761800
1999,1.245000,0.163000,0.671600,1.245000,0.147000,0.658600
2000,1.293000,0.246020,0.747500,1.248000,0.214421,0.694169
2001,1.243000,0.264000,0.652000,1.202000,0.226000,0.612000
2002,1.250000,0.268000,0.715000,1.208000,0.228000,0.671000
2003,1.215000,0.231000,0.796000,1.187000,0.196000,0.761000
2004,1.323000,0.242000,0.963000,1.295000,0.196000,0.929000
2005,1.306000,0.301000,0.914000,1.276000,0.253000,0.876000
2006,1.306000,0.381000,0.943000,1.276000,0.324000,0.900000
2007,1.337080,0.620000,0.776000,1.308339,0.506000,0.735000
2008,1.352430,0.597440,0.984440,1.324623,0.556930,0.949399
2009,1.385170,0.517360,0.674930,1.355593,0.399798,0.650306
2010,1.363460,0.416310,0.509770,1.334375,0.390031,0.483672
2011,1.380020,0.480400,0.721870,1.350675,0.457379,0.686502
2012,1.474630,0.478960,0.859190,1.426937,0.447161,0.806625
2013,1.169150,0.595530,0.896680,1.143387,0.576269,0.865925
2014,1.307910,0.517910,1.017440,1.192285,0.495403,0.972804
2015,1.312100,0.514950,0.934610,1.277088,0.492002,0.887706
2016,1.184320,0.636310,0.848960,1.152326,0.611796,0.796324
2017,1.109770,0.897230,0.861750,1.097210,0.871659,0.805983
2018,1.153680,1.016680,0.816240,1.059000,0.992159,0.783986
2019,1.280450,0.999710,1.021650,1.235042,0.961776,0.956873
2020,1.266810,0.799860,0.897900,1.242042,0.770624,0.827415
2021,1.457810,0.825330,1.071790,1.407810,0.793537,0.994836
2022,1.414610,0.801950,0.929810,1.394610,0.757976,0.864289
2023,1.265661,0.760546,0.929683,1.252000,0.728346,0.803961
