"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.031100,0.000500,0.027800,0.085100
1962,0.022400,0.000100,0.027800,0.069900
1963,0.023000,0.000100,0.024000,0.076300
1964,0.022300,0.000100,0.033000,0.088300
1965,0.021700,0.000200,0.064000,0.111000
1966,0.031500,0.000405,0.071800,0.094200
1967,0.031000,0.000805,0.089800,0.133300
1968,0.033900,0.001105,0.117600,0.134500
1969,0.037300,0.001205,0.115000,0.187600
1970,0.034700,0.001205,0.152000,0.160800
1971,0.037200,0.001511,0.125800,0.257700
1972,0.037300,0.001011,0.144000,0.239200
1973,0.026700,0.000605,0.156600,0.475400
1974,0.044200,0.001121,0.150400,0.317100
1975,0.013100,0.000811,0.093600,0.334600
1976,0.012500,0.000550,0.079800,0.374100
1977,0.018800,0.000440,0.124600,0.504100
1978,0.011800,0.000640,0.105000,0.249300
1979,0.008700,0.000440,0.115000,0.172900
1980,0.018200,0.000440,0.153400,0.361700
1981,0.034000,0.000500,0.160000,0.475500
1982,0.036000,0.000400,0.164000,0.454900
1983,0.017200,0.000400,0.157400,0.309100
1984,0.017400,0.000500,0.163800,0.331400
1985,0.016700,0.000600,0.205200,0.391900
1986,0.027000,0.004200,0.252600,0.443900
1987,0.031000,0.006100,0.317000,0.452000
1988,0.064000,0.006100,0.440000,0.881000
1989,0.069000,0.016800,0.444000,0.820000
1990,0.095100,0.040700,0.589200,0.780667
1991,0.114200,0.080100,0.518800,0.590000
1992,0.193426,0.138526,0.668390,0.638493
1993,0.135992,0.139538,0.816898,0.428843
1994,0.130000,0.108000,0.894000,1.113000
1995,0.153000,0.111000,0.916000,1.638000
1996,0.222200,0.102700,0.981400,1.473800
1997,0.190000,0.102000,1.250000,1.680000
1998,0.230400,0.122200,1.128400,2.123900
1999,0.273000,0.147000,1.146000,1.433000
2000,0.297227,0.214421,1.287132,1.342139
2001,0.252000,0.226000,1.284000,1.152000
2002,0.262000,0.228000,1.336000,0.911000
2003,0.263000,0.196000,1.392000,0.469000
2004,0.280000,0.196000,1.566000,0.364000
2005,0.333000,0.253000,1.514000,0.363523
2006,0.258000,0.324000,1.472000,0.337000
2007,0.302000,0.506000,1.672000,0.747000
2008,0.202767,0.556930,1.555628,0.521589
2009,0.129183,0.399798,1.608228,0.473102
2010,0.208384,0.390031,1.604418,0.856259
2011,0.154348,0.457379,1.641366,1.720219
2012,0.146643,0.447161,1.530530,1.645780
2013,0.126121,0.576269,1.576454,2.322213
2014,0.145755,0.495403,1.576904,2.606210
2015,0.167007,0.492002,1.788380,2.020664
2016,0.185818,0.611796,1.696850,2.136208
2017,0.171192,0.871659,1.754478,2.050843
2018,0.225083,0.992159,1.780392,2.013159
2019,0.229163,0.961776,1.773190,2.053955
2020,0.224328,0.770624,1.642700,2.538631
2021,0.235973,0.793537,1.859346,2.618392
2022,0.250683,0.757976,1.896446,3.134813
2023,0.388774,0.728346,1.626890,3.423126
