"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.118000,0.013900,0.008700
1962,,,,0.119400,0.013900,0.005700
1963,,,,0.117300,0.012000,0.007000
1964,,,,0.131300,0.016500,0.006200
1965,,,,0.152400,0.032000,0.008900
1966,,,,0.156800,0.035900,0.010500
1967,,,,0.153900,0.044900,0.010700
1968,,,,0.168200,0.058800,0.008000
1969,,,,0.215200,0.057500,0.009800
1970,,,,0.219400,0.076000,0.011700
1971,,,,0.238000,0.062900,0.015000
1972,,,,0.228100,0.072000,0.016700
1973,,,,0.254000,0.078300,0.026400
1974,,,,0.310000,0.075200,0.061900
1975,,,,0.357000,0.046800,0.105900
1976,,,,0.333000,0.039900,0.129100
1977,,,,0.449300,0.062300,0.117900
1978,,,,0.438100,0.052500,0.117100
1979,,,,0.493300,0.057500,0.168000
1980,,,,0.463000,0.076700,0.144000
1981,,,,0.485000,0.080000,0.148500
1982,,,,0.527000,0.082000,0.161000
1983,,,,0.592000,0.078700,0.220900
1984,,,,0.671000,0.081900,0.214700
1985,,,,0.706000,0.102600,0.216900
1986,,,,0.590000,0.126300,0.204600
1987,,,,0.628000,0.158500,0.164400
1988,,,,0.681000,0.220000,0.208000
1989,,,,0.740000,0.222000,0.225600
1990,0.780000,0.294600,0.289500,0.780000,0.294600,0.289500
1991,0.877000,0.258390,0.336700,0.877000,0.259400,0.336700
1992,0.959000,0.334210,0.332100,0.959000,0.334195,0.332107
1993,0.878000,0.408440,0.456330,0.878000,0.408449,0.456334
1994,0.949000,0.447000,0.601200,0.949000,0.447000,0.601200
1995,1.050000,0.657700,0.583470,0.977000,0.458000,0.603100
1996,1.086000,0.674500,0.631710,1.026000,0.490700,0.629800
1997,1.114000,0.735700,0.721750,1.080000,0.625000,0.726100
1998,1.136000,0.564200,0.642930,1.136000,0.564200,0.642939
1999,1.163000,0.573000,0.683000,1.163000,0.573000,0.683000
2000,1.290000,0.643560,0.744410,1.290000,0.643566,0.744414
2001,1.419000,0.642000,0.792130,1.419000,0.642000,0.792335
2002,1.537000,0.668000,0.980510,1.537000,0.668000,0.980991
2003,1.530000,0.696000,1.172280,1.530000,0.696000,1.172689
2004,1.664000,0.783000,1.045160,1.664000,0.783000,1.045427
2005,1.570000,0.757000,1.227540,1.570000,0.757000,1.227548
2006,1.644000,0.736000,1.079330,1.644000,0.736000,1.079337
2007,1.643760,0.836000,1.325320,1.643760,0.836000,1.325326
2008,1.661610,0.777810,1.284010,1.661618,0.777814,1.284019
2009,1.633800,0.804110,1.360240,1.633805,0.804114,1.360240
2010,1.456470,0.802200,0.962390,1.456470,0.802209,0.962394
2011,2.180100,0.820680,1.773600,2.180100,0.820683,1.773607
2012,2.120120,0.765260,1.791740,2.120123,0.765265,1.791742
2013,2.129030,0.788220,1.843270,2.129035,0.788227,1.843279
2014,2.187000,0.788450,1.883940,2.187000,0.788452,1.883944
2015,2.220190,0.894190,1.882070,2.220200,0.894190,1.882076
2016,2.097400,0.848420,1.916760,2.097400,0.848425,1.916765
2017,2.095190,0.877230,1.889330,2.095200,0.877239,1.889331
2018,2.060100,0.890190,1.891560,2.060100,0.890196,1.891562
2019,2.024500,0.886590,1.892030,2.024500,0.886595,1.892031
2020,2.115000,0.821340,1.744920,2.115000,0.821350,1.744924
2021,2.169000,0.929670,1.930210,2.169000,0.929673,1.930212
2022,2.243000,0.948220,1.981440,2.243000,0.948223,1.981446
2023,2.134041,0.867252,1.885553,1.830000,0.813445,1.594527
