"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2009,,,,,,,,,-14.155033,-11.978049,-6.586415,-16.676807,-14.383649,-14.438946,-14.030865,-14.030865,-14.030865,-14.034698,-14.017969,-14.017969,-11.217724,-11.217724,-5.054811
2010,,,,,,,,,,-10.147648,-3.999203,-15.464144,-11.906601,-11.919859,-11.609389,-11.609388,-11.609388,-11.865927,-9.802112,-9.802112,-7.587362,-7.587362,-3.599629
2011,,,,,,,,,,,-5.725533,-16.545826,-14.099002,-11.933718,-11.576242,-11.576241,-11.576241,-11.591821,-10.763060,-10.763060,-3.895397,-3.895397,-3.476645
2012,,,,,,,,,,,,-13.727488,-10.697635,-9.630422,-9.267863,-9.267862,-9.267862,-9.504912,-9.412842,-9.412842,-2.165612,-2.165612,-2.783648
2013,,,,,,,,,,,,,-9.908792,-9.005292,-8.801699,-8.685157,-8.685157,-8.764013,-8.253777,-8.253777,-1.073757,-1.073757,-1.597071
2014,,,,,,,,,,,,,,-10.658409,-10.095392,-10.063291,-10.063291,-10.012755,-9.965853,-9.965853,-5.815390,-5.815390,-4.101347
2015,,,,,,,,,,,,,,,-8.973431,-8.973431,-8.973431,-9.158838,-9.260231,-9.260231,-4.590966,-4.590966,-2.904193
2016,,,,,,,,,,,,,,,,-6.263318,-6.263318,-5.496409,-5.301019,-5.301019,-0.072613,-0.072613,-0.794828
2017,,,,,,,,,,,,,,,,,5.403584,8.006436,8.262865,8.262865,19.120238,19.120238,13.854702
2018,,,,,,,,,,,,,,,,,,-6.713925,-7.130149,-7.130149,-4.186109,-4.186109,-4.203564
2019,,,,,,,,,,,,,,,,,,,-8.290229,-8.290229,-5.174821,-5.174821,-3.520231
2020,,,,,,,,,,,,,,,,,,,,-7.281076,-5.412312,-5.412312,-3.790551
2021,,,,,,,,,,,,,,,,,,,,,-6.874663,-6.874663,-2.838102
2022,,,,,,,,,,,,,,,,,,,,,,-6.769342,-0.768610
2023,,,,,,,,,,,,,,,,,,,,,,,-2.242096
