"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-0.002760,5.572833,5.572833,3.648974,3.650239,1.365930,1.365930,4.194485,-9.412250,-7.159042,7.731250,-2.860490,1.036951,1.002985,0.888226,0.277889,0.277889,0.271846,0.353020,0.353020,5.705175,5.705175,3.572053
1991,-0.415157,4.323058,4.323058,2.486293,2.487558,0.220266,0.220266,4.472895,-8.110907,-6.210027,7.620214,-3.545918,0.990528,0.952941,0.922368,0.110879,0.110879,0.077456,0.210771,0.210771,-3.136148,-3.136148,-2.358966
1992,-0.823850,3.046425,3.046425,0.401072,0.402337,-1.852990,-1.852990,0.063864,-10.915768,-9.011944,3.752685,-6.732404,-3.614090,-3.634204,-3.610218,-3.863725,-3.863725,-3.899413,-3.832517,-3.832517,-9.362823,-9.362823,-6.186789
1993,-1.211822,2.767839,2.767839,-0.165491,-0.164226,-2.414669,-2.414669,-0.728459,-11.314552,-9.368667,2.350284,-7.887576,-4.744468,-4.767712,-4.700020,-4.922191,-4.922191,-4.924952,-4.894841,-4.894841,-10.178280,-10.178280,-5.922749
1994,-1.628033,1.833836,1.833836,-1.289109,-1.287843,-3.515187,-3.515187,-2.096655,-12.458841,-10.471771,0.188353,-8.998377,-5.476171,-5.504792,-5.404093,-5.747927,-5.747927,-5.808306,-5.705601,-5.705601,-9.443480,-9.443480,-4.952700
1995,-2.004814,0.874354,0.874354,-1.800911,-1.799646,-4.023570,-4.023570,0.221444,-10.899910,-8.938593,3.590852,-9.902284,-5.258110,-5.290264,-4.791613,-5.545869,-5.545869,-5.566040,-5.453025,-5.453025,-10.915637,-10.915637,-5.087929
1996,-2.091106,-0.019498,-0.019498,-3.165050,-3.163785,-5.380396,-5.381733,-2.706978,-13.649221,-12.890671,0.624453,-12.635139,-8.967539,-8.986162,-8.473786,-8.744423,-8.744423,-8.761650,-8.736145,-8.736145,-9.618328,-9.618328,-3.568271
1997,-2.178759,-0.107165,-0.107165,-3.369286,-3.368021,-5.579000,-5.581673,-3.567537,-14.178483,-13.209002,1.785023,-13.187322,-9.873465,-9.895265,-9.387336,-9.505359,-9.505359,-9.510699,-9.495675,-9.495675,-10.570118,-10.570118,-4.477465
1998,-2.258147,-1.105713,-1.105713,-4.016483,-4.015218,-6.212737,-6.216747,-2.252654,-13.123910,-11.976696,2.699913,-12.142568,-7.719802,-7.737729,-8.134395,-8.134395,-8.134395,-8.169120,-8.223690,-8.223690,-10.322082,-10.322082,-3.881705
1999,-2.358674,-0.434515,-0.434515,-3.473307,-3.472041,-5.666798,-5.672144,-2.911156,-13.909967,-12.494149,1.793355,-12.313986,-8.758532,-9.286394,-8.760018,-9.074489,-9.074489,-9.081417,-9.029599,-9.029599,-10.716081,-10.716081,-4.618528
2000,-2.151608,-1.250631,-1.250631,-3.942266,-3.941000,-6.128440,-6.135122,-1.642170,-13.638921,-12.292118,1.777536,-10.370167,-6.613766,-6.638143,-5.998633,-6.505471,-6.505471,-6.508787,-6.102081,-6.102081,-2.933769,-2.933769,1.159916
2001,-2.151608,-0.880605,-0.880605,-3.706316,-3.132432,-5.762425,-5.767771,-2.892067,-13.852774,-12.340148,-1.438711,-13.597315,-9.969471,-9.986460,-9.357591,-9.357590,-9.357590,-9.359696,-9.171791,-9.171791,-9.133762,-9.133762,-3.183546
2002,,-1.605845,-1.605845,-4.276416,-3.129762,-6.201819,-6.205828,-2.850010,-13.636167,-12.007344,-1.538960,-13.559768,-9.551619,-9.568221,-8.900152,-8.900152,-8.900152,-8.903870,-8.579440,-8.579440,-8.829742,-8.829742,-3.265406
2003,,,5.329991,7.600477,9.309764,5.808634,5.811503,6.096343,-7.906072,-5.971501,4.032344,-7.604104,0.333716,0.316497,1.071044,1.071044,1.071044,0.954556,1.748068,1.748068,3.092550,3.092550,6.785949
2004,,,,-2.575737,2.190077,-3.898477,-1.719626,-0.804158,-11.685376,-9.501306,0.069277,-11.688231,-8.666130,-8.683445,-7.910305,-7.910305,-7.910305,-7.949662,-7.614933,-7.614933,-5.222652,-5.222652,-2.310210
2005,,,,,3.664130,-3.238710,-0.542951,4.632995,-6.316799,-4.006958,3.632920,-7.406919,-0.692448,-0.705679,0.115110,0.115110,0.115110,0.084859,1.356624,1.356624,1.776051,1.776051,3.534318
2006,,,,,,-4.263395,-2.093371,-1.892882,-11.966777,-9.520096,-2.942652,-12.661026,-9.604802,-9.625077,-8.858189,-8.858189,-8.858189,-8.998222,-8.854297,-8.854297,-2.775115,-2.775115,-2.527483
2007,,,,,,,-2.370480,-2.692019,-12.616010,-10.534883,-4.578536,-15.683232,-13.093559,-13.097579,-12.584780,-12.584779,-12.584779,-12.647967,-12.511519,-12.511519,-4.235927,-4.235927,-2.825700
2008,,,,,,,,-2.997856,-13.511767,-11.581169,-6.532231,-16.907806,-14.497199,-14.501050,-14.016921,-14.016921,-14.016921,-14.037134,-14.029447,-14.029447,-10.138003,-10.138003,-6.322726
