"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1960,,,,,,
1961,0.106240,,0.002680,,,
1962,0.112000,,0.002850,,,
1963,0.116700,,0.002720,,,
1964,0.124950,,0.003220,,,
1965,0.132200,,0.004450,,,
1966,0.136540,,0.006150,,,
1967,0.143480,,0.007330,,,
1968,0.147600,,0.008720,,,
1969,0.151660,,0.011080,,,
1970,0.156800,,0.013310,,,
1971,0.196980,,0.013330,,,
1972,0.234660,,0.014500,,,
1973,0.274340,,0.015670,,,
1974,0.302020,,0.016840,,,
1975,0.336000,,0.017040,,,
1976,0.339580,,0.017690,,,
1977,0.349460,,0.018710,,,
1978,0.366340,,0.018650,,,
1979,0.367220,,0.017870,,,
1980,0.380900,,0.018760,,,
1981,0.389180,,0.019290,,,
1982,0.397260,,0.018730,,,
1983,0.416340,,0.019040,,,
1984,0.414420,,0.019270,,,
1985,0.411500,,0.020270,,,
1986,0.415900,,0.021890,,,
1987,0.430700,,0.023060,,,
1988,0.436000,,0.020250,,,
1989,0.433920,,0.018800,,,
1990,0.454200,,0.015710,,,
1991,0.397000,,0.016400,,,
1992,0.339800,,0.000174,0.267000,0.000430,0.000174
1993,0.282600,,0.000343,0.175000,0.000610,0.000343
1994,0.225400,,0.001100,0.131000,0.001300,0.001100
1995,0.168200,,0.000800,0.131000,0.002300,0.000800
1996,0.189600,,0.006834,0.131000,0.009300,0.006834
1997,0.211000,,0.003100,0.131000,0.062000,0.003100
1998,0.232400,,0.027481,0.195200,0.022000,0.001000
1999,0.253800,,0.037711,0.208400,0.092600,0.042400
2000,0.275200,,0.069902,0.235500,0.144000,0.071100
2001,0.289280,,0.082356,0.223500,0.138100,0.045000
2002,0.303360,,0.083433,0.216000,0.136700,0.049200
2003,0.317440,,0.086747,0.279300,0.140500,0.085500
2004,0.331520,,0.096842,0.257000,0.140500,0.085500
2005,0.345600,,0.106410,0.283900,0.140500,0.085500
2006,0.351900,,0.102715,0.285000,0.140500,0.085500
2007,0.367700,,0.132560,0.285000,0.140500,0.085500
2008,0.374400,,0.138594,0.285000,0.140500,0.085500
2009,0.317600,,0.102442,0.474200,0.259750,0.184155
2010,0.392600,,0.141255,0.587750,0.284312,0.222370
2011,0.409500,,0.118806,0.357400,0.179000,0.114405
2012,0.436800,,0.170544,0.359800,0.201000,0.165699
2013,0.364600,,0.147830,0.308000,0.187500,0.130769
2014,0.371700,,0.147572,0.332700,0.213885,0.144736
2015,0.325100,,0.139226,0.296099,0.187900,0.131690
2016,0.273200,,0.113225,0.264000,0.211100,0.105300
2017,0.298700,,0.122208,0.296999,0.226700,0.113400
2018,0.383500,,0.177459,0.357000,0.240226,0.158072
2019,0.515500,,0.191847,0.368001,0.263400,0.159500
2020,0.608868,,0.203767,0.357000,0.246500,0.157400
2021,0.608868,,0.216447,0.357000,0.246500,0.157400
2022,,,,0.357000,0.246500,0.157400
2023,,,,0.357000,0.246500,0.157400
