"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1960,,,,,,
1961,3.040000,,0.095810,,,
1962,2.801000,,0.110550,,,
1963,2.706000,,0.119760,,,
1964,2.779000,,0.141870,,,
1965,2.762000,,0.147400,,,
1966,2.959000,,0.147400,,,
1967,2.884000,,0.136350,,,
1968,2.845000,,0.145560,,,
1969,3.163000,,0.145560,,,
1970,3.070000,,0.147400,,,
1971,3.286000,,0.145560,,,
1972,3.250000,,0.145560,,,
1973,3.127000,,0.145560,,,
1974,3.176000,,0.145170,,,
1975,3.171000,,0.144190,,,
1976,3.161000,,0.157540,,,
1977,3.030000,,0.152270,,,
1978,2.951000,,0.148570,,,
1979,2.852000,,0.140550,,,
1980,2.861000,,0.131400,,,
1981,2.834000,,0.127600,,,
1982,2.914000,,0.133270,,,
1983,2.971000,,0.135170,,,
1984,3.031000,,0.133120,,,
1985,3.074000,,0.143090,,,
1986,3.221000,,0.148870,,,
1987,3.293000,,0.145430,,,
1988,3.320000,,0.151660,,,
1989,3.325000,,0.144120,,,
1990,3.105000,,0.129250,,,
1991,2.824400,,0.088070,,,
1992,2.543800,,0.059686,1.693000,0.003057,0.059686
1993,2.263200,,0.149372,1.545000,0.000603,0.149372
1994,1.982600,,0.120900,1.545000,0.008600,0.120900
1995,1.702000,,0.142800,1.545000,0.002200,0.142800
1996,1.810200,,0.152207,1.545000,0.004130,0.152207
1997,1.918400,,0.094000,1.545000,0.002100,0.094000
1998,2.026600,,0.555548,2.131000,0.008400,0.094000
1999,2.134800,,0.694225,2.174700,0.048600,0.672800
2000,2.243000,,0.798148,1.807700,0.070600,0.711400
2001,2.341800,,0.771755,2.058000,0.164100,0.669100
2002,2.440600,,1.021594,2.182000,0.151600,0.914200
2003,2.539400,,1.337743,2.303500,0.115500,1.196900
2004,2.638200,,1.568225,2.727000,0.115500,1.196900
2005,2.737000,,1.316423,2.737000,0.115500,1.196900
2006,2.507000,,0.827353,2.458000,0.115500,1.196900
2007,2.461000,,0.557254,2.458000,0.115500,1.196900
2008,2.529000,,0.403104,2.458000,0.115500,0.280520
2009,2.379000,,0.435444,2.378700,0.008479,0.336712
2010,2.584000,,0.571652,2.570900,0.008898,0.467655
2011,2.808000,,0.667026,2.570900,0.011000,0.607000
2012,2.958000,,0.812989,2.570900,0.017000,0.732000
2013,2.630000,,1.027633,2.557350,0.014000,0.852000
2014,2.658000,,1.258570,2.557350,0.024900,1.449000
2015,2.742000,,1.350030,2.875000,0.017347,1.217686
2016,2.745000,,2.072222,2.745000,0.020400,1.606600
2017,3.261000,,2.526874,3.559000,0.032100,2.383100
2018,4.046000,,3.557827,4.046000,0.032584,3.425154
2019,5.355000,,4.275670,5.355000,0.031900,4.079100
2020,4.593000,,4.300882,4.593000,0.043200,4.096000
2021,4.593000,,3.681948,4.593000,0.070211,3.487523
2022,,,,4.593000,0.070211,2.126109
2023,,,,4.593000,0.070211,1.883452
