"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,126.163157,108.458874,23.130794,14.410597,,-19.837108
1991,118.107022,104.185953,21.979775,14.098158,,-22.156864
1992,105.024850,93.596917,20.413396,12.596271,,-21.581734
1993,96.941464,80.674476,19.461397,12.761754,,-15.956162
1994,71.782165,67.989832,18.693048,10.342938,,-25.243652
1995,62.616790,61.014526,17.755602,9.800531,,-25.953870
1996,63.975637,61.843566,17.232402,10.183181,,-25.283513
1997,65.049882,61.697459,17.251821,10.524854,,-24.424253
1998,65.339787,60.184026,17.227040,10.823909,,-22.895188
1999,55.932615,58.075778,16.816058,9.833741,,-28.792962
2000,51.580772,55.014468,16.721770,9.845218,,-30.000683
2001,51.454813,54.104689,16.601311,9.557205,,-28.808393
2002,52.439833,53.944120,16.516463,9.134129,,-27.154879
2003,56.760644,55.236251,16.468799,9.617623,,-24.562029
2004,57.912483,58.372802,16.729507,9.843284,,-27.033111
2005,58.207281,59.396208,17.266444,10.236578,,-28.691951
2006,58.750968,61.809494,17.727913,10.668007,,-31.454446
2007,55.115333,60.275662,17.825651,10.532917,,-33.518897
2008,58.533299,62.931135,18.096729,11.031377,,-33.525943
2009,52.580042,60.628341,18.150661,11.266760,,-37.465720
2010,51.441317,62.515441,18.648907,11.132536,,-40.855568
2011,51.729477,61.353236,18.647462,11.596906,,-39.868126
2012,54.528791,62.591699,18.957052,11.197301,,-38.217261
2013,54.459777,64.151856,19.323449,11.260341,,-40.275869
2014,54.279863,63.699213,19.187270,10.788804,,-39.395424
2015,51.609372,58.827808,19.038999,10.685179,,-36.942613
2016,55.148994,58.188065,18.876930,10.707558,,-32.623559
2017,61.999790,59.444371,19.076477,10.911980,,-27.433039
2018,63.548248,62.170670,19.311809,10.897710,,-28.831941
2019,68.083161,62.170636,19.379435,11.038773,,-24.505683
2020,63.125882,59.122903,19.527101,11.496256,,-27.020378
2021,59.575806,60.861080,19.849050,11.326634,,-32.460957
2022,56.471647,57.120550,19.870941,11.561272,,-32.081116
2023,48.685693,55.736065,20.233018,11.224582,,-38.507972
2024,49.611608,54.761602,20.710831,11.239932,,-37.100757
