"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-41.315437,20.300463,0,0.052309,1.125557,0,,0
1991,-43.238865,20.108147,0,0.046884,0.926970,0,,0
1992,-42.471285,19.908130,0,0.044478,0.936943,0,,0
1993,-44.416985,27.512063,0,0.040600,0.908160,0,,0
1994,-46.085286,19.922357,0,0.036821,0.882457,0,,0
1995,-46.793785,19.959500,0,0.034955,0.845460,0,,0
1996,-46.013332,19.881913,0,0.032622,0.815283,0,,0
1997,-45.379604,20.115407,0,0.025871,0.814073,0,,0
1998,-47.897360,24.155010,0,0.024105,0.823057,0,,0
1999,-49.212795,19.566763,0,0.022019,0.831050,0,,0
2000,-50.517870,19.675517,0,0.020447,0.821223,0,,0
2001,-49.224876,19.576370,0,0.019220,0.820893,0,,0
2002,-47.423076,19.429483,0,0.017601,0.821113,0,,0
2003,-44.990667,19.591367,0,0.014802,0.822470,0,,0
2004,-47.150274,19.284320,0,0.011070,0.821773,0,,0
2005,-48.755939,19.232913,0,0.014655,0.816420,0,,0
2006,-51.130069,18.847327,0,0.010776,0.817520,0,,0
2007,-53.255580,18.884470,0,0.010163,0.842050,0,,0
2008,-53.026592,18.639793,0,0.010630,0.850227,0,,0
2009,-56.984127,18.653067,0,0.010567,0.854773,0,,0
2010,-59.238664,18.417630,0,0.010493,-0.045027,0,,0
2011,-58.077769,18.407033,0,0.011500,-0.208890,0,,0
2012,-56.536391,18.638217,0,0.011133,-0.330220,0,,0
2013,-58.477828,18.355040,0,0.012213,-0.165293,0,,0
2014,-57.641538,18.280533,0,0.008224,-0.042643,0,,0
2015,-56.145637,19.018377,0,0.007511,0.177137,0,,0
2016,-51.370138,18.303230,0,0.012003,0.431347,0,,0
2017,-45.880289,17.739003,0,0.007181,0.701067,0,,0
2018,-48.103002,18.349027,0,0.006431,0.915603,0,,0
2019,-44.092181,18.576250,0,0.004885,1.005363,0,,0
2020,-47.393890,19.134500,0,0.005142,1.233870,0,,0
2021,-49.111776,15.042427,0,0.004885,1.603507,0,,0
2022,-52.321931,18.158617,0,0.004922,2.077277,0,,0
2023,-54.777779,13.898317,0,0.004547,2.366943,0,,0
2024,-51.853457,12.048630,0,0.004340,2.699730,0,,0
