"Date (dd/mm/yyyy)","Petrol: Delhi (Rs./litre)","Petrol: Mumbai (Rs./litre)","Petrol: Chennai (Rs./litre)","Petrol: Kolkata (Rs./litre)","Diesel: Delhi (Rs./litre)","Diesel: Mumbai (Rs./litre)","Diesel: Chennai (Rs./litre)","Diesel: Kolkata (Rs./litre)"
"29/01/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"30/01/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"31/01/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"01/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"02/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"03/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"04/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"05/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"06/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"07/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"08/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"09/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"10/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"11/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"12/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"13/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"14/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"15/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"16/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"17/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"18/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"19/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"20/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"21/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"22/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"23/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"24/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"25/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"26/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"27/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"28/02/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"01/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"02/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"03/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"04/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"05/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"06/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"07/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"08/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"09/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"10/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"11/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"12/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"13/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"14/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"15/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"16/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"17/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"18/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"19/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"20/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"21/03/2022",95.410000,109.980000,101.400000,104.670000,86.670000,94.140000,91.430000,89.790000
"22/03/2022",96.210000,110.820000,102.160000,105.510000,87.470000,95,92.190000,90.620000
"23/03/2022",97.010000,111.670000,102.910000,106.340000,88.270000,95.850000,92.950000,91.420000
"24/03/2022",97.010000,111.670000,102.910000,106.340000,88.270000,95.850000,92.950000,91.420000
"25/03/2022",97.810000,112.510000,103.670000,107.180000,89.070000,96.700000,93.710000,92.220000
"26/03/2022",98.610000,113.350000,104.430000,108.010000,89.870000,97.550000,94.470000,93.010000
"27/03/2022",99.110000,113.880000,104.900000,108.530000,90.420000,98.130000,95,93.570000
"28/03/2022",99.410000,114.190000,105.180000,108.850000,90.770000,98.500000,95.330000,93.920000
"29/03/2022",100.210000,115.040000,105.940000,109.680000,91.470000,99.250000,96,94.620000
"30/03/2022",101.010000,115.880000,106.690000,110.520000,92.270000,100.100000,96.760000,95.420000
"31/03/2022",101.810000,116.720000,107.450000,111.350000,93.070000,100.940000,97.520000,96.220000
"01/04/2022",101.810000,116.720000,107.450000,111.350000,93.070000,100.940000,97.520000,96.220000
"02/04/2022",102.610000,117.570000,108.210000,112.190000,93.870000,101.790000,98.280000,97.020000
"03/04/2022",103.410000,118.410000,108.960000,113.030000,94.670000,102.640000,99.040000,97.820000
"04/04/2022",103.810000,118.830000,109.340000,113.450000,95.070000,103.070000,99.420000,98.220000
"05/04/2022",104.610000,119.670000,110.090000,114.280000,95.870000,103.920000,100.180000,99.020000
"06/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"07/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"08/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"09/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"10/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"11/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"12/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"13/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"14/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"15/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"16/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"17/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"18/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"19/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"20/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"21/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"22/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"23/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"24/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"25/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"26/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"27/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"28/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"29/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"30/04/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"01/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"02/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"03/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"04/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"05/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"06/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"07/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"08/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"09/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"10/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"11/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"12/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"13/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"14/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"15/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"16/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"17/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"18/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"19/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"20/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"21/05/2022",105.410000,120.510000,110.850000,115.120000,96.670000,104.770000,100.940000,99.830000
"22/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"23/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"24/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"25/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"26/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"27/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"28/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"29/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"30/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"31/05/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"01/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"02/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"03/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"04/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"05/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"06/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"07/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"08/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"09/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"10/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"11/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"12/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"13/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"14/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"15/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"16/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"17/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"18/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"19/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"20/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"21/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"22/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"23/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"24/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"25/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"26/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"27/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"28/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"29/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"30/06/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"01/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"02/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"03/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"04/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"05/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"06/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"07/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"08/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"09/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"10/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"11/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"12/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"13/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"14/07/2022",96.720000,111.350000,102.630000,106.030000,89.620000,97.280000,94.240000,92.760000
"15/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"16/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"17/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"18/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"19/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"20/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"21/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"22/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"23/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"24/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"25/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"26/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"27/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"28/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"29/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"30/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"31/07/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"01/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"02/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"03/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"04/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"05/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"06/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"07/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"08/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"09/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"10/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"11/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"12/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"13/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"14/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"15/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"16/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"17/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"18/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"19/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"20/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"21/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"22/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"23/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"24/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"25/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"26/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"27/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"28/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"29/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"30/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"31/08/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"01/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"02/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"03/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"04/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"05/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"06/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"07/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"08/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"09/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"10/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"11/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"12/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"13/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"14/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"15/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"16/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"17/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"18/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"19/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"20/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"21/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"22/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"23/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"24/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"25/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"26/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"27/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"28/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"29/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"30/09/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"01/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"02/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"03/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"04/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"05/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"06/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"07/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"08/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"09/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"10/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"11/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"12/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"13/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"14/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"15/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"16/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"17/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"18/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"19/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"20/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"21/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"22/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"23/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"24/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"25/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"26/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"27/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"28/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"29/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"30/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"31/10/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"01/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"02/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"03/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"04/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"05/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"06/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"07/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"08/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"09/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"10/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"11/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
"12/11/2022",96.720000,106.310000,102.630000,106.030000,89.620000,94.270000,94.240000,92.760000
