"yyyymm","PET.LPG.CON","PET.NAP.CON","PET.MSP.CON","PET.ATF.CON","PET.SKO.CON","PET.HSD.CON","PET.LDO.CON","PET.LUB.CON","PET.SEC.CON","PET.BIT.CON","PET.PCK.CON","PET.OTH.CON","PET.TOT.CON","PET.TOT.PRD","GAS.PRD.GRS","GAS.PRD.NET","GAS.IMP","GAS.IMP.PRV","GAS.CON.PWR","GAS.CON.CGD","GAS.CON.REF","GAS.CON.INT","GAS.CON.TEA","GAS.CON.IND","GAS.CON.MFG","GAS.CON.OTH","GAS.CON.FRT","GAS.CON.PET","GAS.CON.SHR","GAS.CON.IRN","GAS.CON.TOT","COL.HRD.PRD.CIL.REV","COL.HRD.DES.CIL.REV","COL.HRD.PRD.CIL.PRV","COL.HRD.DES.CIL.PRV","COL.HRD.PRD.SCCL.PRV","COL.HRD.DES.SCCL.PRV","COL.HRD.PRD.SCCL.REV","COL.HRD.DES.SCCL.REV","COL.HRD.IMP.CIS","COL.HRD.EXP.CIS","COL.HRD.IMP.COK.DOC","COL.HRD.IMP.STM.DOC","COL.HRD.IMP.TOT.DOC","COL.HRD.PRD.PRV","COL.LIG.PRD.PRV","COL.HRD.PRD.REV","COL.LIG.PRD.REV","COL.HRD.PRD.ECL.MCL","COL.HRD.PRD.BCCL.MCL","COL.HRD.PRD.CCL.MCL","COL.HRD.PRD.NCL.MCL","COL.HRD.PRD.WCL.MCL","COL.HRD.PRD.SECL.MCL","COL.HRD.PRD.MCL.MCL","COL.HRD.PRD.NEC.MCL","COL.HRD.PRD.CIL.MCL","COL.HRD.PRD.SCCL.MCL","COL.HRD.PRD.CaptivesOthers.MCL","COL.HRD.PRD.GrandTotal.MCL","COL.HRD.DES.ECL.MCL","COL.HRD.DES.BCCL.MCL","COL.HRD.DES.CCL.MCL","COL.HRD.DES.NCL.MCL","COL.HRD.DES.WCL.MCL","COL.HRD.DES.SECL.MCL","COL.HRD.DES.MCL.MCL","COL.HRD.DES.NEC.MCL","COL.HRD.DES.CIL.MCL","COL.HRD.DES.SCCL.MCL","COL.HRD.DES.CaptivesOthers.MCL","COL.HRD.DES.GrandTotal.MCL","COL.LIG.PRD.NLCIL.MCL","COL.LIG.PRD.GMDCL.MCL","COL.LIG.PRD.GIPCL.MCL","COL.LIG.PRD.RSMML.MCL","COL.LIG.PRD.BLMCL.MCL","COL.LIG.PRD.GHCL.MCL","COL.LIG.PRD.VSLignite.MCL","COL.LIG.PRD.GSPL.MCL","COL.LIG.PRD.GrandTotal.MCL","COL.LIG.DES.NLCIL.MCL","COL.LIG.DES.GMDCL.MCL","COL.LIG.DES.GIPCL.MCL","COL.LIG.DES.RSMML.MCL","COL.LIG.DES.BLMCL.MCL","COL.LIG.DES.GHCL.MCL","COL.LIG.DES.VSLignite.MCL","COL.LIG.DES.GSPL.MCL","COL.LIG.DES.GrandTotal.MCL","COL.HRD.PRD.UNS","COL.LIG.PRD.UNS","COL.HRD.PRD.CAP.CAB","COL.HRD.PRD.CIL.MCL.YTD","COL.HRD.PRD.SCCL.MCL.YTD","COL.HRD.PRD.CAP.MCL.YTD","COL.HRD.PRD.OTH.MCL.YTD","COL.HRD.PRD.TOT.MCL.YTD","COL.HRD.DES.CIL.MCL.YTD","COL.HRD.DES.SCCL.MCL.YTD","COL.HRD.DES.CAP.MCL.YTD","COL.HRD.DES.OTH.MCL.YTD","COL.HRD.DES.TOT.MCL.YTD","COL.HRD.CON.PWR.ALL","COL.HRD.IMP.PWR.ALL","COL.HRD.STC.PWR.LNK","COL.HRD.STC.PWR.ALL","COL.HRD.PRD.PCS","COL.HRD.DES.PCS","COL.LIG.PRD.PCS","COL.LIG.DES.PCS","COL.COK.IMP.PCS","COL.STM.IMP.PCS","COL.TOT.IMP.PCS","COL.CKE.IMP.PCS","COL.COK.EXP.PCS","COL.STM.EXP.PCS","COL.TOT.EXP.PCS","COL.CKE.EXP.PCS","COL.RAW.STK.PCS","COL.LIG.STK.PCS","COL.WCK.STK.PCS","COL.WST.STK.PCS","COL.CMI.STK.PCS","COL.NCM.STK.PCS","COL.CKE.STK.PCS","COL.RCC.STK.PCS","COL.RNC.STK.PCS","COL.HRD.PRD.CDR","COL.HRD.DES.CDR","COL.COK.PRD.CDR","COL.COK.DES.CDR","COL.STM.PRD.CDR","COL.STM.DES.CDR","COL.LIG.PRD.CDR","COL.LIG.DES.CDR","COL.HRD.STK.CDR","COL.LIG.STK.CDR","DUE.CIL","DUE.GEN","DUE.CPSU","CEM.PRD.OEA","ELY.GEN.POS.TOT.NR","ELY.GEN.POS.TOT.WR","ELY.GEN.POS.TOT.SR","ELY.GEN.POS.TOT.ER","ELY.GEN.POS.TOT.NER","ELY.GEN.POS.TOT.India","ELY.DEM.POS.TOT.NR","ELY.DEM.POS.TOT.WR","ELY.DEM.POS.TOT.SR","ELY.DEM.POS.TOT.ER","ELY.DEM.POS.TOT.NER","ELY.DEM.POS.TOT.India","ELY.GEN.POS.THM","ELY.GEN.POS.COL","ELY.GEN.POS.LIG","ELY.GEN.POS.NUC","ELY.GEN.POS.GAS","ELY.GEN.POS.RES","ELY.GEN.POS.HYD","ELY.GEN.POS.SOL","ELY.GEN.POS.WND","ELY.GEN.POS.DEM","ELY.GEN.CEA.THM","ELY.GEN.CEA.NUC","ELY.GEN.CEA.HYD","ELY.GEN.CEA.BHU","ELY.PLF.CEA.THM","ELY.PLF.CEA.NUC","ELY.GEN.CEA.WND","ELY.GEN.CEA.SOL","ELY.GEN.CEA.BIO","ELY.GEN.CEA.BAG","ELY.GEN.CEA.SHY","ELY.GEN.CEA.OTH","ELY.GEN.CEA.TOT","ELY.CUF.HYD","ELY.CUF.COL","ELY.CUF.GAS","ELY.CUF.RES","ELY.CUF.NUC","ELY.CUF.SHY","ELY.CUF.SOL","ELY.CUF.WND","ELY.CUF.BIO","IDY.PRD.OEA.COL.OLD","IDY.PRD.OEA.CRU.OLD","IDY.PRD.OEA.GAS.OLD","IDY.PRD.OEA.PET.OLD","IDY.PRD.OEA.FER.OLD","IDY.PRD.OEA.STL.OLD","IDY.PRD.OEA.CEM.OLD","IDY.PRD.OEA.ELY.OLD","IDY.PRD.OEA.COL","IDY.PRD.OEA.CRU","IDY.PRD.OEA.GAS","IDY.PRD.OEA.PET","IDY.PRD.OEA.FER","IDY.PRD.OEA.STL","IDY.PRD.OEA.CEM","IDY.PRD.OEA.ELY","ALU.PRD.Nalco.KTN","ALU.PRD.Malco.KTN","ALU.PRD.Balco.KTN","ALU.PRD.Hindalco.KTN","ALU.PRD.Vedanta.KTN","ALU.PRD.Total.KTN"
200710,1027.599780,1195.900000,850.500000,378.900000,780.600000,3987.700000,63.200000,178,1117.600000,330.900000,488.200000,497.538655,10896.638435,,,2765,912.790560,,,,,,,,,,,,,,,,,,,,,,,4.659307,0.082587,2.166420,1.447670,4.659320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.994000,36.960000,2.181000,2.400000,,,,,,,,,25.384000,0.177000,0.184000,0.070000,0.634000,2.531000,0.175000,2.929000,22.455000,37.040000,36.980000,2.417000,2.455000,34.623000,34.525000,2.181000,2.398000,24.510000,0.109000,,,,14370,,,,,,,,,,,,,,,,,,,,,,,46564.610000,1246.110000,11188.320000,701.170000,76.700000,40.700000,,,,,,,,0.437270,0.864073,,,0.406524,,,,,36.582000,2924,2857,11786.820000,3011.700000,4931,14370,59702.740000,,,,,,,,,,,,41.098924,,
200711,1027.072225,1111.700000,864,397.400000,791.400000,4112.400000,58.700000,183.200000,927.500000,367.100000,472.600000,458.214394,10771.286619,,,2701,728.317366,,,,,,,,,,,,,,,,,,,,,,,4.691645,0.239445,2.034180,1.797530,4.691650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.842000,37.740000,2.403000,2.340000,,,,,,,,,27.475000,0.170000,0.205000,0.057000,0.587000,2.595000,0.173000,3.186000,24.289000,39.904000,37.754000,2.763000,2.547000,37.141000,35.207000,2.404000,2.340000,26.600000,0.172000,,,,13650,,,,,,,,,,,,,,,,,,,,,,,46501.680000,1403.710000,8607.620000,332.700000,79.600000,47.300000,,,,,,,,0.344716,0.878808,,,0.473203,,,,,39.214000,2822,2766,12061.170000,2969.200000,4670,13650,56845.710000,,,,,,,,,,,,39.773152,,
200712,1054.154790,1036.600000,880.500000,415.200000,778.600000,4367.600000,61.800000,208.500000,1056.400000,438.900000,404,418.055560,11120.310350,,,2752,1064.169480,,,,,,,,,,,,,,,,,,,,,,,4.580541,0.247766,1.979330,1.747070,4.580530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.525000,41.078000,2.865000,2.864000,,,,,,,,,29.860000,0.141000,0.202000,0.064000,0.591000,2.665000,0.201000,3.466000,26.394000,43.596000,41.118000,3.043000,2.916000,40.553000,38.202000,2.834000,2.863000,28.967000,0.143000,,,,14630,,,,,,,,,,,,,,,,,,,,,,,49904.430000,1354.010000,7753.360000,199.370000,81.200000,44.200000,,,,,,,,0.300489,0.897307,,,0.441725,,,,,42.806000,2882,2852,12140.220000,3066.100000,4852,14630,59236.130000,,,,,,,,,30.386000,3.185000,30.266000,41.022000,,
200801,1064.308621,1275.500000,887,420.700000,778.100000,4306.900000,60.800000,194.400000,1055.300000,434.900000,526,440.865015,11444.773636,,,2594,908.003910,,,,,,,,,,,,,,,,,,,,,,,4.968655,0.152432,1.732390,2.291290,4.968660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.853000,41.457000,3.450000,3.413000,,,,,,,,,33.199000,0.179000,0.195000,0.113000,0.656000,2.782000,0.190000,3.904000,29.295000,44.959000,41.525000,3.452000,2.990000,41.507000,38.535000,3.450000,3.413000,32.627000,0.181000,,,,15360,,,,,,,,,,,,,,,,,,,,,,,50856.410000,1369.590000,7979.380000,126.190000,82.130000,44.680000,,,,,,,,0.304921,0.804669,0.549651,,0.446807,,,,,45.414000,2895,2697,12716.820000,2862.600000,4639,15360,60331.570000,,,,,,,,,30.955000,3.302000,31.318000,41.288000,,
200802,1115.321363,1157,820.700000,388,783.900000,4119.200000,54,194.600000,1128.700000,466.300000,630.300000,484.862035,11342.883398,,,2557,901.541124,,,,,,,,,,,,,,,,,,,,,,,4.731607,0.185445,2.271420,1.578000,4.731610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.490000,40.149000,3.381000,3.392000,,,,,,,,,37.381000,0.134000,0.215000,0.152000,0.661000,2.808000,0.187000,4.527000,32.854000,44.708000,40.441000,4.004000,3.170000,40.704000,37.271000,3.411000,3.394000,36.373000,0.199000,,,,15230,,,,,,,,,,,,,,,,,,,,,,,48631.850000,1217.560000,7026.450000,102.570000,82.660000,42.460000,,,,,,,,0.285576,0.812564,0.598857,,0.424604,,,,,43.862000,2728,2634,11889.120000,2639.800000,4612,15230,56978.430000,,,,,,,,,28.403000,3.082000,29.373000,38.342000,,
200803,1076.408201,1226.700000,936.300000,418.500000,781.400000,4408.600000,56.500000,214.800000,1057.900000,571.700000,500.900000,482.261984,11731.970185,,,2659,1130.981280,,,,,,,,,,,,,,,,,,,,,,,4.389166,0.224743,1.555190,1.809550,4.389170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.662000,43.208000,3.435000,3.307000,,,,,,,,,47.791000,0.328000,0.157000,0.129000,0.658000,3.002000,0.167000,8.641000,39.150000,53.747000,43.660000,5.648000,3.401000,48.099000,40.259000,3.434000,3.305000,46.779000,0.328000,,,,16890,,,,,,,,,,,,,,,,,,,,,,,52119.850000,1338.830000,7635.760000,129.380000,83.090000,43.680000,,,,,,,,0.286107,0.811896,0.571457,,0.436772,,,,,52.948000,2925,2745,12590.340000,2161.300000,5224,16890,61223.820000,,,,,,,,,31.887000,3.175000,31.272000,41.518000,,
200804,999.417230,1067.300000,943.200000,389.700000,760.700000,4510.500000,55.600000,169,1079.100000,491.900000,508.700000,491.382770,11466.500000,,,2716,895.650360,,,,,,,,,,,,,,,,,28.700000,31.400000,,,,,5.943268,0.137413,2.331560,2.459720,5.943270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.335000,37.810000,3.143000,3.188000,2.332000,2.979000,5.311000,0.286000,0.001000,0.136000,0.137000,0.002000,45.591000,0.283000,0.189000,0.048000,0.224000,3.112000,0.153000,,,35.335000,37.824000,2.003000,2.679000,33.332000,35.145000,3.143000,3.188000,45.392000,0.283000,,,,15520,,,,,,,,,,,,,,,,,,,,,,,49269.250000,1271.490000,8029.320000,245.120000,79.930000,42.860000,,,,,,,,0.310720,0.786736,0.578236,,0.428631,,,,,34.998000,2818,2791,12139.290000,2225.500000,4796,15520,58815.180000,,,,,,,,,29.123000,3.192000,29.893000,40.109000,,
200805,1005.235462,1074.100000,1053.500000,401.900000,768.500000,4808.700000,52,204.200000,999.900000,468.300000,400.400000,404.964538,11641.700000,,,2803,1090.330560,,,,,,,,,,,,,,,,,29.600000,31.600000,,,,,6.219282,0.230426,2.434910,2.504090,6.219270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.856000,38.609000,3.235000,3.053000,2.435000,3.223000,5.658000,0.562000,0,0.208000,0.208000,0.118000,43.724000,0.464000,0.210000,0.059000,0.190000,3.128000,0.204000,,,36.856000,38.625000,2.338000,2.742000,34.518000,35.883000,3.235000,3.053000,43.868000,0.464000,,,,15390,,,,,,,,,,,,,,,,,,,,,,,50548.560000,1248.020000,9925.180000,306.690000,79.280000,40.710000,,,,,,,,0.370526,0.780869,0.572508,,0.407147,,,,,36.333000,2908,2887,12409.920000,2792.500000,4948,15390,62028.450000,,,,,,,,,29.437000,3.224000,30.023000,42.189000,,
200806,914.449123,1087.200000,802.700000,374.800000,774.600000,4066.600000,48.600000,171.400000,1059,369.100000,443.800000,445.850877,10558.100000,,,2540,646.542600,,,,,,,,,,,,,,,,,27.800000,30.300000,,,,,4.777963,0.099357,1.852170,2.050560,4.777960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.474000,36.786000,2.495000,2.225000,1.852000,2.630000,4.482000,0.296000,0.001000,0.345000,0.345000,0.120000,39.308000,0.719000,0.215000,0.046000,0.173000,3.086000,0.221000,,,34.475000,36.802000,2.430000,2.606000,32.045000,34.196000,2.495000,2.225000,41.481000,0.719000,,,,15160,,,,,,,,,,,,,,,,,,,,,,,45733.400000,1386.930000,10615.900000,797.510000,74.080000,46.750000,,,,,,,,0.409639,0.736704,0.483805,,0.467547,,,,,34.188000,2645,2632,12695.430000,2625.400000,4664,15160,58533.740000,,,,,,,,,28.419000,3.157000,29.904000,41.589000,,
200807,979.973742,1081.500000,913.900000,366.300000,772.600000,4083.300000,56.400000,137.500000,989.200000,222.100000,531.900000,435.426258,10570.100000,,,2700,811.633284,,,,,,,,,,,,,,,,,26.600000,31,,,,,5.402420,0.023120,2.927790,1.895470,5.402410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.897000,37.380000,2.176000,2.488000,2.928000,2.272000,5.200000,0.202000,0,0.011000,0.011000,0.001000,34.768000,0.388000,0.238000,0.049000,0.167000,3.034000,0.215000,,,32.897000,37.396000,1.951000,2.642000,30.946000,34.754000,2.176000,2.488000,34.743000,0.388000,,,,14670,,,,,,,,,,,,,,,,,,,,,,,45560.080000,1446.370000,12858.390000,1031.860000,71,47.190000,,,,,,,,0.478417,0.708325,0.450379,,0.471856,,,,,32.734000,2801,2772,13306.440000,2922,4771,14670,60896.700000,,,,,,,,,30.562000,3.229000,30.910000,43.374000,,
200808,970.542373,1092.300000,892.200000,351.600000,758.700000,3628.400000,52.300000,245.700000,994.800000,180.200000,490.600000,446.357627,10103.700000,,,2703,973.670280,,,,,,,,,,,,,,,,,27.200000,30.700000,,,,,4.366675,0.076003,2.140120,1.950030,4.366680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.555000,36.978000,2.177000,2.302000,2.140000,2.136000,4.276000,0.091000,0.020000,0.008000,0.028000,0.026000,31.240000,0.250000,0.249000,0.062000,0.142000,2.974000,0.190000,,,33.555000,36.993000,2.007000,2.727000,31.548000,34.266000,2.177000,2.302000,31.320000,0.250000,,,,13660,,,,,,,,,,,,,,,,,,,,,,,43651.120000,1161.900000,13865.220000,1054.420000,68,37.910000,,,,,,,,0.515433,0.679601,0.426778,,0.379052,,,,,33.377000,2847,2806,12476.880000,3101.500000,4886,13660,59732.660000,,,,,,,,,30.728000,3.048000,30.498000,44.251000,,
200809,1017.055897,1146.100000,900.100000,347.800000,790.300000,3936.900000,48.400000,172.100000,1057.400000,239.100000,521.300000,438.144103,10614.700000,,,2632,883.794120,,,,,,,,,,,,,,,,,27.800000,31.300000,,,,,5.501621,0.051768,2.388350,2.314030,5.501630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.727670,,34.775000,38.206000,2.235000,2.210000,2.388000,2.923000,5.312000,0.183000,0,0.051000,0.051000,0.052000,27.678000,0.270000,0.260000,0.102000,0.135000,2.973000,0.194000,,,34.774000,38.224000,2.299000,2.693000,32.475000,35.531000,2.235000,2.210000,28.026000,0.270000,,,,14390,,,,,,,,,,,,,,,,,,,,,,,44693.890000,1152.500000,12277.330000,996.520000,71.830000,38.850000,,,,,,,,0.469659,0.720517,0.453806,,0.388518,,,,,34.505000,2784,2726,12182.070000,2960.300000,4803,14390,59120.240000,,,,,,,,,29.252000,3.041000,29.640000,43.562000,,
200810,1008.478372,1071.800000,936.500000,355.800000,770,4240.600000,42.600000,121.700000,990.100000,307,418.700000,331.521628,10594.800000,,,2723,1060.177140,,,,,,,,,,,,,,,,,33.500000,33.100000,,,,,5.420253,0.093897,1.975430,2.848090,5.420250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.795160,,40.933000,40.366000,2.314000,2.428000,1.975000,3.354000,5.330000,0.038000,0.001000,0.092000,0.093000,0.052000,28.128000,0.164000,0.275000,0.102000,0.117000,2.989000,0.205000,,,40.933000,40.390000,2.679000,2.881000,38.254000,37.509000,2.314000,2.428000,28.265000,0.164000,,,,15260,,,,,,,,,,,,,,,,,,,,,,,50410.640000,1310.740000,9970.730000,645.970000,76.690000,42.760000,,,,,,,,0.367689,0.776652,0.546462,,0.427609,,,,,40.454000,2917,2831,12371.790000,2990.500000,4780,15260,62338.080000,,,,,,,,,29.595000,2.946000,30.589000,44.926000,,
200811,1015.649801,1105.300000,914.900000,367,777.800000,4466,41.100000,110,1014.400000,369.300000,423.400000,316.250199,10921.100000,,,2643,657.727884,,,,,,,,,,,,,,,,,35.600000,34.300000,,,,,4.499739,0.181709,1.732210,1.775020,4.499740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676020,,43.617000,42.037000,1.921000,1.979000,1.732000,2.767000,4.499000,0,0.009000,0.057000,0.066000,0.041000,29.536000,0.105000,0.281000,0.057000,0.103000,2.816000,0.262000,,,43.618000,42.076000,3.145000,3.120000,40.473000,38.956000,1.921000,1.979000,29.717000,0.105000,,,,14840,,,,,,,,,,,,,,,,,,,,,,,48867.380000,1267.540000,7889.430000,323.110000,76.600000,42.730000,,,,,,,,0.299570,0.774610,0.564700,,0.427299,,,,,43.009000,2837,2750,11926.320000,3123.800000,4380,14840,58347.460000,,,,,,,,,29.479000,1.387000,30.171000,43.495000,,
200812,1085.578718,1371.700000,929.300000,371.400000,796.600000,4436.500000,42.900000,103.600000,1099.700000,462.900000,543,323.621282,11566.800000,,,2698,734.620920,,,,,,,,,,,,,,,,,38.900000,36.500000,,,,,4.272865,0.617233,1.152700,2.303030,4.272870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.264200,,47.607000,44.919000,2.354000,2.262000,,,,,,,,,32.007000,0.198000,0.303000,0.085000,0.113000,2.646000,0.303000,,,47.608000,44.970000,3.633000,3.242000,43.975000,41.728000,2.354000,2.262000,32.357000,0.198000,,,,16320,,,,,,,,,,,,,,,,,,,,,,,51947.800000,1059.260000,6933.020000,201.400000,79.280000,34.560000,,,,,,,,0.254713,0.798963,0.543478,,0.345567,,,,,47.608000,2874,2795,12510.360000,2933.600000,4473,16320,60141.480000,,,,,,,,,29.928000,0,31.124000,46.676000,11.148000,118.876000
200901,1061.844767,1340.100000,967.900000,375.700000,780.400000,4427.200000,36,147.200000,1095.700000,468.600000,626.700000,377.555233,11704.900000,,,2558,1210.363440,,,,,,,,,,,,,,,,,40.700000,37.700000,,,,,3.497609,0.202804,0.528970,2.011160,3.497610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.209000,3.172000,,,,,,,,,,,,,,1.331010,,49.203000,46.172000,3.172000,3.187000,,,,,,,,,34.981000,0.184000,0.319000,0.055000,0.162000,2.762000,0.301000,,,49.201000,46.203000,3.502000,3.480000,45.699000,42.723000,3.172000,3.187000,34.969000,0.184000,,,,16630,,,,,,,,,,,,,,,,,,,,,,,53212.500000,1107.850000,6993.320000,129.900000,81.300000,36.140000,,,,,,,,0.255973,0.824215,0.529180,,0.361419,,,,,48.446000,2660,2586,12550.350000,2602,4773,16630,61443.570000,,,,,,,,,31.226000,0,30.366000,45.717000,15.919000,123.228000
200902,1051.449359,1301.500000,944.100000,347.300000,776.300000,4296,34,167.200000,995.200000,528.800000,607.900000,360.350641,11410.100000,,,2358,727.303368,,,,,,,,,,,,,,,,,39.400000,34.400000,,,,,4.979962,0.701556,0.705020,2.818660,4.979960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.298000,3.287000,,,,,,,,,,,,,,0.930520,,47.215000,41.453000,3.371000,3.083000,,,,,,,,,39.919000,0.462000,0.330000,0.010000,0.176000,2.632000,0.296000,,,47.188000,41.513000,3.826000,3.303000,43.362000,38.210000,3.371000,3.083000,39.913000,0.462000,,,,16500,,,,,,,,,,,,,,,,,,,,,,,49703.430000,945.010000,6605.750000,84.510000,83.380000,34.130000,,,,,,,,0.266770,0.849423,0.556530,,0.341326,,,,,46.491000,2559,2442,11950.500000,2355.700000,4752,16500,57338.700000,,,,,,,,,28.931000,0,28.006000,41.784000,16.078000,114.799000
200903,1081.443040,1171.800000,1059.500000,373.900000,776.400000,4809.700000,42.400000,250.800000,1213.600000,639.500000,649.300000,378.456960,12446.800000,,,2730,1273.120609,,,,,,,,,,,,,,,,,47.900000,39.200000,,,,,6.004078,0.302530,0.911170,3.729240,6.004100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.473000,4.952000,,,,,,,,,,,,,,2.494390,,56.478000,48.278000,3.828000,3.388000,,,,,,,,,48.936000,0.902000,0.224000,0.190000,0.249000,2.463000,0.277000,,,56.317000,48.156000,4.996000,3.609000,51.321000,44.547000,3.828000,3.388000,47.317000,0.903000,,,,18600,,,,,,,,,,,,,,,,,,,,,,,56502.720000,1354.980000,7117.570000,82.090000,85.440000,44.200000,,,,,,,,0.259580,0.867616,0.581238,,0.442041,,,,,55.761000,2857,2827,12999.540000,2515.300000,5139,18600,65057.360000,,,,,,,,,35.035000,0,26.168000,46.462000,17.815000,125.480000
200904,994.600000,1074.400000,1017.600000,377.700000,765.200000,4741.300000,35.300000,181.600000,1053.800000,527.200000,516.800000,410.800000,11696.300000,,,2837,946.033440,,,,,,,,,,,,,,,,,32.300000,33.200000,,,,,6.814256,0.189931,1.662990,3.693760,6.814240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.007000,3.185000,,,,,,,,,,,,,,-0.357860,,40.047000,40.595000,3.183000,3.223000,1.595000,5.014000,6.609000,0.068000,0.007000,0.177000,0.185000,0.005000,46.438000,0.861000,0.296000,0.214000,0.275000,2.309000,0.283000,,,39.982000,40.626000,3.116000,3.167000,36.866000,37.459000,3.183000,3.243000,46.878000,0.864000,,,,17360,,,,,,,,,,,,,,,,,,,,,,,53692.530000,1483.250000,7627.200000,185.560000,82.800000,50,,,,,,,,0.287396,0.840538,0.613344,,0.500017,,,,,39.985000,2730,2931,11597.100000,2441.400000,4592,17360,62779.930000,,,,,,,,,34.350000,0,25.304000,43.988000,13.673000,117.315000
200905,995.900000,749.100000,1105.600000,376.600000,769.900000,4768.700000,37.900000,199.800000,1046.300000,517.300000,734,419.700000,11720.800000,,,3307,1140.982920,,,,,,,,,,,,,,,,,32.400000,33.900000,,,,,6.750626,0.125462,1.847500,3.212880,6.750620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.659000,3.275000,,,,,,,,,,,,,,-0.342610,,40.445000,41.687000,3.289000,3.218000,1.584000,4.664000,6.248000,0.166000,0.002000,0.118000,0.120000,0.006000,45.076000,0.933000,0.315000,0.117000,0.311000,2.300000,0.300000,,,40.484000,41.730000,3.113000,3.479000,37.371000,38.251000,3.289000,3.199000,45.290000,0.955000,,,,17200,,,,,,,,,,,,,,,,,,,,,,,53735.580000,1445.080000,8558.220000,327.880000,79.150000,47.140000,,,,,,,,0.312047,0.802649,0.607979,,0.471435,,,,,40.111000,2783.200000,3410.600000,11874.240000,2894.600000,4942,17200,63897.660000,,,,,,,,,35.971000,0,25.387000,45.919000,19.383000,126.660000
200906,1009.500000,964.200000,1102.300000,363.500000,781.900000,4859,44.900000,238.900000,980.300000,474.900000,535,523,11877.400000,,,3472,1077.752887,,,,,,,,,,,,,,,,,31.500000,33.100000,,,,,6.276498,0.075643,2.081860,2.807050,6.276490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.728000,3.019000,,,,,,,,,,,,,,0.480350,,39.670000,40.947000,2.941000,2.891000,1.822000,3.644000,5.466000,0.293000,0.001000,0.384000,0.384000,0.006000,43.711000,0.983000,0.336000,0.096000,0.310000,2.321000,0.318000,,,39.737000,40.956000,3.031000,3.389000,36.706000,37.567000,2.942000,2.892000,44.004000,1.005000,,,,17080,,,,,,,,,,,,,,,,,,,,,,,51775.190000,1266.490000,9618.210000,531.100000,77.560000,42.690000,,,,,,,,0.362263,0.784308,0.637595,,0.426945,,,,,39.377000,2751.800000,3588.400000,12207.738000,3090.100000,5030,17080,63046.040000,,,,,,,,,34.455000,0,20.830000,45.221000,25.458000,125.964000
