"yyyymmdd","CEA.DGR.COL","CEA.DGR.LIG","CEA.DGR.GAS","CEA.DGR.DIE","CEA.DGR.HSO","CEA.DGR.NAP","CEA.DGR.MFU","CEA.DGR.THM","CEA.DGR.NUC","CEA.DGR.HYD","CEA.DGR.BHU","CEA.DGR.TOT","CEA.DGR.WND","CEA.DGR.SOL","CEA.DGR.OTH","CEA.DGR.RES"
20220131,3119.570000,103.340000,82.220000,0.360000,0,0,0,3305.490000,128.210000,278.710000,1.100000,3713.510000,66.130000,227.280000,28.690000,322.100000
20220201,3180.200000,92.970000,82.030000,0.360000,0,0,0,3355.560000,128,276.580000,0.100000,3760.240000,53.430000,221.360000,28.950000,303.740000
20220202,3177.450000,100.200000,82.270000,0.360000,0,0,0,3360.280000,129.010000,272.230000,0.030000,3761.550000,91.930000,229.560000,28.410000,349.900000
20220203,3061.970000,97.860000,81.100000,0.360000,0,0,0,3241.290000,127.980000,252.900000,0.890000,3623.060000,161.780000,218.580000,26.790000,407.150000
20220204,3125.190000,102.700000,79.700000,0.360000,0,0,0,3307.950000,132.450000,240.300000,0.450000,3681.150000,81.920000,238.850000,25.340000,346.110000
20220205,3177.750000,102.190000,78.860000,0.360000,0,0,0,3359.160000,135.660000,256.900000,1.620000,3753.340000,46.140000,238.530000,28.280000,312.950000
20220206,3066.390000,103.490000,74.220000,0.360000,0,0,0,3244.460000,135.570000,235.500000,0.990000,3616.520000,83.520000,228.530000,26.770000,338.820000
20220207,3188.890000,100.860000,82.160000,0.360000,0,0,0,3372.270000,135.270000,271.310000,1.280000,3780.130000,59,226.380000,30.890000,316.270000
20220208,3215.130000,114.680000,83.860000,0.360000,0,0,0,3414.030000,135.180000,274.000000,1.120000,3824.330000,76.040000,219.880000,30.700000,326.620000
20220209,3137.530000,119.620000,85.380000,0.360000,0,0,0,3342.890000,135.350000,262.960000,0.430000,3741.630000,102.370000,222.690000,27.480000,352.540000
20220210,3100.880000,118.550000,82.980000,0.360000,0,0,0,3302.770000,135.060000,245.860000,0.900000,3684.590000,117.900000,155.710000,28.480000,302.090000
20220211,3080.240000,117.840000,78.750000,0.360000,0,0,0,3277.190000,135.300000,243.120000,0.570000,3656.180000,151.490000,239.250000,51.090000,441.830000
20220212,3123.070000,115.210000,70.730000,0.360000,0,0,0,3309.370000,135.470000,266.760000,0.620000,3712.220000,83.090000,240.830000,52.860000,376.780000
20220213,3040.120000,114.970000,71.660000,0.360000,0,0,0,3227.110000,135.440000,235.230000,0.510000,3598.290000,79.310000,242.893200,30.020000,352.223200
20220214,3118.490000,115.110000,78.770000,0.360000,0,0,0,3312.730000,135.130000,255.100000,0.770000,3703.730000,89.940000,241.910000,32.470000,364.320000
20220215,3153.860000,117.300000,81.220000,0.360000,0,0,0,3352.740000,132.120000,275.580000,0.290000,3760.730000,89.050000,229.630000,30.510000,349.190000
20220216,3196.140000,116.020000,84.310000,0.360000,0,0,0,3396.830000,128.940000,271.300000,0.290000,3797.360000,66.870000,228.940000,32.650000,328.460000
20220217,3170.140000,116.320000,83.700000,0.360000,0,0,0,3370.520000,128.540000,268.490000,0.780000,3768.330000,81.670000,237.220000,31.740000,350.630000
20220218,3133.680000,114.740000,84.970000,0.360000,0,0,0,3333.750000,130.200000,274.720000,0.820000,3739.490000,138.820000,232.180000,30.750000,401.750000
20220219,3099.820000,116.510000,82.680000,0.360000,0,0,0,3299.370000,125.150000,269.360000,0.650000,3694.530000,140.590000,234.790000,53.090000,428.470000
20220220,3013.300000,119.900000,77.460000,0.360000,0,0,0,3211.020000,130.050000,246.290000,0.860000,3588.220000,107.300000,256.430000,32.390000,396.120000
20220221,3106.090000,119.060000,73.540000,0.360000,0,0,0,3299.050000,130.140000,288.780000,0.530000,3718.500000,88.170000,167.840000,30.280000,286.290000
20220222,3093.750000,122.590000,72.020000,0.360000,0,0,0,3288.720000,129.850000,298.190000,0.640000,3717.400000,161.510000,249.260000,31.240000,442.010000
20220223,3142.650000,120.020000,70.420000,0.360000,0,0,0,3333.450000,138.960000,296.230000,0.460000,3769.100000,119.370000,245.340000,33.900000,398.610000
20220224,3228.810000,115.950000,73.660000,0.360000,0,0,0,3418.780000,142.540000,306.190000,0.530000,3868.040000,86.920000,238.887000,34.260000,360.067000
20220225,3212.290000,117.130000,72.110000,0.360000,0,0,0,3401.890000,143.110000,296.720000,0.730000,3842.450000,99.740000,253.700000,34.050000,387.490000
20220226,3119.150000,120.140000,76.560000,0.360000,0,0,0,3316.210000,143.160000,270.700000,0.520000,3730.590000,132.330000,250.330000,35.590000,418.250000
20220227,2976.770000,112.590000,77.730000,0.360000,0,0,0,3167.450000,144.850000,267.180000,0.720000,3580.200000,168.230000,264.260000,33.060000,465.550000
20220228,3146.500000,102.020000,79.400000,0.360000,0,0,0,3328.280000,147.980000,281.450000,0.720000,3758.430000,139.820000,256.750000,32,428.570000
20220301,3199.230000,105.130000,78.060000,0.360000,0,0,0,3382.780000,148.950000,278.690000,0.710000,3811.130000,102.070000,252.420000,31.200000,385.690000
20220302,3124.440000,103.440000,80.450000,0.360000,0,0,0,3308.690000,148,291.730000,0.770000,3749.190000,164.710000,249.390000,31.840000,445.940000
20220303,3120.060000,105.740000,81.100000,0.360000,0,0,0,3307.260000,148.430000,281.530000,0.790000,3738.010000,193.980000,260.420000,31.360000,485.760000
20220304,3171.090000,104.410000,77.310000,0.360000,0,0,0,3353.170000,140.680000,310.570000,0.840000,3805.260000,166.650000,261.560000,32.990000,461.200000
20220305,3222.220000,97.040000,75.570000,0.360000,0,0,0,3395.190000,137.460000,308.970000,0.870000,3842.490000,120.870000,260.100000,33.390000,414.360000
20220306,3171.200000,94.700000,75.320000,0.360000,0,0,0,3341.580000,143.280000,270.420000,1.340000,3756.620000,117.350000,232.980000,33.120000,383.450000
20220307,3209.910000,97.100000,76.070000,0.360000,0,0,0,3383.440000,144.160000,300.300000,1.780000,3829.680000,139.520000,241.020000,73.610000,454.150000
20220308,3249.660000,94.750000,73.890000,0.360000,0,0,0,3418.660000,143.850000,317.530000,2.180000,3882.220000,139.540000,245.290000,32.200000,417.030000
20220309,3286.960000,92.560000,66.370000,0.360000,0,0,0,3446.250000,143.530000,323.730000,2.020000,3915.530000,134.130000,250.860000,30.580000,415.570000
20220310,3351.030000,91.010000,71.640000,0.360000,0,0,0,3514.040000,142.800000,320.780000,2.440000,3980.060000,106.780000,241.210000,31.800000,379.790000
20220311,3371.410000,102.920000,71.450000,0.360000,0,0,0,3546.140000,142.210000,329.770000,2.650000,4020.770000,98.810000,243.400000,36.760000,378.970000
20220312,3338.420000,109.560000,72.210000,0.360000,0,0,0,3520.550000,147.750000,329.980000,2.700000,4000.980000,78.650000,244.350000,35.280000,358.280000
20220313,3271.200000,109.880000,72.570000,0.360000,0,0,0,3454.010000,147.750000,300.050000,2.630000,3904.440000,87.370000,251.130000,33.720000,372.220000
20220314,3372.730000,101.620000,73.740000,0.360000,0,0,0,3548.450000,147.640000,337.570000,2.660000,4036.320000,105,255.260000,33.830000,394.090000
20220315,3406.270000,95.470000,76.250000,0.360000,0,0,0,3578.350000,147.410000,373.690000,3.030000,4102.480000,104.970000,257.090000,34.350000,396.410000
20220316,3448.060000,95.290000,77.530000,0.360000,0,0,0,3621.240000,147.440000,390.700000,3.270000,4162.650000,,,,
20220317,3403.050000,92.440000,84.050000,0.360000,0,0,0,3579.900000,147.360000,418.740000,4.620000,4150.620000,,,,
20220318,3140.310000,98.710000,73.680000,0.360000,0,0,0,3313.060000,147.650000,352.270000,9.690000,3822.670000,,,,
20220319,3138.330000,107.490000,78.510000,0.360000,0,0,0,3324.690000,147.470000,345.490000,9.690000,3827.340000,,,,
20220320,3202.140000,109.640000,80.200000,0.360000,0,0,0,3392.340000,147.760000,357.470000,12.710000,3910.280000,,,,
20220321,3359.890000,109.920000,85.790000,0.360000,0,0,0,3555.960000,145.500000,382.020000,11.300000,4094.780000,,,,
20220322,3374.550000,105.710000,87.480000,0.360000,0,0,0,3568.100000,146.300000,400.620000,10.190000,4125.210000,144.780000,222.800000,37.980000,405.560000
20220323,3417.840000,106.180000,85.180000,0.360000,0,0,0,3609.560000,146.460000,380.840000,9.350000,4146.210000,131.600000,232.720000,34.160000,398.480000
20220324,3450.820000,97.580000,84.320000,0.360000,0,0,0,3633.080000,147.050000,359.270000,8.680000,4148.080000,115.030000,226.570000,35.500000,377.100000
20220325,3468.810000,99.750000,92.320000,0.360000,0,0,0,3661.240000,128.460000,372.020000,9.670000,4171.390000,76.950000,227.770000,26.530000,331.250000
20220326,3453.960000,107.280000,95.030000,0.360000,0,0,0,3656.630000,123.030000,353.020000,11.420000,4144.100000,68.530000,235.850000,35.730000,340.110000
20220327,3376.510000,107.620000,88.480000,0.360000,0,0,0,3572.970000,123.260000,318.540000,6.520000,4021.290000,99.250000,244.840000,36.920000,381.010000
20220328,3449.070000,110.210000,85.740000,0.360000,0,0,0,3645.380000,122.090000,337.940000,6.510000,4111.920000,140.120000,257.990000,35.110000,433.220000
20220329,3464.490000,107.720000,91.680000,0.360000,0,0,0,3664.250000,121.210000,372.120000,8.650000,4166.230000,119.490000,171.600000,37.370000,328.460000
20220330,3507.370000,113.310000,96.820000,0.360000,0,0,0,3717.860000,121.150000,381.780000,11.320000,4232.110000,111.680000,167.570000,37.350000,316.600000
20220331,3521.040000,118.000000,96.290000,0.360000,0,0,0,3735.690000,122.050000,386.920000,12.270000,4256.930000,119.760000,257.700000,37.050000,414.510000
20220401,3548.500000,117.900000,96.480000,0.360000,0,0,0,3763.240000,123.070000,364.680000,15.780000,4266.770000,120.190000,254.370000,37.280000,411.840000
20220402,3517.690000,118.320000,96.380000,0.360000,0,0,0,3732.750000,122.740000,354.620000,14.010000,4224.120000,,,,
20220403,3404.560000,116.110000,90.040000,0.360000,0,0,0,3611.070000,122.750000,366.090000,17.830000,4117.740000,92.020000,255.150000,34.010000,381.180000
20220404,3526.040000,115.430000,90.180000,0.360000,0,0,0,3732.010000,121.500000,411.360000,28.320000,4293.190000,85.890000,257.620000,111.880000,455.390000
20220405,3549.100000,118.470000,90.700000,0.360000,0,0,0,3758.630000,120.460000,434.170000,18.700000,4331.960000,82.090000,251.360000,35.990000,369.440000
20220406,3499.640000,118.070000,97.580000,0.360000,0,0,0,3715.650000,120.620000,426.820000,14.180000,4277.270000,100.580000,251.180000,36.110000,387.870000
20220407,3525.350000,117.580000,97.390000,0.360000,0,0,0,3740.680000,120.210000,434.720000,15.790000,4311.400000,107.420000,253.670000,36.450000,397.540000
20220408,3539.700000,115.590000,97.700000,0.360000,0,0,0,3753.350000,121.350000,432.360000,28.850000,4335.910000,139.590000,251.630000,35.670000,426.890000
20220409,3518.860000,118.600000,94.850000,0.360000,0,0,0,3732.670000,121.050000,419.380000,20.280000,4293.380000,135.830000,245.160000,34.700000,415.690000
20220410,3414.070000,119.060000,97.780000,0.360000,0,0,0,3631.270000,120.800000,394.320000,20.140000,4166.530000,128.640000,238.060000,35.050000,401.750000
20220411,3467.270000,99.770000,103.200000,0.360000,0,0,0,3670.600000,118.820000,421.110000,17.850000,4228.380000,139.590000,251.630000,35.670000,426.890000
20220412,3497.810000,99.340000,102.870000,0.360000,0,0,0,3700.380000,117.430000,427.130000,14.880000,4259.820000,161.940000,252.750000,33.260000,447.950000
20220413,3524.750000,109.190000,93.780000,0.360000,0,0,0,3728.080000,115.410000,417.260000,12.060000,4272.810000,132.270000,245.210000,35.530000,413.010000
20220414,3493.260000,109.680000,92.380000,0.360000,0,0,0,3695.680000,115.540000,371.490000,11.280000,4193.990000,123.830000,239.460000,35.530000,398.820000
20220415,3478.400000,111.220000,86.900000,0.360000,0,0,0,3676.880000,115.490000,343.420000,11.230000,4147.020000,169.330000,244.210000,35.030000,448.570000
20220416,3533.690000,115.240000,87.170000,0.360000,0,0,0,3736.460000,115.460000,324.980000,11.360000,4188.260000,178.410000,248.020000,31.010000,457.440000
20220417,3390.410000,110.070000,80.970000,0.360000,0,0,0,3581.810000,115.110000,302.990000,9.860000,4009.770000,204.810000,252.850000,32.230000,489.890000
20220418,3515.490000,97.880000,83.370000,0.360000,0,0,0,3697.100000,114.680000,353.280000,11.680000,4176.740000,175.670000,258.760000,32.400000,466.830000
20220419,3556.390000,100.220000,92.350000,0.360000,0,0,0,3749.320000,113.080000,380.720000,10.260000,4253.380000,175.670000,258.760000,32.400000,466.830000
20220420,3540.900000,97.580000,92.140000,0.360000,0,0,0,3730.980000,113.010000,390.270000,8.890000,4243.150000,132.810000,242.790000,33.410000,409.010000
20220421,3564.810000,86.470000,94.220000,0.360000,0,0,0,3745.860000,112.640000,381.680000,8.190000,4248.370000,138.160000,238.490000,31.040000,407.690000
20220422,3550.290000,78.780000,92.230000,0.360000,0,0.080000,0,3721.740000,109.900000,360.760000,8.720000,4201.120000,109.120000,251.370000,31.230000,391.720000
20220423,3579.530000,92.430000,98.590000,0.360000,0,0.200000,0,3771.110000,109.750000,371.480000,10.030000,4262.370000,100.350000,240.640000,30.240000,371.230000
20220424,3467.960000,93.290000,95.200000,0.360000,0,0.200000,0,3657.010000,109.870000,323.630000,8.400000,4098.910000,133.590000,255.760000,30.490000,419.840000
20220425,3603.520000,87.180000,97.870000,0.360000,0,0.030000,0,3788.960000,109.930000,350.340000,8.730000,4257.960000,148.830000,256.010000,31.410000,436.250000
20220426,3594.570000,103.950000,104.510000,0.360000,0,0.170000,0,3803.560000,109.060000,375.420000,8.840000,4296.880000,125.940000,264.880000,29.790000,420.610000
20220427,3604.070000,112.320000,109.010000,0.360000,0,0,0,3825.760000,108.540000,390.380000,9.190000,4333.870000,114.630000,262.790000,31.220000,408.640000
20220428,3582.500000,114.840000,105.510000,0.360000,0,0,0,3803.210000,109.560000,399.160000,10.550000,4322.480000,163.890000,266.940000,30.580000,461.410000
20220429,3535.170000,124.630000,124.300000,0.360000,0,0,0,3784.460000,109.960000,398.350000,8.240000,4301.010000,187.670000,271.450000,31.780000,490.900000
20220430,3478.070000,125.610000,114.560000,0.360000,0,0,0,3718.600000,114.530000,374.880000,7.140000,4215.150000,264.810000,265.550000,30.150000,560.510000
20220501,3309.750000,120.170000,100.180000,0.360000,0,0,0,3530.460000,114.110000,330.260000,10.950000,3985.780000,309.740000,266.420000,31.610000,607.770000
20220502,3436.810000,108.920000,102.570000,0.360000,0,0,0,3648.660000,114.580000,367.180000,9.350000,4139.770000,294.130000,262.670000,29.250000,586.050000
20220503,3423.100000,106.960000,95.770000,0.360000,0,0,0,3626.190000,113.830000,401.080000,10.190000,4151.290000,265.100000,264.170000,29.380000,558.650000
20220504,3442.460000,113.970000,93.490000,0.360000,0,0,0,3650.280000,114.620000,395.840000,8.090000,4168.830000,175.840000,238.610000,31.550000,446
20220505,3409.630000,117.350000,80.320000,0.360000,0,0,0,3607.660000,113.770000,392.350000,7.960000,4121.740000,133.570000,252.310000,31.290000,417.170000
20220506,3531.400000,113.440000,82.120000,0.360000,0,0,0,3727.320000,113.660000,371.100000,7.080000,4219.160000,144.090000,261.120000,31.650000,436.860000
20220507,3540.240000,120.340000,82.450000,0.360000,0,0,0,3743.390000,113.630000,367.200000,7.080000,4231.300000,169.220000,264.040000,32.530000,465.790000
20220508,3420.070000,113.000000,83.660000,0.360000,0,0,0,3617.090000,113.780000,352.280000,10.220000,4093.370000,210.940000,262.940000,28.810000,502.690000
20220509,3455.550000,112.390000,92.260000,0.360000,0,0,0,3660.560000,114.280000,369.890000,10.950000,4155.680000,292.140000,249.270000,29.510000,570.920000
20220510,3406.870000,119.950000,93.850000,0.360000,0,0,0,3621.030000,112.070000,385.460000,9.410000,4127.970000,340.900000,247.990000,39.690000,628.580000
20220511,3409.070000,122.380000,88.630000,0.360000,0,0,0,3620.440000,109.740000,407.280000,9.330000,4146.790000,355.040000,194.560000,26.150000,575.750000
20220512,3366.440000,121.720000,91.930000,0.360000,0,0,0,3580.450000,110.110000,431.820000,11.790000,4134.170000,398.510000,217.410000,26.090000,642.010000
20220513,3333.060000,118.990000,84.290000,0.360000,0,0,0,3536.700000,113.510000,461.020000,11.490000,4122.720000,339.510000,281.070000,29.310000,649.890000
20220514,3317.960000,114.790000,80.210000,0.360000,0,0,0,3513.320000,114.020000,493.320000,14.370000,4135.030000,339.510000,281.070000,29.310000,649.890000
20220515,3212.370000,110.640000,74.670000,0.360000,0,0,0,3398.040000,114.070000,469.580000,12.590000,3994.280000,321.970000,267.950000,28.960000,618.880000
20220516,3341.620000,115.640000,74.470000,0.360000,0,0,0,3532.090000,114.130000,507.220000,14.080000,4167.520000,305.670000,256.640000,26.190000,588.500000
20220517,3432.810000,113.220000,76.820000,0.360000,0,0,0,3623.210000,114.210000,510.810000,15.700000,4263.930000,223.140000,254.740000,44.660000,522.540000
20220518,3520.510000,118.320000,85.490000,0.360000,0,0,0,3724.680000,114.420000,492.520000,11.050000,4342.670000,157.600000,232.790000,40.320000,430.710000
20220519,3485.430000,120.190000,91.130000,0.360000,0,0,0,3697.110000,112.020000,439.950000,9.510000,4258.590000,214.410000,238.390000,38.160000,490.960000
20220520,3331.930000,113.100000,98.500000,0.360000,0,0,0,3543.890000,112.480000,419.960000,10.330000,4086.660000,384.300000,248.780000,34.690000,667.770000
20220521,3010.600000,98.150000,75.240000,0.360000,0,0,0,3184.350000,112.170000,415.320000,13.520000,3725.360000,511.260000,252.160000,39.590000,803.010000
20220522,2765.800000,92.220000,63.640000,0.360000,0,0,0,2922.020000,113.230000,389.240000,14.210000,3438.700000,539.540000,280.820000,54.690000,875.050000
20220523,2721.290000,95.110000,59.460000,0.360000,0,0,0,2876.220000,108.590000,394.560000,16.640000,3396.010000,489.900000,256.320000,57.050000,803.270000
20220524,2950.440000,105.490000,58.820000,0.360000,0,0,0,3115.110000,105.340000,409.900000,12.990000,3643.340000,312.750000,273.560000,55.960000,642.270000
20220525,3262.250000,107.920000,64.340000,0.360000,0,0,0,3434.870000,104.450000,420.170000,10.850000,3970.340000,202.640000,274.590000,55.630000,532.860000
20220526,3296.440000,105.980000,62.190000,0.360000,0,0,0,3464.970000,106.170000,362.920000,15.330000,3949.390000,332.390000,285.260000,57.130000,674.780000
20220527,3203.250000,111.930000,66.100000,0.360000,0,0,0,3381.640000,106.790000,366.210000,13.870000,3868.510000,450.420000,291.830000,56.630000,798.880000
20220528,3184.660000,111.610000,67.010000,0.360000,0,0,0,3363.640000,106.510000,421.890000,11.120000,3903.160000,431.140000,279.410000,58.810000,769.360000
20220529,3113.970000,114.330000,59.650000,0.360000,0,0,0,3288.310000,106.600000,411.470000,9.530000,3815.910000,,,,
20220530,3365.070000,116.630000,60.800000,0.360000,0,0,0,3542.860000,110.840000,426.890000,11.080000,4091.670000,371.100000,287.630000,58.670000,717.400000
20220531,3423.110000,121.220000,67.120000,0.360000,0,0,0,3611.810000,123.140000,447.670000,12.440000,4195.060000,353.040000,274.460000,50.630000,678.130000
20220601,3412.460000,123.460000,65.820000,0.360000,0,0,0,3602.100000,125.310000,423.030000,14.600000,4165.040000,340.080000,284.100000,51.430000,675.610000
20220602,3465.580000,129.380000,67.190000,0.360000,0,0,0,3662.510000,130.060000,420.930000,15.720000,4229.220000,350.310000,279.890000,53.750000,683.950000
20220603,3445.820000,127.020000,72.990000,0.360000,0,0,0,3646.190000,129.620000,459.400000,16.750000,4251.960000,346.390000,287.190000,48.330000,681.910000
20220604,3490.810000,119.540000,69.600000,0.360000,0,0,0,3680.310000,125.400000,463.450000,16.400000,4285.560000,303.200000,291.600000,52.970000,647.770000
20220605,3377.700000,102.020000,64.810000,0.360000,0,0,0,3544.890000,116.240000,443.690000,18.150000,4122.970000,313.090000,311.990000,52.560000,677.640000
20220606,3507.150000,88.460000,78.640000,0.360000,0,0,0,3674.610000,114.830000,463.930000,21.340000,4274.710000,274.010000,258.910000,49.190000,582.110000
20220607,3481.320000,90.940000,89.610000,0.360000,0,0,0,3662.230000,114.170000,477.170000,23.250000,4276.820000,355.520000,274.020000,48.810000,678.350000
20220608,3418.230000,92.720000,102.290000,0.360000,0,0,0,3613.600000,121.690000,480.670000,30.300000,4246.260000,419.950000,283.500000,50.870000,754.320000
20220609,3374.190000,100.720000,103.200000,0.360000,0,0,0,3578.470000,123.180000,503.690000,35.380000,4240.720000,404.730000,290.880000,50.450000,746.060000
20220610,3437.020000,108.210000,107.450000,0.360000,0,0,0,3653.040000,123.340000,489.120000,34.850000,4300.350000,372.410000,277.510000,52.170000,702.090000
20220611,3415.140000,111.370000,107.190000,0.360000,0,0,0,3634.060000,124.470000,475.250000,31.450000,4265.230000,354.950000,283.300000,50.900000,689.150000
20220612,3336.280000,115.630000,81.110000,0.360000,0,0,0,3533.380000,125.230000,476.080000,26.850000,4161.540000,264.270000,275.470000,49,588.740000
20220613,3514.260000,117.920000,82.730000,0.360000,0,0,0,3715.270000,123.890000,491.440000,20.600000,4351.200000,192,245.720000,49.060000,486.780000
20220614,3568.760000,112.470000,109.840000,0.360000,0,0,0,3791.430000,126.000000,485.200000,26.230000,4428.860000,184.920000,259.690000,52.110000,496.720000
20220615,3457.250000,110.830000,103.120000,0.360000,0,0,0,3671.560000,127.560000,507.170000,35.390000,4341.680000,232.220000,258.800000,48.120000,539.140000
20220616,3338.370000,110.230000,96.060000,0.360000,0,0,0,3545.020000,127.340000,491.900000,35.760000,4200.020000,264,270.760000,47.280000,582.040000
20220617,3275.000000,104.490000,82.220000,0.360000,0,0,0,3462.070000,128.560000,463.670000,36.570000,4090.870000,214.410000,267.220000,48.710000,530.340000
20220618,3218.100000,109.930000,75.320000,0.360000,0,0,0,3403.710000,129.180000,434.900000,39.880000,4007.670000,204.350000,230.840000,45.890000,481.080000
20220619,2999.620000,108.490000,68.530000,0.360000,0,0,0,3177.000000,129.450000,418.950000,37.920000,3763.320000,238.280000,255.220000,52.680000,546.180000
20220620,2984.480000,110.090000,73.090000,0.360000,0,0,0,3168.020000,124.520000,409.950000,38.300000,3740.790000,356.430000,253.570000,50.030000,660.030000
20220621,2980.470000,108.800000,61.950000,0.360000,0,0,0,3151.580000,124.160000,419.750000,43.440000,3738.930000,384.540000,216.880000,43.460000,644.880000
20220622,3218.500000,113.640000,62.320000,0.360000,0,0,0,3394.820000,125.160000,411.590000,43.280000,3974.850000,214.710000,251.170000,43.200000,509.080000
20220623,3353.510000,120.160000,64.630000,0.360000,0,0,0,3538.660000,127.360000,415.350000,36.890000,4118.260000,207.720000,263.340000,50.690000,521.750000
20220624,3319.980000,119.460000,66.930000,0.360000,0,0,0,3506.730000,128.040000,408.750000,37.990000,4081.510000,279.290000,268.290000,47.850000,595.430000
20220625,3284.820000,117.450000,68.180000,0.360000,0,0,0,3470.810000,132.550000,427.150000,34.390000,4064.900000,320.630000,248.630000,43.230000,612.490000
20220626,3215.330000,113.580000,63.360000,0.360000,0,0,0,3392.630000,136.200000,430.550000,35.710000,3995.090000,347.050000,258.960000,48.170000,654.180000
20220627,3363.380000,120.740000,75.890000,0.360000,0,0,0,3560.370000,136.360000,503.860000,34.180000,4234.770000,315.340000,235.420000,48.550000,599.310000
20220628,3397.790000,116.670000,89.910000,0.360000,0,0,0,3604.730000,138.140000,528.460000,37.010000,4308.340000,326.400000,246.130000,46.900000,619.430000
20220629,3248.950000,116.810000,80.250000,0.360000,0,0,0,3446.370000,137.180000,522.390000,41.250000,4147.190000,393.970000,261.300000,52.430000,707.700000
20220630,2956.920000,112.830000,69.740000,0.360000,0,0,0,3139.850000,139.040000,502.230000,41.250000,3822.370000,406.410000,246.810000,50.320000,703.540000
20220701,2918.070000,109.230000,59.700000,0.360000,0,0,0,3087.360000,139.250000,504.180000,44.470000,3775.260000,402.320000,211.740000,53.690000,667.750000
20220702,3003.310000,109.250000,59.210000,0.360000,0,0,0,3172.130000,138.990000,523.270000,44.510000,3878.900000,332.930000,194.880000,50.730000,578.540000
20220703,2893.530000,100.980000,57.960000,0.360000,0,0,0,3052.830000,138.150000,525.810000,42.460000,3759.250000,316.380000,198.480000,49.690000,564.550000
20220704,3101.170000,104.150000,63.570000,0.360000,0,0,0,3269.250000,138.750000,547.930000,41.700000,3997.630000,315.360000,208.990000,47.510000,571.860000
20220705,3148.110000,99.760000,67.940000,0.360000,0,0,0,3316.170000,138.820000,563.040000,37.720000,4055.750000,346.260000,218.830000,44.880000,609.970000
20220706,3125.960000,101.720000,72.740000,0.360000,0,0,0,3300.780000,138.950000,580.660000,38.410000,4058.800000,303.610000,208.780000,40.720000,553.110000
20220707,3150.530000,105.290000,70.890000,0.360000,0,0,0,3327.070000,139.040000,559.580000,34.490000,4060.180000,348.600000,201.250000,46.570000,596.420000
20220708,3104.610000,103.260000,68.380000,0.360000,0,0,0,3276.610000,139.810000,556.200000,28.930000,4001.550000,412.370000,197.440000,44.930000,654.740000
20220709,2870.490000,95.780000,67.260000,0.360000,0,0,0,3033.890000,139.710000,543.530000,32.310000,3749.440000,449.140000,197.520000,41.030000,687.690000
20220710,2625.690000,89.140000,66.350000,0.360000,0,0,0,2781.540000,138.930000,535.570000,30.190000,3486.230000,464.730000,187.240000,39.580000,691.550000
20220711,2764.750000,91.260000,67.200000,0.360000,0,0,0,2923.570000,131.330000,570.780000,29.870000,3655.550000,467.400000,193.590000,42.980000,703.970000
20220712,2786.150000,89.630000,65.170000,0.360000,0,0,0,2941.310000,131.280000,593.630000,31.840000,3698.060000,485.820000,209.720000,49.060000,744.600000
20220713,2836.100000,92.900000,68.390000,0.360000,0,0,0,2997.750000,116.490000,599.040000,34.990000,3748.270000,442.650000,199.800000,43.910000,686.360000
20220714,2768.440000,93.580000,61.570000,0.360000,0,0,0,2923.950000,125.880000,622.340000,38.580000,3710.750000,402.680000,207.290000,46.980000,656.950000
20220715,2766.130000,95.270000,57.210000,0.360000,0,0,0,2918.970000,119.060000,641.720000,33.720000,3713.470000,391.180000,202.150000,52.100000,645.430000
20220716,2787.270000,95.910000,61.180000,0.360000,0,0,0,2944.720000,116.360000,658.090000,26.160000,3745.330000,397.430000,225.510000,51.250000,674.190000
20220717,2667.040000,91.660000,62.050000,0.360000,0,0,0,2821.110000,116.410000,648.040000,30.010000,3615.570000,326.610000,207.540000,51.510000,585.660000
20220718,2949.950000,95.950000,59.700000,0.360000,0,0,0,3105.960000,129.320000,659.610000,28.170000,3923.060000,281.950000,194.170000,48.980000,525.100000
20220719,3055.270000,98.220000,67.850000,0.360000,0,0,0,3221.700000,137.810000,679.510000,30.350000,4069.370000,265.830000,229.040000,58.290000,553.160000
20220720,2920.510000,99.580000,62.120000,0.360000,0,0,0,3082.570000,137.870000,636.020000,34.250000,3890.710000,290.480000,268.310000,60.220000,619.010000
20220721,2670.320000,98.550000,61.840000,0.360000,0,0,0,2831.070000,138.310000,682.900000,40.190000,3692.470000,320.380000,231.750000,54.340000,606.470000
20220722,2784.540000,104.560000,62.590000,0.360000,0,0,0,2952.050000,135.720000,689.460000,41.300000,3818.530000,267.740000,194.050000,48.240000,510.030000
20220723,2730.950000,104.050000,62.520000,0.360000,0,0,0,2897.880000,139.080000,669.890000,41.300000,3748.150000,320.440000,182.630000,48.110000,551.180000
20220724,2528.120000,99.480000,61.780000,0.360000,0,0,0,2689.740000,119.210000,683.990000,41.660000,3534.600000,337.960000,212.910000,53.170000,604.040000
20220725,2738.360000,107.880000,65.580000,0.360000,0,0,0,2912.180000,114.610000,711.790000,41.140000,3779.720000,264.740000,225.440000,59.590000,549.770000
20220726,2947.770000,100.050000,68.700000,0.360000,0,0,0,3116.880000,110.760000,739.830000,42.520000,4009.990000,155.910000,158.790000,48.960000,363.660000
20220727,3011.050000,93.740000,67.840000,0.360000,0,0,0,3172.990000,111.440000,739.640000,42.020000,4066.090000,110.390000,196.410000,56.400000,363.200000
