"State","DELHI","DELHI","HARYANA","HARYANA","HIMACHAL PRADESH","HIMACHAL PRADESH","JAMMU AND KASHMIR","JAMMU AND KASHMIR","PUNJAB","PUNJAB","RAJASTHAN","RAJASTHAN","UTTAR PRADESH","UTTAR PRADESH","UTTARAKHAND","UTTARAKHAND","CHHATTISGARH","CHHATTISGARH","GOA","GOA","GUJARAT","GUJARAT","MADHYA PRADESH","MADHYA PRADESH","MAHARASHTRA","MAHARASHTRA","ANDHRA PRADESH","ANDHRA PRADESH","KARNATAKA","KARNATAKA","KERALA","KERALA","LAKSHADWEEP","LAKSHADWEEP","PUDUCHERRY","PUDUCHERRY","TAMIL NADU","TAMIL NADU","ANDAMAN & NICOBAR ISLANDS","ANDAMAN & NICOBAR ISLANDS","BIHAR","BIHAR","DVC","DVC","JHARKHAND","JHARKHAND","ODISHA","ODISHA","SIKKIM","SIKKIM","WEST BENGAL","WEST BENGAL","ARUNACHAL PRADESH","ARUNACHAL PRADESH","ASSAM","ASSAM","MANIPUR","MANIPUR","MEGHALAYA","MEGHALAYA","MIZORAM","MIZORAM","NAGALAND","NAGALAND","TRIPURA","TRIPURA","TELANGANA","TELANGANA","LADAKH","LADAKH","INDIA","INDIA"
"201308",0,0,60.550000,0,48.280000,0,0,0,0,0,67.150000,0,49.750000,83.730000,69.560000,61.320000,0,0,68.110000,0,0,0,44.370000,100.350000,56.150000,0,44.910000,93.170000,63.080000,0,44.690000,97.800000,,0,0,0,0,0,68.180000,38.800000,,0,58.820000,0,,0,182.340000,0,56.650000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201309",0,0,63.930000,0,64.530000,0,0,0,0,0,84.800000,0,69.700000,73.870000,75.410000,75.320000,0,0,73.110000,0,0,0,58.670000,100.170000,65.310000,0,49.570000,69.080000,74.180000,0,62.500000,85.230000,,0,0,0,0,0,67.820000,39.430000,,0,57.830000,0,,0,205.220000,0,59.830000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201310",0,0,60.810000,0,48.430000,0,0,0,0,0,66.880000,0,48.320000,94.580000,75.180000,68.710000,0,0,67.330000,0,0,0,60.680000,99.780000,63.650000,0,53.620000,93.920000,69.990000,0,70.680000,82.070000,,0,0,0,0,0,67.310000,73.350000,,0,58.840000,0,,0,195.840000,0,56.170000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201311",0,0,42.180000,0,52.240000,0,0,0,0,0,61.800000,0,67.560000,96.210000,78.810000,80.440000,0,0,78.470000,0,0,0,57.630000,100.800000,71.750000,0,54.350000,93.940000,78.920000,0,71.790000,65.540000,,0,0,0,0,0,63.200000,52.680000,,0,67.440000,0,,0,188.110000,0,67.220000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201312",0,0,48.030000,0,58.120000,0,0,0,0,0,70.650000,0,73.010000,96.510000,78.780000,81.790000,0,0,82.250000,0,0,0,67.260000,101.300000,76.680000,0,55.350000,81.610000,83.800000,0,67.850000,80.970000,,0,0,0,0,0,72.720000,76.960000,,0,71.510000,0,,0,145.720000,0,69.030000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201401",0,0,61.160000,0,50.750000,0,0,0,0,0,73.830000,0,74.430000,93.550000,76.830000,79.970000,0,0,80.630000,0,0,0,65.510000,101.070000,71.920000,0,56.800000,88.040000,88.760000,0,84.480000,86.710000,,0,0,0,0,0,83.320000,76.780000,,0,70.530000,0,,0,228.980000,0,71.390000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201402",0,0,58.740000,0,40.940000,0,0,0,0,0,57.930000,0,61.190000,94.800000,77.250000,75.760000,0,0,81.970000,0,0,0,66.670000,101.100000,70.130000,0,57.820000,98.860000,92.150000,0,87.010000,88.240000,,0,0,0,0,0,77.950000,70.150000,,0,66.570000,0,,0,210.190000,0,70.320000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201403",0,0,48.180000,0,25.780000,0,0,0,0,0,53.970000,0,65.480000,96.360000,72.750000,63.520000,0,0,84.970000,0,0,0,63.230000,91.430000,64.250000,0,55.140000,92.610000,90.090000,0,84.860000,71.490000,,0,0,0,0,0,76.010000,76.760000,,0,68.870000,0,,0,123.360000,0,71.730000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201404",0,0,50.760000,0,30.040000,0,0,0,0,0,54.900000,0,70.080000,91.830000,76.330000,68.880000,0,0,85.770000,0,0,0,72.750000,60.060000,69.050000,0,54.750000,91.960000,92.700000,0,81.140000,73.100000,,0,0,0,0,0,79.330000,76.440000,,0,72.600000,0,,0,137.500000,0,73.210000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201405",0,0,69.650000,0,33.270000,0,0,0,0,0,46.570000,0,75.480000,82.030000,78.310000,38.910000,0,0,78.030000,0,0,0,73.920000,74.050000,63.480000,0,56.760000,90.780000,83.020000,0,75.780000,76.710000,,0,0,0,0,0,79.200000,66.970000,,0,66.940000,0,,0,140.190000,0,69.340000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201406",0,0,83.930000,0,49.120000,0,0,0,0,0,77.390000,0,74.350000,73.690000,79.010000,66.180000,0,0,74.140000,0,0,0,72.480000,91.260000,64.500000,0,55.470000,84.900000,81.900000,0,68.760000,67.800000,,0,0,0,0,0,69.650000,76.500000,,0,65.670000,0,,0,163.950000,0,65.080000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201407",0,0,74.600000,0,59.680000,0,0,0,0,0,79.600000,0,71.300000,66.060000,75.740000,70.340000,0,0,72.470000,0,0,0,64.330000,94.550000,60.100000,0,51.970000,96.740000,77.750000,0,68.220000,83.910000,,0,0,0,0,0,67.160000,77.650000,,0,54.290000,0,,0,151.570000,0,60.200000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201408",0,0,54.350000,0,67.150000,0,0,0,0,0,67.290000,0,69.350000,61.430000,66.560000,70.050000,0,0,70.600000,0,0,0,59.020000,87.670000,52.800000,0,49.020000,98.040000,72.590000,0,64.820000,85.210000,,0,0,0,0,0,66.930000,77.300000,,0,60.220000,0,,0,153.820000,0,56.240000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201409",0,0,47.520000,0,65.410000,0,0,0,0,0,53.100000,0,63.100000,52.940000,69.010000,71.050000,0,0,74.820000,0,0,0,54.710000,97.350000,57.610000,0,46.710000,97.510000,72.890000,0,53.410000,86.880000,,0,0,0,0,0,70.490000,75.400000,,0,61.410000,0,,0,143.730000,0,61.130000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201410",0,0,51.030000,0,55.430000,0,0,0,0,0,47.750000,0,76.170000,69.710000,71.240000,72.540000,0,0,80.200000,0,0,0,73.580000,97.420000,62.880000,0,53.450000,89.080000,78.010000,0,65.860000,88.940000,,0,0,0,0,0,64.110000,46.450000,,0,75.730000,0,,0,200.160000,0,70.160000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201411",0,0,41.340000,0,55.540000,0,0,0,0,0,38.470000,0,70.120000,90.510000,74.150000,74.680000,0,0,74.880000,0,0,0,78.350000,98.060000,70.310000,0,55.320000,85.220000,83.920000,0,69.450000,71.750000,,0,0,0,0,0,67.030000,55.400000,,0,70.820000,0,,0,178.480000,0,67.690000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201412",0,0,33.190000,0,59.080000,0,0,0,0,0,48.130000,0,69.380000,71.060000,73.910000,78.270000,0,0,69.010000,0,0,0,73.250000,100.420000,66.220000,0,53.480000,70.610000,84.380000,0,77.380000,85.080000,,0,0,0,0,0,64.380000,22.950000,,0,65.490000,0,,0,161.870000,0,69.740000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201501",0,0,43.330000,0,60.010000,0,0,0,0,0,40.080000,0,68.820000,68.360000,77.830000,95.010000,0,0,70.110000,0,0,0,70.070000,100.320000,55.990000,0,48.830000,44.960000,89.840000,0,79.570000,97.540000,,0,0,0,0,0,69.940000,80.690000,,0,71.340000,0,,0,173.990000,0,71.930000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"201502",0,0,26.010000,0,53.890000,0,0,0,0,0,35.810000,0,74.770000,83.220000,74.040000,97.590000,0,0,75.130000,0,0,0,68.050000,99.900000,65.690000,0,49.980000,76.940000,89.490000,0,86.450000,102.620000,,0,0,0,0,0,77.980000,95.740000,,0,72.070000,0,,0,150.260000,0,71.770000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,93.250000,0,0,0
"201503",0,0,26.800000,0,33.890000,0,0,0,0,0,30.740000,0,52.960000,86.790000,66.210000,97.980000,0,0,62.380000,0,0,0,62.240000,97.930000,53.120000,0,47.850000,78.270000,79.130000,0,85.090000,87.080000,,0,0,0,0,0,78.280000,96.740000,,0,72.470000,0,,0,,0,73.980000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,94.810000,0,0,0
"201504",0,0,30.240000,0,27.590000,0,0,0,0,0,30.870000,0,56.580000,75.700000,69.810000,90.870000,0,0,56.700000,0,0,0,73.450000,53.160000,60.670000,0,54.410000,78.860000,72.080000,0,82.810000,99.450000,,0,0,0,0,0,78.900000,94.680000,,0,57.490000,0,,0,,0,74.940000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,85.880000,0,0,0
"201505",0,0,46.180000,0,42.800000,0,0,0,0,0,34.040000,0,58.640000,77.750000,75.740000,95.910000,0,0,60.070000,0,0,0,71.340000,63.090000,60.130000,0,54.240000,80.910000,74.720000,0,81.140000,104.460000,,0,0,0,0,0,73.710000,67.890000,,0,69.880000,0,,0,,0,72.080000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,86.520000,0,0,0
"201506",0,0,42.710000,0,33.350000,0,0,0,0,0,58.430000,0,56.300000,83.970000,75.770000,95.370000,0,0,54.130000,0,0,0,64.700000,95.520000,50.240000,0,48.670000,84.870000,70.180000,0,68.400000,105.490000,,0,0,0,0,0,69.470000,58.570000,,0,63.450000,0,,0,,0,65.980000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,70.400000,0,0,0
"201507",0,0,48.380000,0,38.070000,0,0,0,0,0,63.120000,0,45.890000,80.520000,72.700000,93.720000,0,0,57.270000,0,0,0,57.590000,51.260000,50.480000,0,47.510000,86.090000,78.330000,0,72.080000,97.310000,,0,0,0,0,0,62.650000,28.640000,,0,66.210000,0,,0,,0,63.030000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,78.170000,0,0,0
"201508",0,0,40.450000,0,34.410000,0,0,0,0,0,54.500000,0,50.540000,80.260000,70.890000,93.910000,0,0,61.510000,0,0,0,55.590000,50.480000,49.470000,0,49.970000,84.800000,72.070000,0,57.030000,71.990000,,0,0,0,0,0,60.960000,28.220000,,0,60.490000,0,,0,,0,60.880000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,88.760000,0,0,0
"201509",0,0,35.640000,0,41.210000,0,0,0,0,0,68.030000,0,67.440000,71.380000,77.050000,84.590000,0,0,64.250000,0,0,0,71.610000,49.950000,65.210000,0,56.220000,87.420000,65.400000,0,72.430000,102.730000,,0,0,0,0,0,62.940000,23.330000,,0,68.780000,0,,0,,0,65.870000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,76.300000,0,0,0
"201510",0,0,23.680000,0,56.930000,0,0,0,0,0,54.350000,0,67.610000,78.470000,72.620000,72.870000,0,0,67.310000,0,0,0,75.990000,50.370000,74.790000,0,58.580000,86.540000,81.130000,0,77.370000,90.790000,,0,0,0,0,0,65.830000,26.890000,,0,69.310000,0,,0,,0,69.710000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,78.320000,0,0,0
"201511",0,0,20.880000,0,40.340000,0,0,0,0,0,26.980000,0,61.760000,91.260000,67.710000,73.420000,0,0,65.520000,0,0,0,61.650000,46.230000,68.160000,0,54.820000,86.230000,62.220000,0,77.770000,97.960000,,0,0,0,0,0,55.190000,21.630000,,0,66.980000,0,,0,,0,70.320000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,81.040000,0,0,0
"201512",0,0,20.660000,0,48.110000,0,0,0,0,0,36.220000,0,69.440000,93.650000,67.280000,60.430000,0,0,68.670000,0,0,0,55.260000,51.780000,70.140000,0,53.380000,86.880000,66.420000,0,79.880000,105.690000,,0,0,0,0,0,57.940000,15.290000,,0,69.300000,0,,0,,0,70.010000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,81.020000,0,0,0
"201601",0,0,20.980000,0,50.490000,0,0,0,0,0,44.420000,0,72.060000,88.060000,73.310000,102.200000,0,0,69.590000,0,0,0,62.100000,51.770000,63.560000,0,49.320000,83.360000,70.870000,0,87.130000,104.330000,,0,0,0,0,0,69.450000,21.290000,,0,66.430000,0,,0,,0,66.590000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,74.380000,0,0,0
"201602",0,0,20.970000,0,43.250000,0,0,0,0,0,27.780000,0,69.490000,77.270000,72.550000,102.010000,0,0,69.180000,0,0,0,65.680000,50.170000,69.700000,0,52.630000,79.640000,74.740000,0,85.030000,106.710000,,0,0,0,0,0,74.180000,46.760000,,0,67.060000,0,-242.850000,0,193.370000,0,73.860000,0,0,0,207.590000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,87.510000,0,0,0
"201603",0,0,20.860000,0,26.130000,0,0,0,0,0,26.410000,0,62.300000,76.090000,69.080000,100.950000,0,0,73.220000,0,0,0,62.780000,16.920000,67.150000,0,52.390000,87.850000,78.120000,0,84.510000,104.970000,,0,0,0,0,0,74.140000,86.960000,,0,69.830000,0,-293.120000,0,227.570000,0,73.860000,0,0,0,236.000000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,88.880000,0,0,0
"201604",0,0,38.630000,0,39.550000,0,0,0,0,0,37.660000,0,68.120000,72.690000,73.190000,98.630000,0,0,71.900000,0,0,0,63.390000,0,72.790000,0,54.570000,86.250000,77.680000,0,88.800000,89.210000,,0,0,0,0,0,75.280000,88.810000,,0,67.680000,0,,0,,0,76.730000,0,0,0,261.060000,0,0,0,65.140000,0,,0,0,0,0,0,0,0,0,0,83.940000,0,0,0
"201605",0,0,34.980000,0,44.190000,0,0,0,0,0,46.410000,0,66.420000,58.670000,70,84.070000,0,0,64.850000,0,0,0,63.830000,0,62.900000,0,49.280000,73.060000,71.190000,0,74.630000,60.520000,,0,0,0,0,0,63.930000,93.450000,,0,73.610000,0,,0,,0,67.740000,0,0,0,219.130000,0,0,0,61.130000,0,,0,0,0,0,0,0,0,0,0,78.200000,0,0,0
"201606",0,0,40.680000,0,50.340000,0,0,0,0,0,62.370000,0,65.400000,86.450000,72.360000,65.330000,0,0,64.930000,0,0,0,60.870000,0,62.440000,0,47.390000,49.700000,68.400000,0,54.200000,67.990000,,0,0,0,0,0,50.350000,95.830000,,0,71.740000,0,,0,,0,66.770000,0,0,0,228.260000,0,0,0,65.150000,0,,0,0,0,0,0,0,0,0,0,71.170000,0,0,0
"201607",0,0,41.930000,0,35.550000,0,0,0,0,0,54.680000,0,50.470000,62.550000,68.080000,96.360000,0,0,55.710000,0,0,0,54.710000,0,46.930000,0,40.050000,81.450000,62.780000,0,40.140000,77.880000,,0,0,0,0,0,50.310000,96.630000,,0,63.100000,0,,0,,0,68.290000,0,0,0,207.440000,0,0,0,58.090000,0,,0,0,0,0,0,0,0,0,0,69.090000,0,0,0
"201608",0,0,42.110000,0,29.850000,0,0,0,0,0,46.390000,0,38.990000,73.490000,63.470000,94.080000,0,0,56.910000,0,0,0,56.300000,0,38.880000,0,39.770000,99.350000,63.760000,0,48.120000,77.810000,,0,0,0,0,0,51.060000,96.740000,,0,66.200000,0,,0,,0,67.790000,0,0,0,172.540000,0,0,0,55.600000,0,,0,0,0,0,0,0,0,0,0,66.780000,0,0,0
"201609",0,0,42.780000,0,33.730000,0,0,0,0,0,54.370000,0,58.620000,73.320000,71.890000,44.450000,0,0,62.800000,0,0,0,69.420000,0,52.220000,0,46.170000,98.320000,59.280000,0,66.660000,76.970000,,0,0,0,0,0,53.790000,82.280000,,0,54.940000,0,,0,,0,59.970000,0,0,0,223.640000,0,0,0,61.820000,0,,0,0,0,0,0,0,0,0,0,69.770000,0,0,0
"201610",0,0,31.380000,0,41.210000,0,0,0,0,0,40.070000,0,61.870000,47.270000,68.230000,58.380000,0,0,58.370000,0,0,0,64.550000,0,56.700000,0,50.800000,89.040000,73.320000,0,80.150000,97.890000,,0,0,0,0,0,60.560000,91.510000,,0,66.560000,0,-304.640000,0,235.600000,0,67.220000,0,0,0,228.550000,0,0,0,62.950000,0,,0,0,0,0,0,0,0,0,0,79.200000,0,0,0
"201611",0,0,4.110000,0,33.220000,0,0,0,0,0,26.670000,0,61.930000,66.360000,67.970000,99.770000,0,0,61.210000,0,0,0,56.280000,0,69.980000,0,54.600000,91.130000,71.860000,0,85.880000,101.330000,,0,0,0,0,0,66.100000,76.650000,,0,70.160000,0,-292.710000,0,228.730000,0,64.520000,0,0,0,227.270000,0,0,0,60.940000,0,,0,0,0,0,0,0,0,0,0,75,0,0,0
"201612",0,0,0,0,44.910000,0,0,0,0,0,38.550000,0,65.180000,73,66.400000,103.280000,0,0,62.450000,0,0,0,58.950000,0,69.730000,0,50.020000,97.100000,61.080000,0,83.120000,96.080000,,0,0,0,0,0,59.610000,22.460000,,0,75,0,-351.030000,0,229.100000,0,65.030000,0,0,0,285.590000,0,0,0,64.220000,0,,0,0,0,0,0,0,0,0,0,77.080000,0,0,0
"201701",0,0,0,0,106.440000,0,0,0,0,0,132.180000,0,286.170000,77.970000,,103.780000,0,0,,0,0,0,509.970000,0,461.390000,0,,99.700000,,0,,102.830000,,0,0,0,0,0,63.320000,28.640000,,0,,0,-356.990000,0,,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,205.950000,0,0,0
"201702",0,0,0,0,27.240000,0,0,0,0,0,31.100000,0,63.580000,92.800000,61.890000,102.790000,0,0,71.460000,0,0,0,68.480000,0,67.870000,0,49.960000,99.140000,67.960000,0,78.240000,80.720000,,0,0,0,0,0,63.190000,41.970000,,0,69.550000,0,-335.830000,0,238.140000,0,59.540000,0,0,0,276.030000,0,0,0,61.250000,0,,0,0,0,0,0,0,0,0,0,86.980000,0,0,0
"201703",0,0,0.270000,0,24.260000,0,0,0,0,0,27.960000,0,56.990000,85.220000,63.810000,101.140000,0,0,72.760000,0,0,0,65.370000,0,65.630000,0,54.880000,98.500000,74.200000,0,73.580000,87.320000,,0,0,0,0,0,70.520000,79.150000,,0,75.510000,0,-364.820000,0,229.810000,0,68.290000,0,0,0,304.070000,0,0,0,60.750000,0,,0,0,0,0,0,0,0,0,0,89.790000,0,0,0
"201704",0,0,31.510000,0,35.290000,0,0,0,0,0,29.460000,0,45.930000,69.630000,67.700000,89.190000,0,0,73.890000,0,0,0,68.280000,0,73.900000,0,59.450000,88.050000,70.730000,0,81.670000,95.440000,,0,0,0,0,0,72.300000,47.740000,,0,73.960000,0,-370.440000,0,272.220000,0,71.600000,0,0,0,271.910000,0,0,0,25.050000,0,,0,0,0,0,0,0,0,0,0,85.230000,0,0,0
"201705",0,0,41.320000,0,53.180000,0,0,0,0,0,31.950000,0,58.650000,88.280000,71.700000,88.940000,0,0,64.750000,0,0,0,59.900000,0,75.050000,0,59.740000,56.130000,69.180000,0,68.450000,100.580000,,0,0,0,0,0,67.020000,27.470000,,0,74.390000,0,-362.740000,0,248.640000,0,58.530000,0,0,0,297.920000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,80.250000,0,0,0
"201706",0,0,38.090000,0,45.840000,0,0,0,0,0,31.790000,0,51.610000,89.160000,69.330000,90.620000,0,0,65.780000,0,0,0,52.060000,0,64.400000,0,49.490000,48.480000,50.620000,0,49.810000,100.960000,,0,0,0,0,0,50.640000,49.720000,,0,64.910000,0,-373.850000,0,239.540000,0,67.460000,0,0,0,307.510000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,70.590000,0,0,0
"201707",0,0,41,0,56.270000,0,0,0,0,0,54.150000,0,38.910000,90.120000,62.540000,90.840000,0,0,64.060000,0,0,0,47.810000,0,61.840000,0,41.710000,23.500000,44.850000,0,42.080000,101.630000,,0,0,0,0,0,51.040000,57.480000,,0,59.820000,0,-341.810000,0,247.220000,0,61.570000,0,0,0,257.720000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,72.130000,0,0,0
"201708",0,0,42.490000,0,57.620000,0,0,0,0,0,47.580000,0,50.240000,89.090000,65.420000,91.260000,0,0,59.810000,0,0,0,61.420000,0,67.220000,0,49.720000,11.170000,57.220000,0,46.190000,101.320000,,0,0,0,0,0,49.880000,23.530000,,0,66.010000,0,-262.600000,0,233.490000,0,54.140000,0,0,0,181.690000,0,0,0,28.240000,0,,0,0,0,0,0,0,0,0,0,80.060000,0,0,0
"201709",0,0,38.020000,0,49.570000,0,0,0,0,0,52.440000,0,58.430000,86.240000,67.630000,79.140000,0,0,62.440000,0,0,0,70.250000,0,70.470000,0,47.870000,13.420000,59.130000,0,55.950000,100.990000,,0,0,0,0,0,54.520000,51.960000,,0,56.530000,0,-309.760000,0,280.220000,0,52.220000,0,0,0,203.820000,0,0,0,73.220000,0,,0,0,0,0,0,0,0,0,0,81.020000,0,0,0
"201710",0,0,20.170000,0,51.610000,0,0,0,0,0,49.140000,0,57.750000,91.450000,68.060000,98.180000,0,0,61.790000,0,0,0,67.670000,0,72.850000,0,47.520000,49.700000,56.880000,0,59.050000,100.600000,,0,0,0,0,0,53.170000,45.310000,,0,67.060000,0,-295.790000,0,253.490000,0,54.720000,0,0,0,193.150000,0,0,0,75.350000,0,,0,0,0,0,0,0,0,0,0,82.260000,0,0,0
"201711",0,0,0,0,42.460000,0,0,0,0,0,37.690000,0,62.590000,92.820000,62.960000,101.210000,0,0,60.970000,0,0,0,65.850000,0,77.750000,0,48.240000,75.700000,58.630000,0,53.900000,96.560000,,0,0,0,0,0,55.800000,64.080000,,0,70.140000,0,-328.540000,0,263.220000,0,58.280000,0,0,0,226.210000,0,0,0,61.950000,0,,0,0,0,0,0,0,0,0,0,83.230000,0,0,0
"201712",0,0,0,0,64.670000,0,0,0,0,0,38.260000,0,60.380000,85.990000,64.160000,0,0,0,59.580000,0,0,0,62.510000,0,73.780000,0,48.710000,0,54.380000,0,52.580000,74.960000,,0,0,0,0,0,53.530000,81.230000,,0,69.950000,0,-430.930000,0,336.390000,0,54.380000,0,0,0,279.180000,0,0,0,68.720000,0,,0,0,0,0,0,0,0,0,0,79.250000,0,0,0
"201801",0,0,0,0,54.620000,0,0,0,0,0,48.160000,0,68.270000,74.970000,67.560000,103.310000,0,0,67.900000,0,0,0,63.820000,0,78.740000,0,49.120000,77.760000,59.760000,0,56.760000,96.760000,,0,0,0,0,0,56.790000,88.740000,,0,69.270000,0,-428.280000,0,300.450000,0,62.800000,0,0,0,320.880000,0,0,0,70.480000,0,,0,0,0,0,0,0,0,0,0,77.800000,0,0,0
"201802",0,0,0,0,58.420000,0,0,0,0,0,42.930000,0,62.730000,72.190000,64.750000,101.880000,0,0,62.470000,0,0,0,59.810000,0,77.740000,0,51.090000,67.590000,61.790000,0,58.020000,101.760000,,0,0,0,0,0,59.590000,77.270000,,0,72.820000,0,-469.930000,0,333.300000,0,64.450000,0,0,0,344.380000,0,0,0,78.020000,0,,0,0,0,0,0,0,0,0,0,86.620000,0,0,0
"201803",0,0,0,0,66.880000,0,0,0,0,0,53.700000,0,60.970000,68.190000,64.130000,95.150000,0,0,58.530000,0,0,0,49.790000,0,80,0,56.380000,75.760000,68.790000,0,70.060000,101.650000,,0,0,0,0,0,73.760000,44.030000,,0,74.740000,0,-509.620000,0,383.870000,0,72.580000,0,0,0,341.970000,0,0,0,79.530000,0,,0,0,0,0,0,0,0,0,0,91.890000,0,0,0
"201804",0,0,14.840000,0,58.970000,0,0,0,0,0,39.380000,0,57.250000,79.720000,66.280000,58.610000,0,0,67.730000,0,0,0,46.380000,0,81.760000,0,60.110000,97.240000,65.790000,0,50.580000,101.370000,,0,0,0,0,0,73.720000,46.730000,,0,73.990000,0,-477.410000,0,353.580000,0,70.600000,0,0,0,336.690000,0,0,0,70.480000,0,,0,0,0,0,0,0,0,0,0,88.300000,0,0,0
"201805",0,0,34.740000,0,62.370000,0,0,0,0,0,49.450000,0,66.030000,87.410000,70.200000,63.290000,0,0,73.040000,0,0,0,48.870000,0,79.860000,0,59.680000,67.300000,60.790000,0,48.580000,100.690000,,0,0,0,0,0,67.760000,46.940000,,0,67.140000,0,-457.460000,0,376.460000,0,65.720000,0,0,0,295.800000,0,0,0,69.950000,0,,0,0,0,0,0,0,0,0,0,84.350000,0,0,0
"201806",0,0,40.110000,0,54.610000,0,0,0,0,0,48.100000,0,62.280000,88.390000,71.880000,82.040000,0,0,65.380000,0,0,0,50.890000,0,79.500000,0,52.140000,96.980000,57.790000,0,28.610000,101.570000,,0,0,0,0,0,52.890000,49.660000,,0,66.360000,0,-458.730000,0,358.740000,0,60.950000,0,0,0,299.970000,0,0,0,72.930000,0,,0,0,0,0,0,0,0,0,0,74.990000,0,0,0
"201807",0,0,39.310000,0,42.970000,0,0,0,0,0,50.180000,0,50.720000,73.570000,65.020000,95.130000,0,0,62.810000,0,0,0,51.850000,0,69.470000,0,47.060000,95.400000,53.560000,0,16.350000,94.520000,,0,0,0,0,0,48.520000,56.800000,,0,66.270000,0,-356.950000,0,273.940000,0,51.820000,0,0,0,269.020000,0,0,0,69.350000,0,,0,0,0,0,0,0,0,0,0,72.730000,0,0,0
"201808",0,0,38.760000,0,47.850000,0,0,0,0,0,56.540000,0,60.200000,74.480000,62.690000,90.830000,0,0,63.230000,0,0,0,65.020000,0,72.090000,0,46.800000,89.530000,47.160000,0,12.260000,102.850000,,0,0,0,0,0,47.080000,10.710000,,0,70.960000,0,-353.670000,0,296.350000,0,50.350000,0,0,0,229,0,0,0,66.360000,0,,0,0,0,0,0,0,0,0,0,78.310000,0,0,0
"201809",0,0,0,0,40.380000,0,0,0,0,0,55.330000,0,60.310000,72.530000,64.790000,92.390000,0,0,62.430000,0,0,0,67.320000,8.480000,76.830000,0,53.540000,89.050000,59.620000,0,43.960000,77.620000,,0,0,0,0,0,61.210000,18.590000,,0,66.400000,0,-355.010000,0,338.570000,0,52.740000,0,0,0,180.440000,0,0,0,53.780000,0,,0,0,0,0,0,0,0,0,0,87.890000,0,0,0
"201810",0,0,0,0,50.510000,0,0,0,0,0,62.840000,0,75.570000,74.020000,69.840000,98.260000,0,0,68.340000,0,0,0,69.960000,49.530000,81.690000,0,58.060000,78.160000,53.050000,0,49.930000,98.490000,,0,0,0,0,0,64.360000,30.910000,,0,76.220000,0,-360.360000,0,315.830000,0,52.800000,0,0,0,216.230000,0,0,0,46.830000,0,,0,0,0,0,0,0,0,0,0,84.440000,0,0,0
