"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.826400,0.017300,0.873600,0.186700
1962,0.641500,0.020100,0.621600,0.107600
1963,0.657700,0.017300,0.699600,0.151800
1964,0.788600,0.017700,0.780600,0.130500
1965,0.829400,0.023800,0.869200,0.164400
1966,0.776700,0.028690,0.834400,0.097300
1967,0.755500,0.036601,0.884000,0.126600
1968,0.829300,0.038854,0.940600,0.165800
1969,0.891700,0.038148,0.937000,0.159400
1970,0.883100,0.043606,0.958600,0.130500
1971,0.926300,0.050422,1.021000,0.120500
1972,0.906000,0.050801,0.914600,0.097600
1973,1.090900,0.067617,1.039000,0.102800
1974,1.271000,0.085801,1.244558,0.103500
1975,0.909400,0.077116,1.303600,0.043000
1976,1.024900,0.104400,0.871800,0.047100
1977,1.166700,0.089000,1.239600,0.022500
1978,0.947200,0.065800,1.099200,0.022000
1979,0.968500,0.077000,1.264000,0.017500
1980,0.993400,0.064800,1.389200,0.000600
1981,1.060600,0.077700,1.407000,0.000400
1982,1.140600,0.083900,1.495000,0.001300
1983,0.826300,0.057400,1.040800,0.001400
1984,1.067900,0.075900,1.266200,0.000700
1985,1.394200,0.081800,1.618200,0.000600
1986,1.255600,0.094200,1.421200,0.001100
1987,1.070900,0.078800,1.372000,0.001000
1988,1.270200,0.080600,1.849400,0.000900
1989,1.724600,0.081200,1.900400,0.005700
1990,1.407300,0.137100,1.806800,0.002725
1991,1.238300,0.159900,1.533400,0.001449
1992,1.193100,0.188419,1.541400,0.010583
1993,1.193100,0.206562,1.914800,0.004494
1994,1.080400,0.194200,2.085000,0.003600
1995,1.058400,0.232900,2.691000,0.002100
1996,0.741900,0.186800,2.221200,0.001800
1997,0.757000,0.192000,2.272600,0.001600
1998,0.786000,0.203000,2.568000,0.004100
1999,0.782000,0.230000,2.610000,0.001700
2000,1.025000,0.310000,2.798000,0.003100
2001,0.584000,0.258000,2.288000,0.001200
2002,0.736000,0.346000,2.504000,0.002200
2003,0.778000,0.325000,2.738000,0.002200
2004,0.804000,0.349000,3.128000,0.002200
2005,0.701000,0.326000,3.212000,0.001200
2006,0.570000,0.363400,3.102000,0.001700
2007,0.575200,0.414800,2.980600,0.001700
2008,0.734000,0.428300,3.272000,0.000733
2009,0.531000,0.328036,2.778000,0.003200
2010,0.732527,0.492419,3.405108,0.002231
2011,0.703639,0.498951,3.232678,0.001025
2012,0.579596,0.534314,3.093862,0.001648
2013,0.645384,0.480190,2.902108,0.001335
2014,0.697998,0.518391,2.892746,0.006883
2015,0.759217,0.558488,2.781520,0.007778
2016,0.687784,0.564101,2.692284,0.006313
2017,0.659077,0.730714,2.479418,0.003743
2018,0.972963,0.934832,2.380870,0.001678
2019,0.579343,0.806286,2.247578,0.008466
2020,0.525728,0.698634,2.091860,0.007164
2021,0.714164,1.079223,1.805894,0.006982
2022,1.048262,0.977291,1.720822,0.005488
2023,0.557075,0.967099,1.547652,0.003060
