"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2011,,,,,,,,,,,-43.084193,-63.354181,-5.083662,-7.913965,0.246223,-8.508892,11.325636,7.181094,12.976245,18.310773,19.489084,3.904954,6.013586
2012,,,,,,,,,,,,9.296845,-7.700509,-10.182004,-19.685722,-32.893334,1.413803,-8.880815,0.072828,1.558397,2.947370,-20.234723,-19.049677
2013,,,,,,,,,,,,,-7.418403,-11.154235,-21.384689,-33.122077,-9.113677,-15.854706,-3.161504,-5.744536,-5.907103,-9.525770,-8.526722
2014,,,,,,,,,,,,,,-13.091423,-15.302373,-23.136470,-8.566607,-13.666052,-9.760934,-3.061853,-3.577649,-20.514151,-19.857050
2015,,,,,,,,,,,,,,,-21.839282,-34.466086,-19.070252,-21.487486,-19.404827,-21.376235,-26.158796,-33.236459,-31.656934
2016,,,,,,,,,,,,,,,,-38.888069,-31.733830,-42.704092,-42.249030,-53.684067,-60.914133,-82.557762,-81.069654
2017,,,,,,,,,,,,,,,,,-35.286857,-48.332123,-52.857965,-62.598303,-71.018045,-51.592757,-50.513538
2018,,,,,,,,,,,,,,,,,,-39.818924,-39.554286,-53.983629,-65.525354,-78.288970,-77.594995
2019,,,,,,,,,,,,,,,,,,,-42.693680,-58.678676,-67.445207,-82.612908,-82.282358
2020,,,,,,,,,,,,,,,,,,,,-56.621314,-59.086939,-78.758786,-80.093365
2021,,,,,,,,,,,,,,,,,,,,,-79.383671,-105.645337,-108.825828
2022,,,,,,,,,,,,,,,,,,,,,,-105.680149,-104.332425
2023,,,,,,,,,,,,,,,,,,,,,,,-95.824502
