"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,85.370371,85.370371,101.141867,75.370870,37.361131,92.455752,30.472307,39.267926,36.309271,86.093191,99.543966,123.770806,93.692367,109.917893,140.122760,137.157369,165.522878,169.893118,168.394763,176.073461,173.581360,153.350004,153.050717
1991,61.685043,61.685043,76.299632,52.245892,115.942928,69.034720,126.321903,159.440426,157.571472,137.581698,144.529747,150.011684,77.295992,85.154931,119.013121,114.047370,143.601735,151.285582,154.646978,161.209289,159.807794,133.784219,134.556066
1992,45.892020,45.892020,59.242084,35.194820,67.346074,49.467984,54.499187,120.243764,118.196329,72.785177,80.004700,81.468968,52.960427,48.738106,74.905469,75.737315,79.986634,91.095261,89.635528,94.686955,93.300057,91.407710,93.668737
1993,47.184666,47.184666,46.588543,21.262236,11.789955,36.203302,-7.304623,-25.855105,-27.337336,17.967042,13.062099,14.971186,42.407604,45.161990,59.855630,54.593594,62.072583,72.938044,68.592309,73.600661,72.110553,70.881523,73.119312
1994,49.240723,49.240723,46.763932,22.185191,-89.834687,36.349123,-47.653869,-23.739455,-24.831255,2.933269,9.537765,45.379029,64.121616,62.736484,55.405707,51.691455,53.544956,63.060159,67.355962,69.111569,67.967019,61.036957,62.882695
1995,37.358010,37.358010,43.979845,10.578810,121.836667,25.460063,96.760231,103.925521,100.492062,11.957225,19.398100,14.067190,32.861695,30.517472,39.521790,38.887576,32.292495,39.528965,38.586810,41.923576,43.019814,40.144347,41.795659
1996,33.451006,33.453993,40.197402,8.705252,-35.395945,21.328908,-19.436018,-3.720121,-6.704932,22.739985,25.421259,27.240992,30.059191,41.925105,42.744283,34.846600,31.020866,39.554876,32.431979,43.052853,43.356510,33.934952,35.713102
1997,30.319411,30.322398,35.659213,4.920986,-75.261010,18.002601,-61.396813,-13.939353,-13.834067,17.084073,15.314215,8.237816,35.043436,51.792377,45.269456,37.763229,29.833398,32.759517,28.796043,32.899487,31.870405,20.070184,22.029944
1998,38.274870,38.277857,48.273657,13.866397,115.309814,25.815636,125.578493,130.534154,121.835548,46.438121,48.381584,31.465676,17.031580,34.040142,36.661126,31.490919,17.945216,14.126526,15.478723,19.738322,19.210645,22.991556,25.469094
1999,25.445878,25.445687,39.868251,7.669363,-84.115826,20.253820,-50.016435,6.241534,6.458346,7.449432,2.711291,-10.942397,29.681533,42.995712,49.403829,44.016557,25.451065,23.457671,23.430412,27.502183,27.019109,36.001143,38.433719
2000,16.542460,16.671795,42.065196,9.055212,-86.815295,25.541359,-94.680495,-6.886456,-17.707240,56.505927,59.021500,19.171073,51.855021,49.035119,49.190641,44.168587,32.667316,32.914402,31.954979,39.382881,39.875569,43.280420,45.405454
2001,7.319525,7.547393,36.914414,4.855686,-85.476621,22.082410,-83.615542,-52.265252,-48.019085,-16.778169,-8.120417,44.436667,56.313263,36.822495,61.373292,58.131828,54.457403,56.246306,55.697928,50.638231,53.149911,52.842369,54.079961
2002,,13.113189,40.628547,6.511770,257.905945,24.482521,275.222752,331.807116,326.345757,80.073532,89.976953,83.442066,65.010666,57.381708,55.898256,55.177173,47.595241,43.605877,45.938058,45.791133,44.897602,53.342274,54.377383
2003,,,30.581520,-15.922313,59.286925,2.793581,106.071095,148.701136,152.377690,233.108523,221.425328,203.634366,41.275801,39.645680,47.096585,55.985452,56.306722,57.741720,57.668007,56.381278,54.963070,53.451454,53.130353
2004,,,,-6.993489,-191.407466,8.187152,-201.185102,-198.985678,-199.784793,-41.715991,-53.382216,-6.925415,41.709726,38.853112,43.264341,44.254533,49.160636,44.102783,44.161790,36.356484,33.222882,23.201569,22.966728
2005,,,,,76.641775,20.328596,66.473863,36.442266,39.066612,0.837429,17.398319,19.361440,62.726082,60.075060,60.244752,65.997402,71.575875,69.118536,67.066782,60.943221,57.467761,51.141098,50.143574
2006,,,,,,8.119807,10.537538,42.253909,43.087997,8.947226,-13.083991,-2.634257,63.960787,73.059424,67.437358,69.963440,66.684082,61.625872,62.601840,65.328381,61.853129,80.660306,79.393343
2007,,,,,,,278.652192,330.911741,333.761174,85.662402,99.672240,75.386243,42.159759,37.367810,56.357575,64.631407,74.963434,74.075517,75.196392,72.327901,69.110035,53.745013,53.121465
2008,,,,,,,,63.657890,64.540888,-41.612637,-34.131192,-11.401859,40.439864,36.029984,37.507748,33.946874,60.527888,60.048793,58.740328,58.695985,55.914655,40.245413,40.921308
2009,,,,,,,,,49.533076,41.670750,35.904518,12.414682,38.096551,33.341038,28.249795,20.127865,51.663049,48.718543,56.273541,56.360785,53.642718,31.539955,32.997488
2010,,,,,,,,,,32.889720,33.757687,23.026961,21.661009,4.348422,7.853799,5.421523,30.636477,31.256581,42.620689,41.474691,41.156259,37.584702,39.290491
