"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,258.622511,258.622511,258.514981,260.136065,259.275542,259.275542,259.287902,260.192485,259.903656,259.902984,259.581924,257.814399,258.841031,258.841100,258.958753,259.089064,259.089064,259.089348,258.948773,258.947045,258.951785,258.952012,258.852532
1991,260.716760,260.716760,260.571132,262.476527,261.637665,261.637665,261.254907,262.148010,261.889860,261.885320,261.562089,259.826014,260.848731,260.848789,260.949354,261.077894,261.077894,261.078191,260.932270,260.930360,260.937177,260.937398,260.840519
1992,265.401814,265.401814,265.312303,266.761675,265.887572,265.887572,265.901565,266.969856,266.651811,266.638354,266.315638,264.350130,265.390639,265.390843,265.495887,265.636306,265.636306,265.636619,265.474919,265.474810,265.479527,265.479758,265.384210
1993,268.804611,268.804611,268.734919,270.764817,269.778176,269.778176,269.800487,270.794675,270.478414,270.464167,270.133546,268.437992,269.495647,269.495786,269.615202,269.692693,269.692693,269.693023,269.537696,269.536381,269.540681,269.540921,269.447607
1994,272.700182,272.700182,272.645903,273.650394,272.796678,272.796678,272.813825,273.723016,273.440397,273.424907,273.067541,271.195064,272.242896,272.243092,272.329742,272.493523,272.493523,272.493874,272.316752,272.316642,272.323753,272.324002,272.236127
1995,282.424830,282.424830,282.511430,284.355018,283.209629,283.209629,283.228458,284.065830,283.774191,283.758352,283.392508,282.101877,282.989656,283.226344,283.315041,283.546799,283.546799,283.547167,283.304238,283.304129,283.311202,283.311466,283.217913
1996,292.173098,292.173098,292.261486,291.444332,290.393784,290.393784,290.424037,291.395933,291.031767,291.015670,290.668867,288.781646,289.834769,289.834851,289.922998,290.186946,290.186946,290.187322,289.905080,289.904968,289.909708,289.909975,289.820101
1997,299.491761,299.491761,299.109360,299.442033,298.562030,298.562030,298.627780,299.721503,299.343039,299.326881,299.010029,297.051514,298.008083,298.008136,298.090536,298.419556,298.419556,298.419946,298.072481,298.072367,298.077034,298.077301,297.986810
1998,315.517979,315.517979,315.606456,312.381335,311.324839,311.324839,311.376163,312.422234,312.100497,312.084205,311.749656,309.906337,311.228684,311.226409,311.303689,311.658248,311.658248,311.658659,311.277988,311.278978,311.286344,311.286618,311.188565
1999,324.580672,324.580672,324.728205,321.653107,320.754845,320.754845,320.775891,321.646370,321.300615,321.287806,320.916894,318.732774,319.768195,319.768457,319.839825,320.154844,320.154844,320.155274,319.803003,319.802875,320.227946,320.228220,320.144926
2000,330.222671,330.222671,330.657868,329.151269,327.814584,327.814584,327.843695,328.831829,328.471256,328.454310,328.136423,325.334094,326.337854,326.338294,326.420699,326.738213,326.738213,326.738655,326.371723,326.371600,326.696982,326.697263,326.586942
2001,336.326375,335.381447,336.310478,335.464384,334.185370,334.185370,334.193986,335.307672,335.140150,335.123588,334.804113,333.337399,334.358643,334.359617,334.148947,334.467418,334.467418,334.467858,334.087967,334.087843,334.694860,334.695146,334.579268
2002,,340.141900,339.668016,340.700654,338.467829,338.467829,338.481936,339.670629,339.461194,339.444133,339.135907,337.362559,338.450688,338.450390,338.523656,338.882766,338.882766,338.883218,338.371880,338.371679,339.322038,339.322035,339.210437
2003,,,345.770514,350.129629,350.294307,350.731462,351.309093,352.471887,352.433371,352.453418,346.194768,341.978002,342.932143,343.222010,343.637151,344.699334,344.699051,344.699517,344.355432,344.354390,344.472682,344.660618,345.815353
2004,,,,359.264265,355.444702,355.716801,355.688407,358.360888,357.709634,357.708507,359.054570,353.255422,354.924848,355.459492,355.927156,357.307416,357.307123,357.307594,356.987050,356.985378,356.994138,357.279709,356.125577
2005,,,,,363.468237,363.468237,361.083052,362.425457,361.949536,362.004310,364.301483,358.633184,360.483458,361.291747,361.494842,362.402137,362.401842,362.400380,362.067749,362.065658,362.072328,362.042962,360.948452
2006,,,,,,367.848049,367.162318,365.709817,365.900603,365.910486,368.223740,363.121159,365.289910,365.939373,366.143585,367.646615,367.646615,367.645388,367.328037,367.325863,367.332277,367.255897,366.268472
2007,,,,,,,372.138104,371.563280,372.693287,372.713102,374.581375,369.750372,372.565354,372.319105,372.800035,374.036706,374.036386,373.463437,373.135793,373.133777,373.139751,372.938501,372.359768
2008,,,,,,,,379.366874,380.205648,380.104426,381.275958,375.641478,378.074684,378.448917,379.083302,379.435628,379.435628,378.804498,378.474665,378.473933,378.446133,379.030931,378.469719
2009,,,,,,,,,380.757797,383.363637,385.240372,377.769885,383.750216,385.196966,385.504333,385.628508,385.300812,384.419266,384.023280,384.020285,384.382398,383.999217,383.882335
2010,,,,,,,,,,380.453727,384.539101,376.125448,378.856159,380.416760,381.052232,381.176020,380.849189,379.926046,379.529434,379.525932,379.886353,379.505230,379.321756
2011,,,,,,,,,,,384.044076,374.706170,378.545507,377.443210,378.041527,378.031968,378.049092,377.958154,377.600488,377.598397,377.978036,377.579388,377.509010
2012,,,,,,,,,,,,377.512881,382.924798,382.807441,383.506852,383.669147,383.510074,383.029331,382.676476,382.674704,383.050657,382.667644,381.390232
2013,,,,,,,,,,,,,376.219768,374.699616,376.094558,376.347201,376.234994,376.126581,376.072792,376.071109,377.398789,377.178331,375.892848
2014,,,,,,,,,,,,,,371.614390,372.075160,372.394112,372.218405,372.490636,372.355958,372.355140,371.356508,371.036050,370.849859
2015,,,,,,,,,,,,,,,380.323690,381.367296,380.865821,379.690174,379.631838,379.924897,379.417865,379.536168,378.613115
2016,,,,,,,,,,,,,,,,391.576138,391.363607,389.237746,389.169240,389.464303,388.379140,388.513729,387.762343
2017,,,,,,,,,,,,,,,,,394.703222,392.759328,392.260267,392.020049,391.274799,391.437190,391.010219
2018,,,,,,,,,,,,,,,,,,393.408223,392.794522,393.737931,392.802748,393.043415,392.294672
2019,,,,,,,,,,,,,,,,,,,394.499834,394.292184,393.744404,393.703193,392.918811
2020,,,,,,,,,,,,,,,,,,,,378.325358,375.085260,377.584257,376.997182
2021,,,,,,,,,,,,,,,,,,,,,363.913557,366.499165,366.020812
2022,,,,,,,,,,,,,,,,,,,,,,361.194442,360.987426
2023,,,,,,,,,,,,,,,,,,,,,,,361.299621
