"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,620.858900,250.409988,167.190291,16.992255,5.564620,180.701745
1991,601.575842,252.774360,165.435832,16.562218,5.584352,161.219080
1992,562.453856,259.797203,162.629089,16.205428,5.517145,118.304990
1993,541.376304,264.944315,158.406030,16.279436,4.791092,96.955430
1994,530.753753,270.383770,154.556052,16.601779,3.099933,86.112219
1995,518.244076,281.876831,152.754809,16.183357,2.547954,64.881125
1996,520.030683,287.122351,153.476459,17.168291,1.821943,60.441639
1997,518.559115,295.368559,156.779518,17.701332,1.805787,46.903918
1998,536.806042,308.764099,156.701679,18.250635,2.346869,50.742761
1999,557.462020,316.802757,153.962276,19.044406,2.145432,65.507149
2000,579.168756,319.759859,160.992107,20.351305,2.522235,75.543250
2001,594.574004,328.643560,158.880533,20.557912,3.387800,83.104200
2002,598.856419,333.043612,157.364660,20.971069,3.718376,83.758702
2003,598.100515,341.161937,149.367129,20.645168,4.173453,82.752828
2004,579.672206,355.271440,149.248141,20.757903,4.694539,49.700182
2005,611.931583,358.287847,150.189079,21.009306,5.508125,76.937226
2006,648.433085,362.455289,151.575620,21.178670,4.912923,108.310583
2007,630.781110,369.017256,152.895889,20.462453,5.405027,83.000485
2008,620.771440,375.393466,149.723818,19.998782,5.848246,69.807128
2009,615.338885,377.844175,148.317583,20.436740,6.609981,62.130406
2010,616.619415,375.934516,144.477310,20.691995,7.133675,68.381919
2011,585.553057,374.271721,146.683448,21.159900,7.821735,35.616254
2012,560.612665,377.414035,145.655896,20.782644,8.218676,8.541414
2013,563.013556,370.453937,145.192174,20.003466,8.494757,18.869222
2014,544.760219,364.560832,142.659253,20.205478,9.142945,8.191710
2015,540.133900,373.903101,142.122696,19.442705,9.636272,-4.970874
2016,496.835066,385.025770,139.182471,19.011186,10.044713,-56.429074
2017,536.720892,388.783671,143.688111,19.894583,10.243908,-25.889382
2018,508.322519,392.737272,142.017746,18.863563,10.255636,-55.551697
2019,496.254556,393.670366,134.365956,18.135893,11.109744,-61.027404
2020,477.710381,379.091091,130.213086,17.734667,11.309079,-60.637542
2021,439.924667,369.288314,129.708880,18.706329,11.862989,-89.641845
2022,440.620822,362.747900,129.535690,19.892769,11.446374,-83.001911
2023,453.448911,362.192964,132.764488,20.290135,11.902733,-73.701409
