"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,5.741831,1.310325,0.003265,2.861868,0.829680,0.736693
1991,5.677807,1.299220,0.003004,2.839212,0.826597,0.709774
1992,5.582624,1.361145,0.003290,2.747617,0.816859,0.653712
1993,5.434221,1.326455,0.003330,2.663603,0.810148,0.630686
1994,5.300895,1.255675,0.003719,2.648098,0.782460,0.610944
1995,5.235673,1.306638,0.003934,2.542461,0.779601,0.603040
1996,5.246623,1.298680,0.004017,2.588627,0.713473,0.641826
1997,5.359067,1.406344,0.003934,2.605664,0.703228,0.639897
1998,5.354125,1.437303,0.004111,2.597620,0.673508,0.641583
1999,5.248707,1.307256,0.003838,2.576808,0.677723,0.683082
2000,5.483764,1.397214,0.003470,2.665723,0.654617,0.762741
2001,5.420362,1.386453,0.003240,2.629001,0.665211,0.736458
2002,5.366178,1.335305,0.003214,2.612882,0.666886,0.747892
2003,5.088012,1.300720,0.003458,2.463039,0.573189,0.747606
2004,5.090381,1.303902,0.003452,2.534863,0.557233,0.690931
2005,5.183777,1.367890,0.003272,2.568288,0.551523,0.692805
2006,5.195546,1.391657,0.003547,2.513542,0.542153,0.744648
2007,5.242006,1.484147,0.003572,2.428026,0.555863,0.770398
2008,5.121883,1.458811,0.003574,2.331367,0.573757,0.754373
2009,5.068176,1.434149,0.003086,2.315385,0.565203,0.750353
2010,4.939412,1.416234,0.003694,2.219920,0.559014,0.740550
2011,5.016939,1.364125,0.003904,2.351672,0.541612,0.755627
2012,4.975147,1.378218,0.003013,2.397186,0.495631,0.701098
2013,4.953104,1.383321,0.002739,2.413305,0.461784,0.691955
2014,4.867800,1.298994,0.002601,2.390646,0.459403,0.716156
2015,4.853263,1.429784,0.002747,2.292813,0.440524,0.687395
2016,4.769055,1.424515,0.002787,2.246810,0.452636,0.642308
2017,4.849573,1.405063,0.002795,2.331186,0.461954,0.648574
2018,4.802259,1.442992,0.002953,2.332787,0.443993,0.579533
2019,4.554262,1.368666,0.002881,2.164809,0.459134,0.558771
2020,4.435645,1.379752,0.002859,2.077005,0.469304,0.506725
2021,4.420182,1.260816,0.002933,2.192068,0.466496,0.497869
2022,4.372545,1.180905,0.002997,2.208797,0.481324,0.498521
