"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,32.271664,23.708714,20.430563,
200802,29.614339,22.276045,17.061761,
200803,29.851156,21.987834,19.601063,
200804,29.491947,22.711358,15.947446,
200805,28.290796,20.717099,11.837417,
200806,26.742396,21.590280,10.679622,
200807,29.399979,25.270417,9.981773,
200808,26.908045,25.492064,9.824923,
200809,27.582401,27.615852,12.842149,
200810,30.717731,28.674731,15.293380,
200811,30.450934,25.429064,17.831319,
200812,32.259977,25.503383,19.480724,
200901,28.229616,24.883710,20.164432,
200902,26.536266,24.390111,17.686204,
200903,27.067735,27.505308,15.892379,
200904,23.373513,24.007807,11.306155,
200905,22.441234,22.465738,9.859314,
200906,23.644605,21.934345,10.163588,
200907,24.584207,22.838153,10.833550,
200908,21.609108,21.124067,10.416203,
200909,24.410790,23.826430,10.864280,
200910,29.059488,24.155024,14.712121,
200911,30.186959,21.797004,15.806722,
200912,35.136385,22.830812,20.635143,
201001,30.637827,20.883026,24.452607,
201002,30.465284,21.689837,20.782340,
201003,30.578644,24.103759,19.219573,
201004,26.382493,21.015444,14.654966,
201005,28.356218,22.531641,14.038696,
201006,26.233525,22.860763,9.300481,
201007,26.282639,24.140333,9.514987,
201008,25.013749,24.657964,7.034218,
201009,25.039650,26.025718,9.423576,
201010,29.921159,25.360762,14.728344,
201011,30.070895,24.218163,17.087763,
201012,32.329135,22.976547,24.409118,
201101,29.188971,20.996469,24.391332,
201102,27.192020,21.790162,21.957088,
201103,30.077211,22.627763,18.484066,
201104,27.478985,20.093560,12.702764,
201105,28.110553,22.673585,11.387422,
201106,26.184099,20.125335,9.870407,
201107,26.357070,22.962732,7.914509,
201108,26.755593,25.635320,7.193120,
201109,26.815234,24.123191,7.329549,
201110,29.671746,24.800621,11.746018,
201111,30.262668,23.656927,16.444011,
201112,31.530328,22.556007,19.974864,
201201,29.789250,21.104403,20.653809,
201202,30.382320,23.500542,23.700533,
201203,32.316155,21.527432,14.574335,
201204,26.728503,21.108354,15.117155,
201205,26.462618,22.502785,9.673855,
201206,25.840843,23.912508,7.915387,
201207,27.098524,23.706089,8.292405,
201208,26.316253,22.173022,6.782614,
201209,28.136745,21.803792,10.428589,
201210,32.236034,24.769745,13.241525,
201211,32.632348,24.132296,16.232999,
201212,32.099705,22.139736,21.484646,
201301,34.183044,22.199535,20.995981,
201302,30.613650,20.868164,20.072415,
201303,32.516783,23.793148,24.491726,
201304,30.240483,25.514242,15.286928,
201305,27.857543,24.273505,10.194187,
201306,25.948161,23.621037,8.681669,
201307,27.913475,23.917471,8.309142,
201308,26.846575,23.473907,9.341945,
201309,28.735021,23.580688,11.285610,
201310,30.885174,26.397217,8.932805,
201311,32.281732,23.588465,14.708230,
201312,29.232198,21.276974,18.618418,
201401,31.667095,22.027196,18.297916,
201402,25.709864,20.002505,14.370703,
201403,31.452488,24.278651,13.756907,
201404,29.103012,22.650108,8.883375,
201405,26.884829,22.303116,11.651313,
201406,25.453827,20.706757,7.708434,
201407,25.829234,23.309964,10.114521,
201408,24.882115,23.316103,7.403939,
201409,29.445575,24.032290,9.112147,
201410,31.447203,25.309775,11.857963,
201411,30.947223,22.710884,19.375262,
201412,31.900010,22.780064,19.735612,
201501,29.999877,23.069192,19.830957,
201502,26.559847,22.235084,19.197073,
201503,32.091052,24.005693,16.316277,
201504,26.799024,22.499681,12.978769,
201505,24.183624,20.707939,9.893288,
201506,25.300229,21.737206,8.905059,
201507,28.384181,23.673187,8.058306,
201508,27.254924,23.331149,7.496215,
201509,29.652172,24.222145,9.170843,
201510,31.248830,24.494348,14.167516,
201511,30.054450,22.793198,14.810236,
201512,29.589239,23.633864,16.694469,
201601,29.424476,22.918308,24.485280,
201602,27.651338,23.856212,18.852255,
201603,28.269890,24.780865,18.019845,
201604,26.480466,23.117141,11.124229,
201605,25.075452,21.413616,10.100087,
201606,25.399304,21.554693,7.616907,
201607,26.757332,22.305446,8.288877,
201608,26.536546,23.474318,8.304499,
201609,27.664519,22.903613,8.248006,
201610,29.047741,23.888047,13.649312,
201611,29.530952,23.894285,19.255958,
201612,27.597609,23.923570,21.341723,
201701,28.064506,22.861741,25.036481,
201702,29.122172,21.279935,17.224636,
201703,27.474377,24.985579,15.240760,
201704,23.815672,22.441684,14.311254,
201705,25.663342,23.899151,11.352974,
201706,24.656891,23.167886,9.132277,
201707,23.620809,23.281808,10.097865,
201708,25.438085,23.654023,8.471339,
201709,25.275224,23.142216,10.482915,
201710,25.686492,23.580906,12.462841,
201711,28.418899,24.318357,18.746192,
201712,25.455846,22.490396,19.854421,
201801,25.449034,21.336134,20.307144,
201802,24.828942,22.125613,22.917401,
201803,26.307538,24.241720,20.847500,
201804,23.908170,22.391275,12.042778,
201805,23.454374,21.740530,9.478437,
201806,23.517842,21.390354,9.567326,
201807,24.174376,22.082469,8.400205,1.283547
201808,24.547360,22.860868,8.849089,1.175830
201809,24.483278,21.614498,9.542741,1.206357
201810,25.079588,22.874732,14.024719,1.253537
201811,26.854668,22.111249,19.508128,1.200613
201812,24.265466,21.852638,15.170871,0.895526
201901,24.495089,24.138254,24.646570,0.539515
201902,23.729835,22.388566,20.227609,0.787331
201903,22.617923,22.435901,17.901087,1.150313
201904,20.559927,21.929194,12.311713,1.208789
201905,19.235343,22.234614,11.549161,1.282447
201906,16.860531,21.871100,6.839428,1.139938
201907,17.743129,24.313177,9.980308,1.275525
201908,18.387997,23.336936,7.612819,1.137977
201909,18.098728,22.003339,9.861265,1.199611
201910,19.084545,23.443104,13.734325,1.245335
201911,20.809992,22.116660,18.627994,1.179563
201912,18.490926,21.866597,20.449973,0.859683
202001,21.643478,21.058633,22.451576,0.703050
202002,15.129433,22.324679,18.502279,0.861465
202003,15.723370,23.470328,19.078068,1.142754
202004,12.189202,20.637825,10.364318,1.142588
202005,11.284526,21.435283,10.630284,1.266924
202006,12.650507,20.307245,8.696497,1.263404
202007,14.128093,22.258554,8.418399,1.342125
202008,15.834341,19.023128,8.230439,1.169073
202009,16.335882,20.301478,9.912064,1.223410
202010,21.966968,21.788960,14.543238,1.314202
202011,18.700679,19.425998,18.824316,1.253161
202012,22.943717,20.856882,22.399246,0.889254
202101,22.078218,15.840686,25.552400,0.600147
202102,17.576588,16.115849,21.872371,0.648277
202103,18.872522,20.181073,19.738964,1.272141
202104,15.350726,19.705234,16.451799,1.264672
