"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,11.660700,4.631100,0.200100
1962,,,,11.605800,5.022300,0.213800
1963,,,,10.756300,5.160700,0.220900
1964,,,,11.129100,5.456000,0.388200
1965,,,,10.965700,5.717400,0.375800
1966,,,,11.066600,5.228800,0.364700
1967,,,,10.798900,4.320300,0.528000
1968,,,,11.063600,4.666600,0.678200
1969,,,,11.593400,5.215300,0.511500
1970,,,,11.598500,5.957700,0.440800
1971,,,,11.928700,5.994200,0.402900
1972,,,,11.912700,6.375900,0.408800
1973,,,,12.467000,6.107100,0.742700
1974,,,,12.249000,4.796900,1.208100
1975,,,,11.439000,4.862000,0.911200
1976,,,,12.786000,4.870900,1.286300
1977,,,,12.859000,5.635500,1.061300
1978,,,,12.543000,6.292200,0.863800
1979,,,,12.754000,6.706000,0.845700
1980,,,,12.972000,6.878800,0.878900
1981,,,,11.810000,5.934000,0.843400
1982,,,,11.136000,5.590300,0.825200
1983,,,,11.862000,6.268600,0.908900
1984,,,,12.316000,5.855900,1.145400
1985,,,,12.032000,5.729600,1.327600
1986,,,,12.236000,5.865800,1.339000
1987,,,,12.219000,5.765700,1.412400
1988,,,,12.884000,6.042800,1.846000
1989,,,,13.909000,5.957200,1.420900
1990,14.724000,,1.261200,14.724000,6.058800,1.261200
1991,13.322000,,1.263900,13.322000,4.832900,1.263900
1992,13.496000,,1.233100,13.496000,5.277000,1.233100
1993,11.522000,,1.249000,11.522000,5.117000,1.249000
1994,13.567000,,1.864000,13.567000,5.999000,1.864000
1995,14.105000,,1.907000,14.105000,5.296000,1.907000
1996,14.267000,,1.938000,14.267000,5.043000,1.938000
1997,14.730000,,2.260000,14.730000,6.132000,2.260000
1998,14.972000,,2.669000,14.972000,6.076000,2.669000
1999,16.096000,,2.385000,16.096000,5.514000,2.385000
2000,16.340000,,3.911000,16.340000,6.344000,3.911000
2001,16.131000,,4.083000,16.131000,4.989000,4.083000
2002,17.119441,,4.848000,17.119441,5.211000,4.848000
2003,17.595908,,4.706000,17.595908,4.931000,4.706000
2004,19.538000,,6.212000,19.538000,5.162000,6.212000
2005,21.931000,,7.391000,21.931000,4.878000,7.391000
2006,24.420000,,7.858411,24.420000,5.307006,7.858411
2007,25.063000,,9.473139,25.063000,7.116000,9.473139
2008,19.187000,,12.928000,19.187000,6.303000,12.928000
2009,20.781166,,6.788420,20.781166,3.870369,6.788420
2010,22.059099,,7.268412,22.059099,4.384498,7.268412
2011,22.628100,,7.407579,22.628100,4.578387,7.407579
2012,21.081299,,6.753053,21.081299,4.381019,6.753053
2013,21.478169,,6.912205,21.478169,4.502718,6.912205
2014,21.771800,,7.393367,21.771800,4.622389,7.393367
2015,21.489849,,6.989939,21.489849,4.814227,6.989939
2016,22.197245,,7.772498,22.197245,5.112717,7.772498
2017,23.167680,,8.348455,23.167680,5.235816,8.348455
2018,23.769456,,9.043016,23.769456,5.553892,9.043016
2019,24.573352,,9.656877,24.566369,5.280868,9.656877
2020,26.219416,,10.379104,26.202347,5.450948,10.379104
2021,26.438296,,11.333809,26.402884,5.819319,11.381746
2022,25.341588,,11.502466,25.327536,4.182693,11.521065
2023,25.341588,,11.502466,23.800380,3.085670,10.231674
