"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-25.362761,20.856536,32.270607,9.146289,0.457237,0,-1.340611,0
1991,-79.842562,21.414279,34.055096,9.630213,0.550866,0,1.357820,0
1992,-84.165808,21.101891,34.692366,9.779874,0.505409,0,0.566354,0
1993,-84.371294,19.796606,29.251090,8.785377,0.383941,0,0.831661,0
1994,-76.446831,20.152633,31.673121,9.218105,0.416137,0,-2.376544,0
1995,-68.126639,20.710311,33.503167,9.549524,0.454678,0,-2.681089,0
1996,-71.911971,21.354882,35.407046,10.078997,0.546591,0,-2.667117,0
1997,-71.167700,21.242722,34.881669,9.790146,0.539878,0,-3.698340,0
1998,-67.926129,19.260314,28.993364,8.697464,0.264922,0,-4.097011,0
1999,-69.946618,20.602855,34.137617,9.869655,0.446184,0,-5.359364,0
2000,-51.824120,20.375547,33.126822,9.657842,0.423082,0,-7.070778,0
2001,-67.865762,20.700359,36.211688,9.025545,4.422382,0,-5.360999,0
2002,-33.941660,20.625302,34.811417,8.453166,4.529768,0,-7.177267,0
2003,-34.353982,22.886157,42.676714,10.304995,4.469220,0,-8.661227,0
2004,-33.660435,21.543381,36.368704,9.121658,4.019552,0,-12.122654,0
2005,-33.040421,22.465864,34.929506,9.390272,2.504748,0,-14.932739,0
2006,-32.031889,20.995938,30.243056,9.963451,-1.030847,0,-16.210962,0
2007,-29.068198,19.229432,23.198092,8.980424,-2.703568,0,-15.963859,0
2008,-50.454168,20.449412,26.501797,9.601378,-3.320171,0,-5.638732,0
2009,-48.128578,20.789345,26.847058,9.817183,-3.498691,0,-5.553886,0
2010,-40.182541,20.289591,23.291442,9.275809,-3.353732,0,-4.015575,0
2011,-46.831226,21.042002,21.683037,9.537967,-2.827320,0,-3.820605,0
2012,-46.784930,21.363923,22.758808,9.536120,-2.049913,0,-2.749253,0
2013,-53.476112,21.667088,25.135757,9.524196,-1.686301,0,-1.625010,0
2014,-44.787513,22.057957,26.589830,9.689421,-1.235770,0,-2.166987,0
2015,-47.437456,21.507340,25.583231,9.244185,-1.390861,0,-1.775042,0
2016,-47.800891,22.482153,27.995657,9.775679,-1.745403,0,-1.830384,0
2017,-44.299576,21.018064,22.863897,8.739088,-1.842275,0,-2.492118,0
2018,23.043530,23.153874,31.770900,10.770292,-0.919403,0,-4.622190,0
2019,18.307004,22.475772,28.262029,10.016165,-1.302579,0,-5.637400,0
2020,24.201648,22.460697,28.116130,10.239633,-0.898355,0,-7.463821,0
2021,15.944698,21.419720,24.454530,9.616381,-0.758405,0,-7.589694,0
2022,18.751058,22.052306,28.814598,10.529340,-0.262127,0,-4.281709,0
2023,20.926150,20.055065,23.704285,8.767256,-0.195460,0,-4.604491,0
