"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2012,,,,,,,,,,,,-3.999203,-17.516079,-16.178021,-16.178473,-16.178476,-16.178476,-30.924252,-20.923910,-29.180922,-25.111033,-23.318771,-5.857790
2013,,,,,,,,,,,,,-17.480559,-16.024568,-16.042343,-15.994866,-15.994866,-29.548947,-20.686008,-26.519529,-23.858511,-21.486581,-8.469553
2014,,,,,,,,,,,,,,-16.688777,-16.589434,-16.603339,-16.603339,-30.221425,-24.259143,-25.869790,-16.676560,-13.685099,2.340661
2015,,,,,,,,,,,,,,,-16.301298,-16.096981,-16.096894,-29.769921,-22.592241,-23.733112,-18.871868,-15.413545,-2.459422
2016,,,,,,,,,,,,,,,,-16.204097,-15.634403,-29.779421,-23.327613,-25.732241,-21.394860,-17.326698,1.103694
2017,,,,,,,,,,,,,,,,,-16.914381,-28.868864,-23.819449,-25.404336,-18.380285,-13.720552,-5.120596
2018,,,,,,,,,,,,,,,,,,-29.314787,-21.694152,-23.479292,-15.464757,-6.946318,75.874470
2019,,,,,,,,,,,,,,,,,,,-19.805191,-18.263739,-14.528772,-10.070471,64.379283
2020,,,,,,,,,,,,,,,,,,,,-14.650472,-3.510674,-1.812389,69.094114
2021,,,,,,,,,,,,,,,,,,,,,-3.732723,-4.969549,54.880789
2022,,,,,,,,,,,,,,,,,,,,,,-3.252079,68.160883
2023,,,,,,,,,,,,,,,,,,,,,,,59.894568
