"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-33.688750,7.515225,-28.943984,-28.615695,-28.615695,-28.615695,-28.306389,-20.277311,-31.949142,-27.968149,-36.023537,-24.929741,-34.365237,-32.985431,-33.017811,-33.017811,-33.017811,-30.464212,22.306603,24.590749,28.760240,25.737741,27.858993
1991,-33.688750,6.904348,-29.649575,-29.472214,-29.472214,-29.472214,-28.747085,-20.686318,-32.146557,-28.033007,-36.110298,-25.062662,-31.987873,-30.470341,-30.502772,-30.502772,-30.502772,-27.843548,-29.432582,-33.677349,-32.161989,-32.466421,-20.453613
1992,-33.688750,6.477419,-30.187145,-30.150345,-30.150345,-30.150345,-30.033409,-21.933576,-32.405426,-27.861403,-35.960583,-24.936582,-32.552443,-31.182904,-31.097521,-31.097521,-31.097521,-28.572763,-36.183914,-39.794638,-40.617303,-38.448580,-25.055787
1993,-33.688750,6.441900,-30.810013,-30.632651,-30.632651,-30.632651,-30.219093,-21.876403,-32.630272,-27.923367,-36.044083,-25.082358,-32.229919,-31.026132,-30.978887,-30.978887,-30.978887,-28.458966,-35.742838,-39.250984,-41.545391,-37.927355,-34.104785
1994,-33.688750,5.699323,-31.423244,-31.276980,-31.276980,-31.276980,-30.749525,-22.031361,-32.642925,-27.567439,-35.710042,-24.773631,-35.347254,-34.192582,-34.238969,-34.238969,-34.238969,-31.602546,-28.544832,-33.664470,-36.516538,-32.417847,-25.545201
1995,-33.399910,5.652921,-31.672622,-31.536723,-31.536723,-31.536723,-30.912228,-22.006198,-32.616810,-27.465995,-35.630286,-24.738710,-35.964619,-34.745249,-34.740575,-34.740575,-34.740575,-32.150371,-36.270991,-26.985974,-30.312085,-25.816699,-14.397856
1996,-33.399910,5.687041,-32.093619,-31.968086,-31.968086,-31.968086,-31.088537,-21.956917,-32.825385,-27.540619,-35.726685,-24.881480,-36.069325,-34.794495,-34.820645,-34.820645,-34.820645,-32.186651,-30.632426,-30.505057,-23.916661,-29.306888,-14.607190
1997,-33.399910,5.750810,-32.483907,-32.368739,-32.368739,-32.368739,-31.815262,-22.454671,-32.952133,-27.479811,-35.687547,-24.885293,-37.846385,-35.863994,-35.842881,-35.842881,-35.842881,-33.242951,-30.935501,-29.914285,-23.158443,-28.628577,-15.930292
1998,-33.399910,5.925289,-32.731679,-32.626877,-32.626877,-32.626877,-31.805142,-22.224342,-32.980023,-27.124351,-35.353785,-24.586869,-38.113332,-36.172634,-36.212215,-36.212215,-36.212215,-33.519302,-31.833354,-29.111800,-23.285560,-27.922058,-24.260459
1999,-33.399910,5.900930,-33.182373,-33.087937,-33.087937,-33.087937,-32.263974,-22.470858,-33.133177,-27.007748,-35.258948,-24.537962,-39.024250,-37.335531,-37.280738,-37.280738,-37.280738,-34.666492,-33.556142,-32.462445,-27.248243,-31.182163,-18.018085
2000,-23.694820,14.097024,-34.421722,-34.354270,-34.354270,-34.354270,-32.155220,-22.166245,-33.151974,-26.790590,-35.063454,-24.376932,-41.082204,-39.624863,-39.632968,-39.632968,-39.632968,-36.916927,-23.091181,-11.959492,-7.334552,-10.977586,-3.155991
2001,-23.694820,13.808509,-35.195185,-35.127733,-35.127733,-35.127733,-21.426408,-10.529503,-33.688101,-32.715369,-41.004941,-28.195443,-41.908832,-40.228352,-40.233725,-40.233725,-40.233725,-35.271735,-26.706991,-20.470917,-17.035934,-20.461804,-11.928303
2002,,,-35.216806,-35.349013,-35.349013,-35.349013,-22.304975,33.771529,15.854682,14.785665,6.462316,8.078486,-6.505788,-5.918900,-5.883394,-5.883394,-5.883394,-7.863225,0.778991,12.905365,15.058163,12.418285,18.120179
2003,,,-35.690285,-35.870244,-35.870244,-35.870244,-19.759381,36.558063,15.495421,14.861701,6.507452,8.225260,-8.395513,-7.905526,-7.894504,-7.894504,-7.894504,-9.759388,0.374326,8.669990,9.881243,8.454232,29.989953
2004,,,,-36.252411,-36.252411,-36.252411,-24.035680,32.572462,15.289875,15.358628,6.968087,8.501453,-11.317842,-11.028529,-10.987329,-10.987329,-10.987329,-12.622738,-1.614481,5.125519,4.584579,5.018651,16.894459
2005,,,,,-36.497235,-36.497235,-22.601596,34.160710,14.995227,15.530779,7.107153,8.706006,-13.891446,-13.724662,-13.673861,-13.673861,-13.673861,-15.219597,-2.982663,1.405909,0.307460,1.381167,13.302890
2006,,,,,,-36.820530,-16.233833,35.789546,13.430463,15.241909,6.784875,8.881697,-14.513097,-14.045707,-14.071081,-14.071081,-14.071081,-18.707380,-5.915188,-6.044571,-6.594560,-5.212153,4.327910
2007,,,,,,,-16.789846,37.960800,14.214122,15.773800,7.282798,9.383103,-14.094386,-13.508863,-13.502337,-13.502337,-13.502337,-18.358222,-2.231474,-2.713145,-3.519808,-1.551122,-5.308388
2008,,,,,,,,29.396419,14.443049,16.019113,7.495053,-8.290096,-21.537582,-20.383108,-20.414295,-20.414295,-20.414295,-22.814730,-13.106534,-14.607439,-8.941527,-13.443246,-10.739583
2009,,,,,,,,,17.155450,16.959233,8.239867,-5.544573,-20.699149,-19.671326,-19.694170,-19.694175,-19.694175,-23.284685,-20.308475,-22.805592,-17.786111,-17.997533,-7.416350
2010,,,,,,,,,,17.028262,8.448248,-5.170718,-19.409949,-18.000070,-18.045257,-18.045257,-18.045257,-21.686727,-12.837563,-17.730060,-10.290460,-8.581136,-3.017101
2011,,,,,,,,,,,9.060281,-4.579168,-18.855576,-17.354896,-17.421349,-17.421349,-17.421349,-20.935955,-12.025991,-19.057798,-16.443516,-15.857941,-9.360402
