"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,11.660700,2.076100,8.717400,34.570000
1962,11.605800,2.283400,8.952000,35.736000
1963,10.756300,2.454100,9.223600,30.866000
1964,11.129100,2.807100,8.641800,32.815000
1965,10.965700,3.151700,9.067800,32.875000
1966,11.066600,3.481900,9.273000,35.619000
1967,10.798900,3.733200,9.020600,35.881000
1968,11.063600,4.413800,10.050000,33.596000
1969,11.593400,5.089900,10.948800,36.366000
1970,11.598500,5.430600,11.783600,37.246000
1971,11.928700,5.913900,11.955000,38.270000
1972,11.912700,6.451600,12.452600,33.477000
1973,12.467000,7.320900,13.467000,41.813000
1974,12.249000,7.247800,13.746800,42.148000
1975,11.439000,7.005400,11.127200,36.573000
1976,12.786000,7.809000,13.406000,39.683000
1977,12.859000,7.880000,13.748000,40.563000
1978,12.543000,8.127000,14.258000,39.357000
1979,12.754000,8.209000,15.454000,39.732000
1980,12.972000,8.007000,15.736000,43.159000
1981,11.810000,7.356000,16.238000,41.461000
1982,11.136000,7.177000,16.150000,41.353000
1983,11.862000,7.546000,17.120000,38.593000
1984,12.316000,7.784000,18.886000,41.216000
1985,12.032000,7.555000,18.956000,41.518000
1986,12.236000,7.603000,19.426000,41.123000
1987,12.219000,7.716000,20.510000,41.567000
1988,12.884000,8.472000,21.804000,43.470000
1989,13.909000,9.244000,23.158000,48.126000
1990,14.724000,9.141000,24.388000,84.707000
1991,13.322000,8.441000,25.808000,33.618000
1992,13.496000,8.468000,26.428000,32.954000
1993,11.522000,9.061000,26.068000,33.152000
1994,13.567000,9.890000,28.914000,39.813000
1995,14.105000,10.254000,29.654000,44.315720
1996,14.267000,9.996000,29.466000,49.364259
1997,14.730000,11.495000,31.860000,49.515606
1998,14.972000,11.788000,32.622000,49.671539
1999,16.096000,12.360500,33.484000,49.634466
2000,16.340000,13.671500,36.364000,58.666633
2001,16.131000,13.140000,35.758000,54.419097
2002,17.119441,13.301000,37.052000,52.676203
2003,17.595908,14.258000,38.620000,60.566711
2004,19.538000,15.958000,40.782000,66.952400
2005,21.931000,16.700000,43.358000,73.916025
2006,24.420000,17.008000,45.312000,79.374119
2007,25.063000,17.313000,46.634000,91.487915
2008,19.187000,14.280688,45.656000,74.995130
2009,20.781166,13.729080,41.740000,64.068927
2010,22.059099,12.441176,46.144000,74.573550
2011,22.628100,11.905157,45.412000,74.160935
2012,21.081299,12.021593,45.206000,72.652792
2013,21.478169,12.059849,44.802000,71.316578
2014,21.771800,12.168530,45.080000,69.240278
2015,21.489849,11.714906,45.202000,68.458659
2016,22.197245,12.168615,45.258000,66.016490
2017,23.167680,12.709088,45.850000,66.008830
2018,23.769456,12.381940,45.363098,73.740365
2019,24.566369,12.515558,44.160084,73.217510
2020,26.202347,12.690846,42.696960,78.681298
2021,26.402884,13.525395,46.254124,82.969134
2022,25.327536,11.968002,43.223032,84.716799
2023,23.800380,10.888285,37.279998,73.104568
