"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
2004,,,,885.854236,896.774718,899.818529,879.935289,883.687286,881.167213,883.168401,881.034257,881.743396,885.909586,886.289097,886.210543,887.996509,887.457948,886.965974,887.089127,886.637162,885.632528,876.569887,876.569915,883.451064
2005,,,,,872.943011,876.810761,851.707738,864.167105,863.954822,865.958768,864.716163,861.733423,865.931260,865.912020,865.865732,867.223506,866.640497,866.388549,866.697224,866.302770,865.470707,867.880552,867.880512,866.909928
2006,,,,,,880.253444,867.021165,872.224250,870.163584,871.040525,870.739218,873.246591,877.970557,877.377863,877.369260,878.747131,878.076463,877.997391,878.320430,877.938802,877.497665,886.434339,886.434347,884.925259
2007,,,,,,,841.152191,847.005608,847.276466,849.039838,847.396928,848.548941,850.860749,850.749693,850.743081,852.096162,851.418498,851.383305,851.624329,851.222968,850.229804,846.116177,846.152967,845.671937
2008,,,,,,,,843.773805,847.966645,846.525520,845.761296,851.111467,854.061344,853.193883,853.591912,854.420962,853.771417,854.706334,854.927145,854.508174,852.857863,856.607447,856.642516,851.006145
2009,,,,,,,,,788.803432,784.297411,783.734267,785.602586,789.106588,788.377199,788.509961,789.963522,788.923514,790.195717,790.294719,789.899980,788.285820,789.950746,789.983935,789.244974
2010,,,,,,,,,,818.962315,826.063137,829.401504,833.111600,832.219614,832.436646,833.684918,832.387680,832.669735,832.949108,832.540983,831.129584,826.679912,826.704686,829.787026
2011,,,,,,,,,,,798.057878,810.441126,812.664551,812.439509,812.577106,810.802325,809.748546,809.426950,809.216919,808.911525,807.613932,804.513788,804.541583,805.770602
2012,,,,,,,,,,,,821.717693,817.913291,816.989930,817.145150,815.197409,814.137978,813.893121,813.984654,813.693048,812.815530,814.090237,814.093003,814.786862
2013,,,,,,,,,,,,,840.605232,835.745597,835.459057,832.642995,831.570354,831.316279,831.453838,831.207653,833.804367,831.742830,831.745562,834.504384
2014,,,,,,,,,,,,,,792.858580,794.828967,793.635843,792.793185,792.684874,792.587770,792.255427,794.738546,792.578751,792.583596,794.687853
2015,,,,,,,,,,,,,,,792.054499,797.078165,795.939549,795.816359,795.610215,795.556570,798.084702,800.844492,800.822484,798.770582
2016,,,,,,,,,,,,,,,,801.753008,801.654829,800.510288,800.686632,800.339834,801.744547,798.013585,797.988269,800.432112
2017,,,,,,,,,,,,,,,,,797.966400,786.654551,785.882918,785.616471,785.985851,784.593901,784.595152,788.560852
2018,,,,,,,,,,,,,,,,,,755.362342,754.111607,754.408432,754.811138,760.052905,758.771367,758.195208
2019,,,,,,,,,,,,,,,,,,,711.427809,707.149948,707.491365,709.826684,708.648957,709.773254
2020,,,,,,,,,,,,,,,,,,,,639.381013,647.252333,648.356858,647.176844,646.682835
2021,,,,,,,,,,,,,,,,,,,,,678.798872,678.777264,677.997689,679.946264
2022,,,,,,,,,,,,,,,,,,,,,,671.471525,667.843045,670.016664
2023,,,,,,,,,,,,,,,,,,,,,,,593.766016,591.373015
2024,,,,,,,,,,,,,,,,,,,,,,,,573.924945
