"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,1.288425,1.046628,0.140783,0.052663,0.012324,0.036027
1991,1.193733,1.009310,0.133962,0.051406,0.011890,-0.012834
1992,1.139554,0.961929,0.129977,0.052787,0.012382,-0.017520
1993,1.122595,0.950604,0.132185,0.050120,0.015008,-0.025323
1994,1.112283,0.935046,0.126735,0.052416,0.015449,-0.017363
1995,1.116101,0.932126,0.123739,0.050804,0.016022,-0.006590
1996,1.132835,0.952275,0.120255,0.052288,0.015210,-0.007192
1997,1.095821,0.923989,0.115184,0.049634,0.015425,-0.008412
1998,1.064364,0.914045,0.111437,0.037778,0.015910,-0.014807
1999,1.034922,0.887674,0.108479,0.034818,0.014201,-0.010250
2000,1.047035,0.891131,0.103992,0.034488,0.012736,0.004688
2001,1.053965,0.906193,0.100982,0.036245,0.013411,-0.002867
2002,1.062457,0.889654,0.096425,0.035639,0.013439,0.027301
2003,1.064036,0.887169,0.090476,0.036102,0.012967,0.037322
2004,1.028576,0.868194,0.084766,0.036959,0.013386,0.025270
2005,1.011061,0.859866,0.080475,0.035825,0.013578,0.021317
2006,1.015196,0.878834,0.075726,0.035216,0.013492,0.011929
2007,0.966658,0.837172,0.074652,0.037566,0.013596,0.003672
2008,0.968175,0.848763,0.072098,0.036588,0.013586,-0.002860
2009,0.902534,0.782295,0.069108,0.036869,0.013989,0.000272
2010,0.935555,0.818383,0.068418,0.029801,0.013648,0.005305
2011,0.905519,0.796397,0.066648,0.029829,0.013861,-0.001216
2012,0.919072,0.806160,0.066770,0.029995,0.014073,0.002075
2013,0.933526,0.823736,0.065891,0.030262,0.014097,-0.000460
2014,0.903696,0.784777,0.064079,0.030594,0.014099,0.010147
2015,0.907557,0.792632,0.063987,0.030674,0.014533,0.005731
2016,0.906164,0.790215,0.061853,0.030584,0.014635,0.008877
2017,0.886219,0.775487,0.062381,0.029725,0.014639,0.003987
2018,0.936055,0.751449,0.058229,0.029416,0.013765,0.083197
2019,0.870169,0.700907,0.055833,0.028285,0.013023,0.072121
2020,0.809649,0.639615,0.054427,0.027442,0.011510,0.076656
2021,0.824514,0.669791,0.054057,0.026721,0.010858,0.063087
2022,0.824396,0.660400,0.052130,0.026370,0.009892,0.075603
2023,0.740673,0.585008,0.052683,0.024934,0.009395,0.068653
