"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,986.832479,988.859231,988.859231,948.268520,948.190562,948.015171,948.088970,952.281404,978.978705,979.403744,979.465722,979.669696,989.930248,989.769473,989.771640,989.771640,989.636716,989.470216,989.590092,989.092981,991.906286,991.963063,991.963065
1991,951.136856,953.634431,953.634431,915.949306,915.420374,915.061446,914.962501,920.201700,945.869580,946.310805,946.374982,946.576782,955.861776,955.803636,955.805867,955.805867,955.650209,955.417396,955.449293,955.049706,958.143228,958.202589,958.202608
1992,902.918697,905.592797,905.592797,871.480788,870.690213,870.283292,869.980839,875.156942,899.788818,900.228759,900.320863,900.516765,910.498855,910.581176,910.583570,910.583570,910.425354,910.148390,910.060253,909.708668,913.683044,913.743221,913.743251
1993,893.006088,896.073924,896.073924,863.597546,862.974365,862.622244,862.100078,866.634830,891.256459,891.716349,891.776999,891.995577,900.611500,900.679100,900.681655,900.681655,900.538047,900.266131,900.194009,899.881916,903.471550,903.526373,903.526310
1994,877.157716,880.359195,880.359195,844.381951,843.413766,843.265080,842.550324,847.256153,872.645408,873.113995,873.171196,873.398928,881.820441,881.873693,881.876070,881.876070,881.719413,881.456245,881.400213,881.078741,884.808139,884.851967,884.851957
1995,872.445946,876.060419,876.060419,839.474045,840.552995,840.010200,839.116598,847.077722,871.392413,871.957301,872.015684,872.156557,881.105844,881.023351,881.025327,881.682423,881.512064,881.166187,881.051946,880.697153,882.022431,882.058958,882.058960
1996,896.368312,900.109272,900.004154,867.111260,866.886118,866.761676,865.631428,873.008923,894.006173,894.590377,894.646944,894.821652,903.423698,903.224020,903.225934,903.863874,903.657653,903.266136,903.261613,902.810387,903.806877,903.844327,903.844316
1997,864.459395,868.124715,868.079227,832.902575,831.418085,831.181449,829.867572,836.748979,862.886347,863.476313,863.537559,863.739760,873.049277,872.802934,872.804753,873.192145,872.970388,872.568948,872.626227,872.171736,872.832042,872.854445,872.854439
1998,855.735840,859.726965,859.646718,825.935806,824.360566,825.080451,823.551117,829.863046,856.088705,856.686431,856.738870,856.937984,866.339260,866.082186,866.083980,866.539082,866.333806,865.936066,866.053939,865.509265,866.208925,866.241236,866.241244
1999,828.720234,832.135547,831.640548,803.653230,801.264774,801.522867,799.749227,806.385384,830.359206,830.804158,830.845242,831.034491,841.108778,840.803918,840.805634,841.199569,840.992730,840.515559,840.709782,840.186718,840.280148,840.320636,840.320641
2000,831.831567,835.011132,834.598877,803.364335,800.237515,800.409365,798.378049,807.900554,829.424496,829.984221,830.053297,830.246068,839.794753,839.478897,839.480277,840.090905,839.877919,839.481100,839.700916,839.199386,838.824479,838.862220,838.862220
2001,846.352018,850.615137,850.356655,820.687303,822.679929,822.664418,820.432604,826.945736,851.301104,851.842717,851.913624,852.077902,862.180463,861.919257,861.920602,862.874809,862.663657,862.284422,862.453745,861.948469,861.085804,861.100376,861.100374
2002,,,841.106095,808.248017,808.148542,808.224285,806.011751,811.093562,837.561719,837.520914,837.589095,837.785699,847.472175,847.152486,847.153764,848.119350,847.909113,847.554541,847.788838,847.266282,846.691159,846.691948,846.691952
2003,,,841.691650,813.600309,822.291496,821.828607,808.011789,811.131365,831.111377,834.368471,834.418650,835.147717,844.483358,844.127846,844.129090,844.879217,844.677266,844.370888,844.588844,844.063775,843.333817,839.398358,839.398364
2004,,,,805.154401,816.290791,819.109664,797.125448,798.447901,819.563907,821.511977,819.656365,820.429242,829.643411,829.885925,829.751836,830.695637,830.508565,830.281704,830.465998,830.013095,829.047084,821.401242,821.401271
2005,,,,,795.210601,798.893359,771.687868,781.232642,804.353331,806.307079,805.337158,802.407843,811.691713,811.407208,811.408433,812.054658,811.848373,811.815085,812.071573,811.676131,810.884157,814.736163,814.736123
2006,,,,,,799.358957,784.025873,786.598915,809.564931,810.381898,810.357455,812.924299,822.762005,822.455003,822.456256,823.041564,822.824202,823.021510,823.301764,822.918676,822.516948,832.683689,832.683697
2007,,,,,,,755.322240,758.296580,787.186040,788.889898,787.541740,788.768632,796.919648,797.146849,797.148038,797.685274,797.459893,797.730883,797.991239,797.587857,796.633569,791.551193,791.551193
2008,,,,,,,,759.383003,789.560343,788.060031,787.590208,793.003939,802.449873,801.888174,802.288370,802.393589,802.163995,803.379721,803.582541,803.161964,801.552036,804.870440,804.870381
2009,,,,,,,,,741.570738,735.376120,735.050755,737.029926,745.857754,745.312399,745.441407,746.157662,745.436354,746.979077,747.202332,746.806591,745.227161,746.892286,746.892068
2010,,,,,,,,,,763.734034,772.013806,775.462287,784.533692,784.100167,784.236113,784.707704,783.808360,784.388328,784.475641,784.066462,782.694029,778.259441,778.259445
2011,,,,,,,,,,,743.425602,755.864660,763.120591,763.813811,763.943913,761.317652,760.722945,760.739429,760.607164,760.300826,759.044074,754.581167,754.581129
2012,,,,,,,,,,,,768.036978,769.165086,769.239246,769.365924,766.575654,765.922940,766.024411,766.053146,765.760380,764.921919,766.710052,766.712817
2013,,,,,,,,,,,,,792.594084,788.121252,787.758211,784.112302,783.512300,783.628390,783.726907,783.479303,786.031492,784.494052,784.496381
2014,,,,,,,,,,,,,,745.190375,746.942786,744.961424,744.546023,744.818049,744.757720,744.423854,746.812244,744.786021,744.788668
2015,,,,,,,,,,,,,,,744.325564,750.037475,749.096498,749.274519,749.211784,749.156795,751.574559,754.243233,754.245648
2016,,,,,,,,,,,,,,,,754.110441,753.218167,752.475030,752.503191,752.156098,753.482684,749.760014,749.760074
2017,,,,,,,,,,,,,,,,,747.914187,735.108758,733.943365,733.676458,733.913346,732.493864,732.493916
2018,,,,,,,,,,,,,,,,,,704.108856,704.195993,704.528286,704.779956,710.002277,708.718681
2019,,,,,,,,,,,,,,,,,,,662.682692,659.719636,659.812611,662.132165,660.951464
2020,,,,,,,,,,,,,,,,,,,,594.884817,602.585738,603.379347,602.195960
2021,,,,,,,,,,,,,,,,,,,,,631.471258,631.356548,630.475347
2022,,,,,,,,,,,,,,,,,,,,,,627.977043,624.690065
2023,,,,,,,,,,,,,,,,,,,,,,,554.469397
