"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,-12.195154,257.379333,0.381086,0.479128,,-270.434701
2001,-8.630060,260.384924,0.551040,0.489413,,-270.055437
2002,7.394143,276.072757,0.512631,0.485877,,-269.677123
2003,20.805025,289.048554,0.568530,0.485877,,-269.297936
2004,19.485471,287.463109,0.452915,0.488119,,-268.918672
2005,29.389566,296.435353,1.008671,0.484001,,-268.538458
2006,56.167602,323.254999,0.591375,0.480424,,-268.159194
2007,79.216080,345.935041,0.569713,0.491333,,-267.780008
2008,70.269857,335.080503,2.103159,0.486939,,-267.400744
2009,86.720628,351.103468,2.103159,0.535481,,-267.021480
2022,-90.280521,541.900700,1.111051,0.503807,,-633.796080
