"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2000,259.332245,137.039723,12.503194,68.218453,41.570876,,,
2001,262.431647,138.004430,10.505067,73.937039,39.985111,,,
2002,278.194419,149.537028,10.765419,75.897053,41.994918,,,
2003,291.250079,155.540554,11.728410,79.014103,44.967013,,,
2004,289.647560,158.620358,13.058403,78.778433,39.190366,,,
2005,298.693241,164.658720,12.151875,81.965278,39.917367,,,
2006,325.694900,177.790865,14.786768,87.588702,45.528566,,,
2007,348.547581,190.083668,16.289284,93.510852,48.663777,,,
2008,337.678046,185.212432,11.678222,97.198351,43.589041,,,
2009,353.782497,192.767085,12.741589,98.833309,49.440514,,,
2022,546.157288,300.877450,16.066573,151.930091,77.283175,,,
