"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
2000,-0.308361,0.002982,0,0,0.034944,0,,0
2001,-0.307982,0.002982,0,0,0.034944,0,,0
2002,-0.307604,0.002982,0,0,0.034944,0,,0
2003,-0.307224,0.002982,0,0,0.034944,0,,0
2004,-0.306845,0.002982,0,0,0.034944,0,,0
2005,-0.306465,0.002982,0,0,0.034944,0,,0
2006,-0.306086,0.002982,0,0,0.034944,0,,0
2007,-0.305706,0.002982,0,0,0.034944,0,,0
2008,-0.305327,0.002982,0,0,0.034944,0,,0
2009,-0.304948,0.002982,0,0,0.034944,0,,0
2022,-0.289826,0.019940,0,-0.527490,0.163580,0,,0
