"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,39.801725,259.332245,5.217179,6.313412,39.373590,-270.434701
2001,44.675990,262.431647,5.756721,5.808043,40.735017,-270.055437
2002,61.861208,278.194419,6.065291,5.713145,41.565477,-269.677123
2003,76.781601,291.250079,6.449016,5.817095,42.563347,-269.297936
2004,77.789718,289.647560,6.645013,5.650095,44.765722,-268.918672
2005,89.387362,298.693241,9.533248,5.462391,44.236941,-268.538458
2006,116.756319,325.694900,8.746831,5.449118,45.024665,-268.159194
2007,141.433732,348.547581,8.496663,5.462461,46.707035,-267.780008
2008,134.962166,337.678046,10.715746,4.719970,49.249148,-267.400744
2009,151.217534,353.782497,10.502743,4.220475,49.733298,-267.021480
2022,53.320659,546.157288,58.851619,6.180037,75.927795,-633.796080
