"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,39.801725,258.239548,40.997579,6.163207,4.836092,-270.434701
2001,44.675990,261.425377,42.138725,5.961645,5.205681,-270.055437
2002,61.861208,277.071266,42.947331,5.967074,5.552660,-269.677123
2003,76.781601,290.102961,44.122965,5.973126,5.880486,-269.297936
2004,77.789718,288.404143,46.280554,5.831595,6.192098,-268.918672
2005,89.387362,297.928025,45.723273,5.749945,8.524577,-268.538458
2006,116.756319,324.326797,46.573828,5.859433,8.155456,-268.159194
2007,141.433732,346.996088,48.186879,6.103823,7.926949,-267.780008
2008,134.962166,337.670601,50.479698,5.600024,8.612587,-267.400744
2009,151.217534,353.742107,50.968503,5.128818,8.399585,-267.021480
2022,53.320659,543.515559,78.270105,7.590507,57.740568,-633.796080
