"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1994,0.952668,0.425981,0.517287,0.017091,0.008707,-0.016397
2003,-1.932319,0.029318,1.668244,0.002983,0.027745,-3.660610
2006,-4.723142,0.015358,0.728237,0.004168,0.030623,-5.501529
2009,-5.371216,0.014370,1.368371,0.004579,0.047611,-6.806146
2012,-1.349472,0.554623,1.509683,0.030351,0.036707,-3.480837
2015,-1.587938,0.811425,1.560415,0.037774,0.039593,-4.037145
2017,-0.571416,0.810330,1.806704,0.049437,0.050677,-3.288563
2018,-5.111366,0.804835,1.877819,0.016514,0.058692,-7.869226
2019,0.909052,0.829497,1.930811,0.049908,0.067999,-1.969162
2020,1.071860,0.661986,1.839341,0.023604,0.068235,-1.521305
2021,-4.255853,0.688577,1.988849,0.031240,0.197297,-7.161817
2022,-2.191490,0.702887,1.898326,0.033212,0.197562,-5.023477
