"YYYYMM","Natural gas","Oil","Others"
202304,7.427707,209.412000,
202305,388.468645,3275.316000,
202306,225.131955,1419.768000,
202307,234.207994,3252.852000,
202308,0,4572.036000,
202309,0,4115.880000,
202310,0,3339.432000,
202311,0,4112.496000,
202312,471.851497,5260.860000,
202401,213.184816,5050.044000,
202402,52.734383,2614.248000,
202403,0,4643.568000,
202404,0,4462.740000,
202405,0,3325.860000,
202406,76.852896,3841.308000,
202407,114.473102,4206.240000,
202408,1230.228144,3492.648000,
202409,0,0,
202410,0,2278.728000,
202411,359.494139,1895.976000,
202412,0,3610.476000,
202501,525.991004,2813.724000,
202502,147.819768,2427.984000,
202503,13.916863,1828.404000,
202504,0,2529.864000,
202505,117.800873,2426.040000,
202506,181.358308,1757.268000,
