"Year","Coal","Natural gas","Hydro","Wind","Solar"
2016,0,0.133336,0.681820,-0.018808,-0.000234
2017,0,-0.823067,1.832693,0.021761,0.000440
2018,0.006385,1.090189,-1.938449,-0.027683,0.000833
2019,-0.006385,0.046044,-0.321172,0.031650,0.001864
2020,0,-0.984151,0.488118,0.022594,0.001710
2021,0,0.038020,0.104361,-0.035062,0.001950
2022,0,-0.842546,0.042341,0.048342,0.034479
2023,0,0.178611,1.042744,0.076337,-0.000000
2024,0,0.215470,-0.586294,0.006940,0.000000
