"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.090000,,0.174200,1.815000
1962,0.130000,,0.179600,2.382000
1963,0.226000,,0.186800,2.382000
1964,0.151000,0.015000,0.193400,2.248000
1965,0.125000,0.016800,0.180000,2.340000
1966,0.106000,0.017500,0.186000,1.284200
1967,0.082000,0.018800,0.210200,1.365000
1968,0.077000,0.019100,0.175600,1.837800
1969,0.116000,0.007300,0.166600,2.219000
1970,0.096000,0.005600,0.159800,1.839000
1971,0.105000,0.005700,0.208600,2.123013
1972,0.105000,0.005700,0.206800,2.082000
1973,0.105000,0.005700,0.239000,2.215000
1974,0.105000,0.005700,0.242200,2.085000
1975,0.105000,0.005700,0.245200,2.075000
1976,0.105000,0.005700,0.245200,2.075000
1977,0.105000,0.005700,0.140800,1.830000
1978,0.105000,0.005700,0.145400,2.110000
1979,0.100800,0.005700,0.145400,3
1980,0.112300,0.005700,0.145400,2.940000
1981,0.107700,0.005700,0.145400,2.968000
1982,0.107100,0.090000,0.223000,3.017000
1983,0.104100,0.098000,0.217600,2.909000
1984,0.108100,0.135000,0.244000,2.920795
1985,0.104100,0.123000,0.264000,2.896414
1986,0.108100,0.136000,0.300000,2.994000
1987,0.114100,0.137000,0.298000,2.866000
1988,0.118100,0.126000,0.280000,2.923000
1989,0.130100,0.149000,0.336000,2.756000
1990,0.130100,0.149000,0.246000,3.198189
1991,0.130100,0.149000,0.238000,3.298488
1992,0.130100,0.149000,0.120000,3.405509
1993,0.130100,0.149000,0.114000,3.539712
1994,0.130100,0.149000,0.114000,3.555961
1995,0.130100,0.149000,0.104000,3.557722
1996,0.130100,0.149000,0.106000,3.518932
1997,0.130100,0.149000,0.106000,3.517457
1998,0.130100,0.149000,0.106000,3.491669
1999,0.146000,0.149000,0.106000,1.593000
2000,0.179000,0.149000,0.086000,1.819000
2001,0.190000,0.149000,0.062000,1.696000
2002,0.147000,0.149000,0.049400,2.778000
2003,0.181000,0.149000,0.066800,2.636000
2004,0.189000,0.149000,0.039200,2.513000
2005,0.220000,0.149000,0.043600,2.579000
2006,0.243000,0.149000,0.045200,2.579000
2007,0.194800,0.149000,0.039600,2.174200
2008,0.166400,0.149000,0.043820,1.912100
2009,0.188700,0.149000,0.042800,2.361600
2010,0.157200,0.149000,0.039200,1.730500
2011,0.151000,0.149000,0.040000,1.732000
2012,0.130000,0.149000,0.051800,1.702000
2013,0.132000,0.149000,0.051200,1.748000
2014,0.132000,0.149000,0.062000,1.748000
2015,0.155000,0.149000,0.055000,1.794000
2016,0.134000,0.149000,0.051400,1.752000
2017,0.134000,0.149000,0.031200,1.752000
2018,0.134000,0.149000,0.031200,1.752000
2019,0.134000,0.149000,0.031200,1.752000
2020,0.130271,0.149000,0.031200,1.752000
2021,0.130271,0.149000,0.031200,1.752000
2022,0.130271,0.149000,0.031200,1.752000
2023,0.130271,0.149000,0.031200,1.752000
