"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.159400,0.015800,0.126400,
1962,0.260600,0.010700,0.133200,
1963,0.157200,0.009100,0.060600,
1964,0.250000,0.009000,0.121400,
1965,0.273500,0.015600,0.079000,
1966,0.331200,0.011900,0.072800,
1967,0.269650,0.014800,0.070200,
1968,0.369900,0.016100,0.066400,
1969,0.387000,0.013900,0.063200,
1970,0.450600,0.015000,0.092600,0.006200
1971,0.431400,0.032800,0.098200,0.004900
1972,0.365100,0.022200,0.107400,0.004900
1973,0.404900,0.022200,0.100000,0.004900
1974,0.623900,0.022200,0.136000,0.004900
1975,0.623900,0.022200,0.135400,0.004900
1976,0.451900,0.022200,0.132600,0.004900
1977,0.491900,0.022200,0.138600,0.004900
1978,0.542900,0.047100,0.207600,0.004900
1979,0.396500,0.043800,0.237400,0.004900
1980,0.542800,0.069100,0.316200,0.004900
1981,0.516300,0.069100,0.270600,0.004900
1982,0.500400,0.099300,0.349200,0.004900
1983,0.426400,0.167100,0.342800,0.004900
1984,0.606600,0.141000,0.414000,0.030900
1985,0.738300,0.115100,0.409400,0.030400
1986,0.723100,0.100800,0.350800,0.011300
1987,0.578800,0.134300,0.364600,0.020700
1988,0.524550,0.107900,0.343200,0.020700
1989,0.552850,0.095100,0.327400,0.005700
1990,0.552850,0.095100,0.327400,
1991,0.552850,0.095100,0.327400,
1992,0.001392,0.001199,0.005178,
1993,0.005300,0.002633,0.016076,
1994,0.009300,0.003631,0.008068,
1995,0.017300,0.004156,0.020600,0
1996,0.015400,0.006500,0.013600,0.000100
1997,0.008100,0.011900,0.048800,0
1998,0.008100,0.011900,0.048800,0
1999,0.008100,0.011900,0.048800,0
2000,0.041000,0.024300,0.070800,0
2001,0.034000,0.022300,0.070800,0
2002,0.034000,0.022300,0.070800,0
2003,0.034000,0.022300,0.070800,0
2004,0.021963,0.032987,0.135540,0.000112
2005,0.021963,0.022470,0.135540,0.000112
2006,0.007617,0.014800,0.121854,0.000112
2007,0.016500,0.031719,0.129744,0.030438
2008,0.037000,0.025599,0.141694,0.012034
2009,0.021500,0.017764,0.038400,0.006362
2010,0.021015,0.017677,0.048230,0.012668
2011,0.027890,0.019125,0.100576,0.014765
2012,0.038398,0.040071,0.100576,0.013442
2013,0.031911,0.022381,0.128240,0.002314
2014,0.018810,0.006747,0.069148,0.006602
2015,0.068871,0.025236,0.120394,0.001559
2016,0.032715,0.023929,0.122820,0.000550
2017,0.029320,0.015993,0.091016,0.001011
2018,0.021655,0.023712,0.083834,0.006573
2019,0.016834,0.024591,0.113670,0.008961
2020,0.017966,0.027826,0.091132,0.007904
2021,0.009819,0.022788,0.081872,0.005313
2022,0.007506,0.009051,0.040496,0.003124
2023,0.031117,0.020971,0.072254,0.000168
