"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,49.067609,33.121446,17.567288,10.955353,0,-12.576477
1991,41.597065,27.453539,17.522142,10.000850,0,-13.379467
1992,34.764542,22.573465,17.724049,8.648947,0,-14.181919
1993,31.044550,21.282524,17.595121,7.957408,0,-15.790503
1994,30.494310,22.730146,17.648981,7.513625,0,-17.398441
1995,31.629129,23.259619,17.782431,7.505286,0,-16.918206
1996,34.709803,25.464152,17.896911,7.786022,0,-16.437281
1997,34.721843,26.192177,17.958283,7.485837,0,-16.914453
1998,34.563887,26.613775,18.124746,7.211073,0,-17.385707
1999,37.986519,26.930808,18.641141,7.099728,0,-14.685159
2000,36.970950,27.075031,19.936513,7.408732,0,-17.449326
2001,35.617146,26.879049,19.927464,6.843038,0,-18.032406
2002,36.672144,26.563082,21.358236,6.990887,0,-18.240060
2003,35.724418,26.324504,21.736879,6.461917,0,-18.798881
2004,34.645406,26.819608,20.574959,6.537163,0,-19.286325
2005,33.178413,27.288476,19.723258,6.009792,0,-19.843113
2006,33.747156,28.088144,19.934685,5.862452,0,-20.138125
2007,38.782661,33.986906,20.147548,5.972947,0,-21.324739
2008,38.241620,33.015072,20.463399,6.111098,0,-21.347949
2009,33.574511,29.709058,20.323035,5.975961,0,-22.433543
2010,34.795995,31.526310,20.408733,6.207446,0,-23.346494
2011,32.428226,28.992237,20.442490,6.037425,0,-23.043925
2012,33.042353,30.384341,20.381265,5.966677,0,-23.689930
2013,34.731520,32.652768,20.841328,6.410470,0,-25.173046
2014,32.950613,31.628995,20.909427,6.461306,0,-26.049115
2015,33.058840,32.873211,20.387573,6.101657,0,-26.303601
2016,30.901542,31.166905,20.278221,6.170071,0,-26.713655
2017,27.052533,30.083350,18.342062,6.051651,0,-27.424530
2018,25.792651,29.727499,18.314028,5.886616,0,-28.135493
2019,25.273786,28.839246,18.158033,5.572728,0,-27.296221
2020,21.718882,26.455460,18.463549,5.041064,0,-28.241191
2021,20.657667,26.212883,18.307531,4.836044,0,-28.698792
2022,21.630026,26.668381,17.732381,4.995329,0,-27.766064
