"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,5.931609,1.270085,,3.998643,0.659770,0.003111
1991,33.583060,1.336198,,4.027330,0.685724,27.533808
1992,34.157779,1.344917,,4.305326,0.692601,27.814935
1993,34.636943,1.321542,,4.749945,0.699254,27.866202
1994,35.781043,1.332525,,5.686264,0.702444,28.059810
1995,36.241051,1.400362,0.037456,5.835688,0.708851,28.258694
1996,36.447738,1.340321,0.067395,5.814017,0.721360,28.504644
1997,37.093325,1.486461,0.094024,6.030194,0.727067,28.755579
1998,37.348276,1.541977,0.118674,5.974530,0.736108,28.976987
1999,37.805212,1.569960,0.140436,6.141183,0.746206,29.207426
2000,33.039731,1.750197,0.158966,6.102931,0.752223,24.275414
2001,36.493347,1.758681,0.177977,6.372274,0.762314,27.422100
2002,40.070663,1.803451,0.194801,6.364674,0.770741,30.936996
2003,40.953672,1.838986,0.209007,6.608550,0.780093,31.517035
2004,46.027811,1.890636,0.221525,6.865932,0.774557,36.275161
2005,47.995480,2.113114,0.241576,6.421264,0.820738,38.398787
2006,40.455370,2.551631,0.263757,6.452807,0.844054,30.343120
2007,41.808166,2.791691,0.281694,6.823231,0.881944,31.029606
2008,37.826944,2.790197,0.300728,7.353976,0.919197,26.462845
2009,41.500454,2.875172,0.330868,7.088679,0.969744,30.235992
2010,60.020009,2.965822,0.513725,7.350795,0.998034,48.191634
2011,61.746345,3.121948,0.489729,8.038295,1.006715,49.089658
2012,49.926688,3.627767,0.481775,8.816145,1.041727,35.959275
2013,57.585463,3.999666,0.592164,8.643615,1.085336,43.264682
2014,55.932052,4.197190,0.766978,8.427245,1.121412,41.419227
2015,47.123554,4.426050,0.794683,8.469716,1.161683,32.271422
2016,59.179952,4.723479,0.915070,8.786779,1.232369,43.522255
2017,59.903154,5.467671,0.982017,8.910217,1.270271,43.272979
2018,55.153160,5.837467,1.038305,9.089677,1.322587,37.865125
2019,55.123893,5.724572,1.128298,9.341572,1.359442,37.570010
2020,53.364352,5.827689,1.584550,9.460514,1.421729,35.069869
2021,65.517845,6.803897,1.610698,9.599741,1.440423,46.063085
2022,20.537459,7.698671,1.372698,9.944165,1.521925,
