"YYYYMM","Natural gas","Oil","Others"
199701,,0.402048,
199702,,4.237020,
199703,,5.396796,
199704,,3.977388,
199705,,2.042712,
199706,,0,
199707,,1.534320,
199708,,2.626200,
199709,,2.081592,
199710,,12.596292,
199711,,12.573000,
199712,,10.017720,
199801,,16.042608,
199802,,13.966524,
199803,,14.221764,
199804,,13.702104,
199805,,2.884500,
199806,,9.353088,
199807,,10.902024,
199808,,17.313192,
199809,,17.300340,
199810,,18.120600,
199811,,17.762400,
199812,,18.500544,
199901,,16.065324,
199902,,15.532848,
199903,,15.830964,
199904,,15.337908,
199905,,17.300988,
199906,,16.450740,
199907,,16.421940,
199908,,14.713452,
199909,,9.826956,
199910,,17.238204,
199911,,13.867848,
199912,,15.330852,
200001,,16.236108,
200002,,15.366096,
200003,,15.984756,
200004,,9.748116,
200005,,16.148556,
200006,,12.985380,
200007,,14.587164,
200008,,10.672164,
200009,,3.056220,
200010,,12.206268,
200011,,11.377008,
200012,,12.761748,
200101,,11.863656,
200102,,10.501740,
200103,,13.034628,
200104,,12.506904,
200105,,12.087144,
200106,,10.526760,
200107,,12.134628,
200108,,11.773440,
200109,,10.593252,
200110,,10.596744,
200111,,8.874324,
200112,,7.634376,
200201,,7.693992,
200202,,7.884504,
200203,,7.104312,
200204,,8.585064,
200205,,7.979040,
200206,,8.863956,
200207,,12.010716,
200208,,13.444272,
200209,,1.294164,
200210,,8.806932,
200211,,13.730580,
200212,,12.495780,
200301,,11.269512,
200302,,10.620648,
200303,,11.315628,
200304,,9.587340,
200305,,10.206360,
200306,,9.842400,
200307,,9.906444,
200308,,9.637596,
200309,,4.709376,
200310,0,8.036424,
200311,0.800448,13.140900,
200312,0.788474,12.746736,
200401,0.857733,13.173984,
200402,0.837454,12.480516,
200403,0.952859,13.203468,
200404,1.063649,13.396896,
200405,1.277218,14.542236,
200406,0.684548,10.061280,
200407,0.833375,13.499496,
200408,0.390121,6.419340,
200409,0.098360,6.902712,
200410,0.393106,13.611600,
200411,0.564765,11.842200,
200412,0,0,
200501,0.174002,4.854960,
200502,0.503225,9.661536,
200503,0.837481,13.660056,
200504,0.574707,10.892772,
200505,0.566318,11.108916,
200506,0.535567,11.259756,
200507,0.684971,11.881080,
200508,0.897102,12.570552,
200509,0.745001,12.612636,
200510,0.739926,10.719864,
200511,0.757661,11.451816,
200512,0.827712,12.199176,
200601,0.836027,12.977388,
200602,0.742403,11.050164,
200603,0.593921,10.037592,
200604,0,0,
200605,0.427252,9.445788,
200606,1.087056,15.173532,
200607,1.076155,14.353164,
200608,1.044104,13.772556,
200609,1.130335,15.683616,
200610,0.630808,9.932148,
200611,0.746863,11.242260,
200612,0.840445,11.628900,
200701,0.802333,11.847348,
200702,0.721202,10.748556,
200703,0.944047,12.907764,
200704,0.862397,12.808620,
200705,0.657645,11.726136,
200706,0.724631,11.014236,
200707,0.794771,10.589328,
200708,0,0,
200709,0.460447,7.839720,
200710,1.237794,10.459332,
200711,0.835194,8.692848,
200712,0.769130,9.338328,
200801,0.800841,10.653048,
200802,1.001274,10.586484,
200803,0.913588,11.665800,
200804,0.499433,8.663256,
200805,0.088173,7.444872,
200806,0.282201,8.745012,
200807,0.598382,10.834848,
200808,0.463587,4.628268,
200809,0.276604,1.860732,0.005472
200810,1.237336,11.510352,0.045252
200811,1.450743,10.929492,0.061452
200812,1.128987,12.946716,0.089316
200901,1.026493,12.050172,0.037404
200902,1.020190,9.803412,0.036000
200903,1.017925,11.342880,0.041832
200904,0.613272,6.184080,0.028404
200905,0.700958,7.895880,0.007236
200906,0.568189,9.574380,0.004500
200907,0.859975,10.039644,0.008388
200908,0.618255,8.048484,0.005544
200909,0.021866,0.000396,0.000900
200910,0.460138,5.520060,0.020700
200911,0.578829,7.080516,0.056628
200912,0.515244,7.245756,0.023040
201001,0.862080,8.147412,0.053928
201002,0.794020,7.743384,0.039420
201003,0.782894,6.977268,0.035244
201004,0.395540,4.235652,0.017424
201005,0.637340,7.987716,0.032040
201006,0.252614,4.734756,0.001980
201007,0.008511,7.782552,0.000072
201008,0,0.124380,0
201009,0.195862,1.365372,0.002808
201010,0.226163,8.004492,0.003348
201011,0.201164,6.859512,0.000648
201012,0.458913,6.976872,0.005040
201101,0.594375,7.124076,0.009072
201102,1.718535,5.607108,0.037872
201103,0.869529,6.697404,0.013500
201104,0,7.413912,0.013500
201105,0.366302,7.006212,0.002700
201106,0.266062,6.283800,0.002376
201107,0.308613,6.167772,0.003096
201108,0.255125,3.279276,0.003924
201109,0.266395,1.256940,0.009108
201110,0.348589,6.678864,0.031572
201111,0.271433,7.900596,0.015228
201112,0.450123,7.843968,0.026892
201201,0.993833,7.719048,0.074016
201202,0.989625,6.642000,0.054648
201203,0.266621,5.784228,0.013680
201204,0.271432,5.930460,0.003528
201205,1.391528,5.842908,0.044244
201206,0.433183,5.280084,0.021528
201207,0.502601,6.331608,0.003816
201208,0.430676,5.367600,0.049032
201209,0.158697,1.875240,0.002160
201210,0.125806,5.015700,0.010152
201211,0.465668,5.093784,0.051192
201212,0.960812,6.137172,0.040428
201301,0.395121,5.858496,0.008136
201302,0.301440,5.439456,0.003024
201303,0.116324,5.461164,0.001584
201304,0.139979,6.082128,0.005328
201305,0.257211,5.054328,0.007956
201306,0.618239,4.413456,0.007992
201307,0.788058,6.085116,0.008892
201308,0.844287,6.083712,0.020844
201309,0.229526,5.195448,0.009432
201310,0.200832,4.284540,0.005004
201311,0.154842,6.753888,0.009612
201312,0.055693,7.973172,0.009540
201401,0.122335,6.921864,0.006480
201402,0.071059,7.671240,0.032868
201403,0.098083,7.955424,0.090216
201404,0.103437,7.428132,0.037476
201405,0.154298,6.062220,0.014256
