"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,6.725497,15.632812,8.128782,1.425439
200802,5.604642,15.131978,7.902474,1.270171
200803,4.959348,15.095906,7.195198,1.407907
200804,5.332318,14.560376,6.515203,1.389956
200805,3.745212,13.702957,6.512551,1.319367
200806,4.271532,13.308127,6.383997,1.110948
200807,4.112394,15.175306,6.834165,1.327718
200808,4.041774,13.676093,6.060190,1.313735
200809,4.407900,13.714478,6.321326,1.135366
200810,5.181831,14.448578,6.647224,0.944084
200811,5.110722,13.869897,7.127224,0.804607
200812,5.233142,14.883564,6.889595,0.757361
200901,4.948837,14.404817,7.211693,0.891380
200902,4.009457,13.449008,5.976272,0.752336
200903,2.526384,14.296055,5.919789,0.976635
200904,4.873692,13.340929,5.686811,0.955905
200905,2.630753,12.417494,5.474367,1.009398
200906,2.799165,13.140448,5.980531,0.964630
200907,3.556818,14.283776,6.389499,0.983614
200908,2.512667,12.851373,5.556809,0.974481
200909,2.744179,13.114215,6.132741,1.045571
200910,5.219699,13.510097,5.907722,1.000988
200911,4.110445,12.813061,6.220203,0.895867
200912,4.736365,13.468565,7.223406,0.764687
201001,3.366488,12.799379,7.283656,0.734863
201002,1.898732,12.818597,6.735984,0.726722
201003,2.430938,14.585502,6.539025,0.952158
201004,2.477617,12.697908,5.553571,0.974447
201005,2.495919,12.460242,5.404544,1.010577
201006,1.671610,12.988650,5.429297,1.012107
201007,2.737479,13.576050,5.916789,1.046717
201008,3.074773,12.592854,5.025417,1.065157
201009,3.458989,12.402715,5.694823,0.977833
201010,4.403061,13.023005,5.906775,0.974955
201011,3.927007,13.138833,6.910476,0.909332
201012,4.054287,13.247702,7.222205,0.589814
201101,1.910195,12.545314,7.335512,0.771014
201102,2.229995,12.449818,6.471678,0.719363
201103,3.967967,13.448011,6.395573,0.941017
201104,4.102558,11.909824,4.699540,1.001790
201105,2.715212,11.484699,5.266081,0.913909
201106,3.088784,12.065754,5.322679,0.925343
201107,6.886541,12.567954,5.145152,0.819541
201108,5.198065,12.009168,4.792524,0.870640
201109,5.858985,11.795667,5.157887,0.711433
201110,6.999080,11.911677,5.305093,0.822305
201111,4.466193,11.801532,5.715432,0.623157
201112,6.261670,12.022367,6.417253,0.365966
201201,5.628035,11.857494,7.009586,0.767465
201202,5.744315,12.225152,7.054504,0.813846
201203,5.445363,12.110355,5.719673,0.701090
201204,4.390662,11.063837,5.044358,0.785064
201205,3.759333,11.084882,4.640388,0.833255
201206,6.714682,11.199263,4.595717,0.799787
201207,6.109347,11.443720,4.743695,0.736545
201208,3.647859,11.446823,4.351809,0.736150
201209,5.408221,9.936531,4.640090,0.839967
201210,3.519767,10.997431,5.314415,0.753040
201211,6.043266,10.643530,5.772862,0.544080
201212,6.214884,10.663310,6.190402,0.386527
201301,4.809028,11.032366,6.332564,0.471867
201302,3.575704,10.316678,5.649269,0.650020
201303,2.218963,11.393803,5.396762,0.607111
201304,2.219105,11.003018,4.568767,0.520767
201305,2.837156,10.729396,4.571736,0.721032
201306,2.710868,10.115771,4.041025,0.761731
201307,6.077698,11.491442,4.179446,0.622716
201308,3.211751,10.793655,3.828770,0.745998
201309,6.160609,10.091108,4.380410,0.651025
201310,6.362152,11.096908,4.529587,0.777443
201311,3.105413,10.884368,5.350914,0.644402
201312,5.435820,11.027789,6.225779,0.424433
201401,2.350457,10.981291,5.777845,0.599006
201402,1.846842,10.294859,5.087592,0.715708
201403,2.170019,11.227562,4.799153,0.731825
201404,2.201006,10.517072,3.827063,0.850118
201405,5.179626,10.528874,4.023906,0.847939
201406,4.758851,10.302977,3.977540,0.694963
201407,5.828319,11.434491,4.031888,0.753205
201408,6.947973,10.558522,3.812577,0.838988
201409,7.503573,10.638061,4.317567,0.748939
201410,4.074945,11.452788,4.290468,0.817258
201411,4.470994,10.498608,4.777670,0.718470
201412,6.288320,11.470139,5.528085,0.512607
201501,5.127577,11.381516,6.162965,0.635227
201502,5.567669,10.975054,5.456767,0.648855
201503,5.257979,11.416518,5.098143,0.821276
201504,4.335991,10.341114,4.201954,0.861903
201505,3.316837,10.958173,4.031785,0.875009
201506,5.429574,11.254531,3.904777,0.828656
201507,4.164451,12.187014,4.527724,0.687746
201508,6.424690,11.276936,3.936393,0.843082
201509,5.807179,11.535215,4.128069,0.778023
201510,5.707963,11.642398,4.628369,0.894657
201511,5.116311,11.111744,4.932780,0.807833
201512,4.989662,12.284874,5.593240,0.527351
201601,3.338388,10.954014,5.539123,0.676617
201602,2.892369,11.251180,5.163965,0.720970
201603,2.507364,11.973211,5.193611,0.767376
201604,1.701530,11.030925,4.402464,0.799516
201605,2.219346,11.030049,4.100902,0.898192
