"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,227.400068,224.751228,228.404805,228.561932,228.517184,228.507955,228.446834,228.228163,225.815080,225.815088,226.712816,227.508028,229.787756,230.154963,231.309746,231.895048,231.061405,231.213556,230.154963,231.328439,230.500247,230.174104,229.382625,227.352656
1991,234.222801,231.316083,235.109866,234.890996,235.374177,235.363217,235.081625,234.938730,233.381472,233.526285,234.451495,237.179970,239.393169,239.725184,240.917909,241.464997,240.656224,240.953021,239.725184,241.074298,240.230727,240.009191,239.290683,237.057163
1992,242.189233,239.387993,243.198737,242.430075,242.367791,242.363764,242.119430,242.042770,240.660431,240.726578,241.332948,245.814281,248.090101,248.407160,249.588469,250.326924,249.361538,249.813194,248.407160,249.939228,248.631805,248.411675,247.686566,245.034514
1993,232.474641,230.165906,233.379208,233.177077,233.113281,233.114733,232.851385,232.657254,231.293004,231.033994,231.344138,237.253308,239.692466,239.938287,241.123326,241.817826,241.008533,241.195183,239.938287,241.298918,240.046063,239.808916,239.099317,236.729601
1994,242.710140,241.295563,244.854135,244.901494,244.853295,244.856331,244.557510,244.190228,243.350428,243.184216,243.512788,249.451667,252.147848,252.389348,253.621572,254.234048,253.532683,253.661394,252.389348,253.803789,252.300019,252.047030,251.388199,249.294688
1995,254.385762,251.902102,255.452759,255.724168,255.584916,255.601035,255.255696,254.832228,253.703724,253.553251,253.892166,262.860033,265.556491,265.725351,267.284703,267.832187,267.226778,267.416718,265.725351,267.577468,266.034891,265.779230,265.068577,263.015295
1996,241.883799,240.649237,242.717667,242.992700,242.980560,243.004465,242.941371,242.409942,241.097344,240.891690,241.286162,250.543226,253.395609,253.708870,254.907085,255.447996,254.636605,254.795329,253.708870,255.049060,253.497865,253.237162,252.561924,251.379285
1997,261.699821,260.074462,262.554615,262.654717,262.645555,262.662914,262.370962,262.007834,260.697069,261.715539,262.096262,263.303696,266.078387,266.391927,267.640827,268.058722,267.159874,267.306439,266.391927,267.589849,265.832151,265.567174,264.899447,264.382935
1998,270.603723,268.775665,270.830949,270.746967,270.738647,270.774140,270.850429,270.535088,268.625595,270.021726,270.440205,271.515038,274.548514,274.911097,276.110002,276.635971,275.694425,276.021582,274.911097,276.184605,274.604895,274.317807,273.649817,273.099443
1999,295.512296,295.260268,295.897699,296.301607,296.317408,296.362154,296.469335,296.247710,294.206963,295.188622,295.641458,294.901827,298.127288,298.531028,299.862815,300.176561,299.121729,299.498672,298.531028,299.722140,298.074658,297.773488,297.024913,296.893919
2000,308.200976,306.829652,308.245828,307.673087,307.674271,307.742474,307.692259,307.021422,305.278616,306.596413,307.023202,308.026421,311.165404,311.599724,311.933703,311.926059,310.828321,311.267047,311.599724,311.674624,310.071242,310.071580,309.259516,309.245616
2001,307.247695,308.278412,310.461307,311.552312,311.549726,311.630936,311.368789,310.616232,309.187969,310.933652,311.346576,308.786441,311.926999,312.395403,313.831076,313.891994,312.737057,313.119841,312.395403,313.620597,311.808516,311.808860,311.031283,311.015358
2002,,325.448171,331.081690,330.550899,330.550216,330.638619,330.147046,329.448765,328.133710,329.545894,330.004230,328.878656,331.836335,332.200843,333.912033,334.007116,332.893397,333.379516,332.200843,333.730307,331.949764,331.950080,331.028199,331.014395
2003,,,331.761850,333.836551,334.533612,334.657257,334.020627,333.516705,331.821522,333.487360,333.913449,333.168011,336.230852,336.672423,338.112374,337.979233,336.870259,337.588927,336.672423,338.045870,336.332171,336.332565,335.538914,335.530914
2004,,,,354.562347,351.815762,351.949500,351.384173,351.218518,349.567881,351.355185,351.769325,350.071263,353.115276,353.472612,355.268378,354.285656,353.368667,354.485577,353.472612,354.827957,353.010950,353.011408,352.139290,352.138150
2005,,,,,368.282283,368.262591,367.996866,367.181990,364.926846,366.689919,367.311973,365.478375,368.511221,368.745068,370.511777,368.964133,368.056281,369.492125,368.745068,370.065779,368.338139,368.338818,367.447069,367.449079
2006,,,,,,359.627218,358.418061,358.023084,355.634352,357.131671,357.307085,356.712139,359.691737,360.063336,361.743998,360.279240,359.302061,360.578604,360.063336,361.120330,359.653424,359.654340,358.869490,358.861763
2007,,,,,,,366.366373,367.812233,364.980970,364.625216,363.812945,363.744012,366.897202,367.292283,369.323543,368.133603,367.222926,368.432698,367.292283,368.985581,367.399091,367.400554,366.468508,366.463394
2008,,,,,,,,337.221834,336.460660,334.967281,333.386615,333.181725,335.704800,335.994804,337.361875,336.490119,335.678661,336.624210,335.994804,337.182422,335.887271,335.888905,335.284443,335.271027
2009,,,,,,,,,298.719702,297.231443,296.949735,293.732285,296.210154,296.617991,298.080712,297.248141,296.597154,297.241175,296.617991,297.747800,296.500276,296.501387,296.159336,296.108352
2010,,,,,,,,,,284.454194,280.938336,280.377628,283.140792,283.581401,284.366508,283.877490,283.108545,283.724994,283.581401,284.282684,282.937099,282.938447,282.585085,282.562709
2011,,,,,,,,,,,284.407334,280.922730,283.534406,283.918679,284.558030,284.594749,284.041297,284.543848,283.918679,285.132255,283.799321,283.800597,283.275062,282.316588
2012,,,,,,,,,,,,276.636640,278.778448,279.830308,280.502464,279.271284,278.645643,278.850691,279.830308,279.384956,278.060410,278.061203,277.432160,275.682169
2013,,,,,,,,,,,,,251.874459,252.259690,252.899988,252.682711,251.972753,252.763817,252.259690,253.102713,251.940318,251.941748,252.109157,249.842499
2014,,,,,,,,,,,,,,253.466918,254.637285,255.195739,254.518463,255.100206,253.466918,255.459100,254.179717,254.181207,253.657832,250.280652
2015,,,,,,,,,,,,,,,271.725566,271.727200,271.099750,271.687349,,272.164660,270.767456,270.740241,270.248056,266.809363
2016,,,,,,,,,,,,,,,,260.985896,260.289016,260.759564,,261.227657,259.629381,259.624905,259.554681,256.499970
2017,,,,,,,,,,,,,,,,,274.427201,274.671262,,275.053205,273.592191,273.579840,273.483867,270.522308
2018,,,,,,,,,,,,,,,,,,269.654254,,270.052271,268.600525,268.589916,268.520594,265.836625
2019,,,,,,,,,,,,,,,,,,,,251.825149,250.660790,250.596071,250.673645,248.279744
2020,,,,,,,,,,,,,,,,,,,,213.339721,213.625432,211.842607,211.764745,209.435230
2021,,,,,,,,,,,,,,,,,,,,,230.269459,229.069377,228.805715,226.324220
2022,,,,,,,,,,,,,,,,,,,,,,234.657023,234.223464,230.964194
2023,,,,,,,,,,,,,,,,,,,,,,,215.460752,211.737055
2024,,,,,,,,,,,,,,,,,,,,,,,,208.652177
