"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,209.311725,206.375316,207.301340,207.176116,207.176116,207.170414,207.118873,207.011239,204.910200,204.910208,205.715536,206.514382,206.509128,206.465430,208.356221,208.960401,208.429030,208.603964,206.465430,208.587866,208.498842,208.172581,207.383121
1991,216.657983,213.516672,214.780320,214.174298,214.712091,214.705301,214.429784,214.390263,213.132490,213.277303,214.133448,216.866243,216.861010,216.853162,218.860619,219.430977,218.925321,219.247198,216.853162,219.224465,219.098134,218.876469,218.160337
1992,226.096214,223.072838,224.588421,223.535877,223.536380,223.536777,223.298871,223.299684,222.186753,222.252900,222.800713,227.285736,227.279886,227.243630,229.188780,229.986123,229.325772,229.789039,227.243630,229.799985,229.167577,228.947332,228.225115
1993,217.039274,214.507595,215.284001,214.805994,214.802869,214.807472,214.549688,214.439045,213.380999,213.121989,213.380432,219.290874,219.284890,219.250962,221.077190,221.829590,221.334200,221.534139,219.250962,221.538403,220.890831,220.653575,219.946373
1994,225.194469,223.483423,224.664068,224.423473,224.424425,224.431014,224.142307,223.875643,223.373277,223.207066,223.478824,229.418402,229.412150,229.356495,231.218058,231.893345,231.521071,231.666947,229.356495,231.689949,230.801729,230.548625,229.892339
1995,236.483249,233.673925,235.220301,235.157132,235.157121,235.176297,234.847741,234.539387,233.796517,233.646045,233.925860,242.894412,242.887605,242.828420,244.894333,245.506970,245.229167,245.442070,242.828420,245.514572,244.602410,244.346628,243.638088
1996,224.200442,222.660537,222.748227,222.692051,222.693671,222.716698,222.670813,222.258231,221.341446,221.135792,221.442170,230.699393,230.692157,230.638679,232.332880,232.945601,232.491993,232.671849,230.638679,232.840538,231.956138,231.695240,231.022638
1997,243.041077,241.169777,241.488235,241.201478,241.203439,241.220147,240.947616,240.704174,239.837858,240.856328,241.167262,242.374365,242.366694,242.331940,244.090807,244.577840,244.085637,244.252112,242.331940,244.463341,243.396443,243.131263,242.465828
1998,250.672493,248.624940,248.286164,247.813144,247.814789,247.851780,247.956327,247.765251,246.324066,247.721036,248.069869,249.147768,249.139275,249.098458,250.811026,251.415645,250.916681,251.263660,249.098458,251.353036,250.508621,250.221298,249.556305
1999,274.926661,274.393887,272.392834,272.423544,272.448508,272.495246,272.623292,272.538944,271.030309,272.013733,272.408882,271.673305,271.664514,271.625151,273.503808,273.899263,273.404866,273.806028,271.625151,273.928300,273.027425,272.725939,271.981481
2000,287.197670,285.543206,284.011515,282.895959,282.902582,282.973345,282.929409,282.403949,281.290366,282.609676,282.985178,283.992619,283.983143,283.925929,284.824991,284.901305,284.385307,284.847245,283.925929,285.148975,284.297013,284.297034,283.488137
2001,285.733644,286.413839,285.742212,286.367143,286.369984,286.453987,286.196718,285.583520,284.831642,286.579863,286.959208,284.434606,284.425089,284.432916,286.317165,286.466190,285.880892,286.284477,284.432916,286.720127,285.640239,285.640266,284.866753
2002,,302.927955,305.542080,304.490762,304.492873,304.584569,304.090101,303.548131,302.904151,304.319699,304.752493,303.649525,303.640408,303.587148,305.742199,305.722295,305.181999,305.691049,303.587148,305.991643,304.948202,304.948223,304.030898
2003,,,305.866118,307.387399,308.090292,308.217547,307.586919,307.244547,306.102057,307.772469,308.200473,307.474919,307.465262,307.448454,309.377272,309.028548,308.498258,309.242287,307.448454,309.618242,308.589065,308.589095,307.801027
2004,,,,327.484308,324.742125,324.879858,324.325253,324.323571,323.277678,325.050366,325.492294,323.811433,323.800735,323.742400,326.000564,324.630817,324.296046,325.436464,323.742400,325.721314,324.572622,324.572663,323.707951
2005,,,,,340.149194,340.128878,339.873664,339.240554,337.545057,339.312690,339.987034,338.166008,338.154598,338.085837,340.344971,338.274938,337.891477,339.353598,338.085837,339.869450,338.772771,338.773051,337.887454
2006,,,,,,331.056514,329.931604,329.711193,327.881729,329.330959,329.567986,328.978558,328.966586,328.971029,331.091144,329.000887,328.551812,329.860012,328.971029,330.344598,329.477875,329.478422,328.700117
2007,,,,,,,338.144872,339.686288,337.643326,337.240747,336.506501,336.444431,336.431778,336.438037,338.902440,337.013996,336.594479,337.831826,336.438037,338.333958,337.327900,337.328982,336.403640
2008,,,,,,,,313.253757,312.419422,310.920232,309.433001,309.234036,309.234036,309.256343,310.956937,309.331322,308.903353,309.873281,309.256343,310.395860,309.626197,309.627434,309.029612
2009,,,,,,,,,279.871103,278.380396,278.160522,274.945527,274.945527,274.953853,276.702841,275.126891,274.873999,275.528897,274.953853,275.981290,275.186230,275.187047,274.851837
2010,,,,,,,,,,264.763110,261.314443,260.753318,260.754318,260.766403,261.899148,260.622401,260.320017,260.954719,260.766403,261.451761,260.547929,260.548991,260.202008
2011,,,,,,,,,,,266.745119,263.271806,263.148955,263.149688,264.171451,263.485168,263.257064,263.784985,263.149688,264.329050,263.406212,263.407186,262.887044
2012,,,,,,,,,,,,260.503505,260.276935,260.839618,261.869465,259.885432,259.630113,259.863722,260.839618,260.361644,259.411354,259.411817,258.787576
2013,,,,,,,,,,,,,234.627285,234.531276,235.597927,234.473027,234.049871,234.869282,234.531276,235.163696,234.365916,234.366979,234.539040
2014,,,,,,,,,,,,,,233.439083,234.953222,234.694484,234.410163,235.016711,233.439083,235.332733,234.410412,234.411538,233.893500
2015,,,,,,,,,,,,,,,250.842500,250.039227,249.764242,250.385036,,250.830971,249.791255,249.763667,249.275642
2016,,,,,,,,,,,,,,,,239.619402,239.270357,239.773134,,240.213200,238.986730,238.981849,238.915579
2017,,,,,,,,,,,,,,,,,254.023682,254.294724,,254.626980,253.546941,253.521425,253.429010
2018,,,,,,,,,,,,,,,,,,248.829001,,249.224659,248.153206,248.128200,248.062285
2019,,,,,,,,,,,,,,,,,,,,232.500675,231.694206,231.613671,231.694713
2020,,,,,,,,,,,,,,,,,,,,195.595607,196.237903,194.428288,194.353566
2021,,,,,,,,,,,,,,,,,,,,,212.005175,210.750272,210.490137
2022,,,,,,,,,,,,,,,,,,,,,,218.085223,217.634524
2023,,,,,,,,,,,,,,,,,,,,,,,199.722018
