"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,250.480712,228.561518,41.515152,12.919304,3.659187,-36.174448
1991,258.200588,238.273990,40.219437,12.706581,3.357134,-36.356555
1992,267.304947,247.119111,40.593571,12.180709,3.924321,-36.512765
1993,255.913041,238.608397,40.076746,11.481247,3.429364,-37.682712
1994,273.238314,249.952099,41.736436,13.325665,4.683569,-36.459455
1995,286.990069,264.384651,42.047639,13.328101,5.967111,-38.737433
1996,277.816324,252.143633,43.603414,14.768792,6.847364,-39.546879
1997,291.841926,264.343414,44.395157,14.420959,8.176277,-39.493882
1998,300.855555,273.010787,44.630269,14.710465,8.513342,-40.009307
1999,324.054502,296.536383,45.260651,14.966827,10.214919,-42.924278
2000,337.307692,308.451482,46.841057,15.152093,11.500860,-44.637800
2001,334.069271,310.519254,46.862912,14.456842,8.757034,-46.526771
2002,352.864472,330.461990,46.724149,13.891471,7.824435,-46.037573
2003,360.427063,334.845744,46.786697,14.567812,9.787280,-45.560471
2004,375.418432,351.464343,45.707167,13.935583,10.276889,-45.965551
2005,389.241050,366.626264,44.569694,13.616973,11.528173,-47.100054
2006,381.354742,358.100253,44.863772,13.700204,13.985945,-49.295433
2007,394.671959,365.993179,45.755458,13.497522,15.937573,-46.511773
2008,361.344008,334.887243,44.048028,12.056457,16.867624,-46.515343
2009,324.522907,295.557268,45.764630,12.041069,15.426886,-44.266946
2010,306.071167,282.176585,43.501292,12.122320,15.827542,-47.556571
2011,305.432135,282.726637,43.805628,11.350136,15.342782,-47.793047
2012,300.111246,276.536525,42.791765,11.030527,15.608814,-45.856385
2013,273.701880,251.697835,41.107786,11.130942,15.652760,-45.887443
2014,271.824240,253.293309,40.199149,11.484435,15.385980,-48.538633
2015,280.261837,269.697974,41.827653,11.606086,8.833263,-51.703138
2016,268.296678,259.146843,41.201573,11.329934,8.712143,-52.093815
2017,280.766224,272.704479,41.539875,11.887495,7.151901,-52.517526
2018,274.101893,268.248205,41.361056,11.835165,6.132991,-53.475524
2019,256.949953,250.221557,41.156052,11.698169,5.818269,-51.944095
2020,218.719416,211.374372,41.519578,11.840072,5.069225,-51.083831
2021,235.793082,228.382497,42.364816,11.656725,5.164591,-51.775546
2022,241.676058,233.401361,42.716915,10.662224,5.516402,-50.620844
2023,218.934876,215.015618,40.773462,10.127609,4.050949,-51.032763
