"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,1.609000,0.124600,0.421400,14.273000
1962,1.831000,0.177400,0.742000,15.032000
1963,2.124000,0.203600,1.026600,15.364000
1964,2.042000,0.219500,1.109400,15.342000
1965,2.067000,0.273100,1.315800,14.837000
1966,2,0.458000,1.490800,14.103000
1967,2.126000,0.529300,1.832000,13.261000
1968,2.150000,0.599000,2.266000,12.797000
1969,2.244000,0.622800,2.247400,13.891000
1970,2.365000,0.728500,2.561800,13.653000
1971,2.885000,0.793000,3.010000,12.471000
1972,2.601000,1.042000,3.358000,13.828000
1973,2.578000,1.267000,3.708000,12.107000
1974,2.592000,1.199000,4.098000,12.428000
1975,2.275000,1.171000,3.706000,11.481000
1976,2.618000,1.302000,4.126000,12.044000
1977,2.245000,1.600000,4.320000,12.030000
1978,2.483000,1.653000,4.350000,12.495000
1979,2.838000,1.860000,5.068000,11.602000
1980,2.136000,1.868000,5.132000,12.484000
1981,2.387000,1.815000,5.178000,13.041000
1982,2.798000,1.770000,5.370000,14.098000
1983,2.218000,1.680000,5.508000,14.450000
1984,2.150000,1.759000,5.904000,14.184000
1985,2.383000,1.787000,5.826000,13.604000
1986,2.613000,1.900000,6.304000,14.637000
1987,2.643000,1.910000,6.502000,15.090000
1988,2.427000,1.900000,6.816000,14.762000
1989,2.993000,2.250000,6.892000,17.891000
1990,3.267000,2.361000,6.892000,15.590000
1991,3.162000,2.375000,7.152000,15.188000
1992,2.468000,2.280000,6.896000,13.924000
1993,2.717000,2.420000,6.696000,13.767000
1994,2.755000,2.399000,7.006000,15.305000
1995,3.262000,2.673000,7.368000,16.075000
1996,3.080000,2.670000,7.536000,15.631000
1997,3.080000,2.670000,7.936000,15.631000
1998,3.178000,3.341060,7.089200,14.874000
1999,3.178000,3.665060,8.870600,14.810000
2000,3.760000,4.598000,9.530000,14.321000
2001,4.275000,4.763000,10.262000,15.131000
2002,3.524000,4.950000,10.730000,15.839000
2003,3.630000,4.730000,10.874000,16.105000
2004,3.730000,4.866000,11.052000,16.290000
2005,3.660000,4.978000,11.394000,15.531000
2006,3.806000,5.082000,13.796400,15.716000
2007,3.331830,5.330000,13.426600,14.528000
2008,3.141503,3.780000,12.828600,17.027374
2009,2.071862,3.035600,11.400198,13.980035
2010,2.038294,3.072787,12.386400,16.089399
2011,2.161923,2.882168,12.405400,15.427772
2012,1.971342,2.559233,12.353602,14.656795
2013,1.872285,2.972828,13.370800,15.559298
2014,1.852670,3.597640,12.071600,16.395343
2015,1.690548,3.860433,12.390400,17.427490
2016,2.138046,3.762916,12.437000,16.248295
2017,2.763241,4.059643,12.435600,16.910937
2018,2.991414,4.145708,12.314000,18.963461
2019,2.975832,4.094929,12.873178,17.020157
2020,2.300221,3.828027,12.535800,15.880996
2021,2.213627,4.926373,13.545800,17.778278
2022,3.308368,4.461709,12.937200,17.921062
2023,3.308368,4.711601,12.089200,19.702129
