"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,0.125000,0.000300,0.005500,0.124600,0.000300,0.005500
1962,0.177900,0.000900,0.004700,0.177400,0.000900,0.004800
1963,0.204400,0.002900,0.005200,0.203600,0.002900,0.006200
1964,0.221100,0.001500,0.008100,0.219500,0.001500,0.009100
1965,0.275600,0.002400,0.009400,0.273100,0.002400,0.010400
1966,0.458000,0.003505,0.007922,0.458000,0.003505,0.008922
1967,0.529300,0.006850,0.012876,0.529300,0.006850,0.012876
1968,0.599000,0.004750,0.033421,0.599000,0.004750,0.033421
1969,0.622800,0.009116,0.022928,0.622800,0.009116,0.022928
1970,0.728500,0.022837,0.025938,0.728500,0.022837,0.025938
1971,0.793000,0.007411,0.050513,0.793000,0.007411,0.050513
1972,1.042000,0.014411,0.082512,1.042000,0.014411,0.082512
1973,1.267000,0.038258,0.073645,1.267000,0.038258,0.073645
1974,1.199000,0.056727,0.052019,1.199000,0.056727,0.052019
1975,1.171000,0.017774,0.058522,1.171000,0.017774,0.058522
1976,1.302000,0.007232,0.085734,1.302000,0.007232,0.085734
1977,1.600000,0.003200,0.163700,1.600000,0.003200,0.163700
1978,1.653000,0.002700,0.225700,1.653000,0.002700,0.225700
1979,1.860000,0.003600,0.281100,1.860000,0.003600,0.281100
1980,1.868000,0.005900,0.434900,1.868000,0.005900,0.434900
1981,1.815000,0.008000,0.454600,1.815000,0.008000,0.454600
1982,1.770000,0.006600,0.368500,1.770000,0.006600,0.368500
1983,1.680000,0.004300,0.375900,1.680000,0.006300,0.375900
1984,1.759000,0.003500,0.276500,1.759000,0.005500,0.276500
1985,1.787000,0.021100,0.313400,1.787000,0.021100,0.313400
1986,1.900000,0.082200,0.283000,1.900000,0.082200,0.283000
1987,1.910000,0.194000,0.230000,1.910000,0.194000,0.230000
1988,1.900000,0.308000,0.203800,1.900000,0.308000,0.203800
1989,2.250000,0.420000,0.192000,2.250000,0.420000,0.192000
1990,2.361000,0.354800,0.268600,2.361000,0.354800,0.268600
1991,2.375000,0.434200,0.356400,2.375000,0.434200,0.356400
1992,2.200000,0.577301,0.404851,2.280000,0.577301,0.404851
1993,2.340000,0.473000,0.665227,2.420000,0.473000,0.665227
1994,2.399000,0.497100,0.542500,2.399000,0.497100,0.542500
1995,2.673000,0.507700,0.533000,2.673000,0.507700,0.533000
1996,2.670000,0.688200,0.615600,2.670000,0.588200,0.615600
1997,2.670000,0.900200,0.604500,2.670000,0.800200,0.604500
1998,3.341060,1.424369,0.906764,3.341060,1.424369,0.906764
1999,3.665060,1.639500,0.792066,3.665060,1.639500,0.792066
2000,4.598000,1.072396,1.011951,4.598000,1.072396,1.011951
2001,4.763000,1.049440,0.923360,4.763000,1.049440,0.923360
2002,4.950000,1.363000,1.471000,4.950000,1.363000,1.471000
2003,4.730000,1.326000,1.250000,4.730000,1.326000,1.250000
2004,4.866000,1.501000,1.531000,4.866000,1.501000,1.531000
2005,4.978000,1.450000,1.433000,4.978000,1.450000,1.433000
2006,5.082000,1.605000,1.237000,5.082000,1.605000,1.237000
2007,5.330000,1.510660,1.697000,5.330000,1.510660,1.697000
2008,3.780000,1.225320,2.185956,3.780000,1.225320,2.185956
2009,3.035600,0.811547,2.042545,3.035600,0.811547,2.042545
2010,3.072787,0.942242,1.981499,3.072787,0.942242,1.981499
2011,2.882168,0.874308,2.085546,2.882168,0.874308,2.085546
2012,2.559233,0.824100,1.857324,2.559233,0.824100,1.857324
2013,2.972828,0.839429,1.798913,2.972828,0.839429,1.798913
2014,3.597640,0.931270,1.890770,3.597640,0.931270,1.890770
2015,3.860433,1.081608,2.025509,3.860433,1.081608,2.025509
2016,3.762916,0.974171,1.847037,3.762916,0.974171,1.847037
2017,4.059643,1.004130,1.992959,4.059643,1.004130,1.992959
2018,4.145708,1.084518,1.970293,4.145708,1.084518,1.970293
2019,4.094929,1.057016,1.942381,4.094929,1.057016,1.942381
2020,3.828027,1.001865,1.786668,3.828027,1.001865,1.786668
2021,4.926373,1.212392,2.172327,4.926373,1.212392,2.172327
2022,4.926373,1.255225,2.147597,4.461709,1.255225,2.147597
2023,4.926373,1.255225,2.147597,4.711601,1.197006,1.770914
