"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.452724,0.134341,0.004512,0.879670,0.421653,0.012548
1991,1.412461,0.126240,0.004388,0.834694,0.430205,0.016934
1992,1.429909,0.134392,0.004215,0.839645,0.444404,0.007253
1993,1.409755,0.124472,0.004514,0.824163,0.451003,0.005603
1994,1.473348,0.119023,0.004942,0.857881,0.465464,0.026039
1995,1.491688,0.115556,0.004670,0.878214,0.483821,0.009427
1996,1.550954,0.116746,0.004706,0.933892,0.491729,0.003882
1997,1.579950,0.116137,0.004348,0.943619,0.509149,0.006699
1998,1.594306,0.111749,0.004600,0.957652,0.511847,0.008458
1999,1.624058,0.114605,0.005043,0.976365,0.522715,0.005329
2000,1.690217,0.116678,0.005032,1.023620,0.533189,0.011698
2001,1.697865,0.120407,0.005133,1.024429,0.542228,0.005668
2002,1.696997,0.122522,0.005020,1.013736,0.548904,0.006814
2003,1.702586,0.125278,0.005272,1.022538,0.539837,0.009661
2004,1.669756,0.127483,0.005481,1.007409,0.519963,0.009420
2005,1.633444,0.128827,0.005373,0.957577,0.529425,0.012242
2006,1.632283,0.122440,0.005284,0.955797,0.537330,0.011433
2007,1.657800,0.122396,0.005673,0.973890,0.550880,0.004962
2008,1.608111,0.123095,0.004668,0.916079,0.561034,0.003236
2009,1.679369,0.117395,0.004610,0.937369,0.612496,0.007498
2010,1.602927,0.117759,0.005109,0.904690,0.571863,0.003505
2011,1.615010,0.109948,0.005050,0.895869,0.597734,0.006408
2012,1.575903,0.111352,0.004423,0.861938,0.584217,0.013974
2013,1.528110,0.109135,0.004267,0.837323,0.573366,0.004019
2014,1.500861,0.095993,0.005131,0.860218,0.536378,0.003141
2015,1.550493,0.092206,0.005376,0.887777,0.557919,0.007215
2016,1.523540,0.084363,0.005423,0.897651,0.531643,0.004460
2017,1.536127,0.086699,0.005465,0.908270,0.523283,0.012409
2018,1.529843,0.090250,0.005405,0.912018,0.520291,0.001880
2019,1.516449,0.087286,0.004951,0.923895,0.494526,0.005792
2020,1.541980,0.081140,0.004616,0.952245,0.499325,0.004653
2021,1.551115,0.084647,0.004725,0.951233,0.505102,0.005407
2022,1.561664,0.076739,0.004553,0.954064,0.512215,0.014094
2023,1.511332,0.075156,0.004117,0.920587,0.505427,0.006046
2024,1.497494,0.070981,0.004384,0.914392,0.501239,0.006498
