"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-29.252459,-9.455998,-9.032877,-23.027253,-42.763043,-27.119093,-21.479223,-39.552636,-19.248539,-19.296138,-19.296138,-23.513030,-23.774503,-25.803571,-25.747980,-40.031400,-36.560366,-36.632858,-25.803571,-36.681843,-34.730804,-34.727676,-36.995556
1991,-29.252459,-11.196737,-11.057099,-23.640467,-43.459273,-27.124429,-21.484559,-39.154332,-19.172473,-19.212940,-19.212940,-23.468924,-23.733247,-25.759332,-25.945105,-39.189787,-35.980214,-36.047936,-25.759332,-36.088403,-35.104277,-35.101018,-37.373248
1992,-29.252459,-13.154849,-13.520325,-24.818457,-44.155500,-27.129765,-21.489895,-39.440295,-17.805213,-17.851991,-17.851991,-22.128602,-22.395770,-23.176837,-23.644305,-36.507457,-34.825591,-34.914464,-23.176837,-34.946415,-34.808392,-34.805008,-37.080220
1993,-29.252459,-15.450420,-15.500827,-26.162217,-44.851726,-27.135101,-21.495231,-39.747714,-17.009652,-17.056769,-17.056769,-21.340561,-21.634631,-23.009245,-23.641298,-35.683511,-35.075943,-35.097197,-23.009245,-35.120630,-35.898532,-35.895027,-38.173632
1994,-29.252459,-15.881898,-15.522027,-24.849587,-44.264066,-27.601372,-21.961503,-40.495276,-19.593762,-19.575531,-19.575531,-24.007848,-24.296214,-25.644914,-26.355790,-36.678851,-34.033767,-34.107192,-25.644914,-34.122109,-35.606761,-35.603140,-37.895555
1995,-29.252459,-16.352779,-16.790481,-24.747360,-44.116094,-28.255096,-22.615227,-41.387165,-19.389897,-19.415111,-19.415111,-24.214880,-24.508421,-26.161421,-27.103053,-37.163560,-35.207035,-35.232989,-26.161421,-35.239388,-37.137382,-37.133649,-39.421358
1996,-29.252459,-18.785409,-19.267994,-26.001250,-44.769611,-29.150612,-23.510743,-42.523273,-19.916812,-19.961135,-19.961135,-25.145197,-25.455953,-27.072271,-28.330651,-37.729369,-35.700857,-35.571216,-27.072271,-35.569098,-37.679293,-37.675451,-39.965170
1997,-29.252459,-21.605565,-22.243623,-27.439573,-44.928638,-29.980364,-24.338563,-43.537427,-21.610194,-21.622290,-21.622290,-27.171903,-27.484679,-28.729140,-30.361541,-38.743228,-35.342197,-35.218713,-28.729140,-35.208078,-37.760123,-37.756177,-40.049914
1998,-29.252459,-23.870795,-24.510851,-27.699797,-44.389466,-30.831062,-25.185696,-44.815348,-22.468446,-22.473681,-22.473681,-28.883139,-29.222068,-29.923942,-32.193054,-39.577760,-35.806606,-35.866068,-29.923942,-35.846916,-38.526946,-38.522899,-40.648337
1999,-29.252459,-26.757645,-27.355120,-28.557137,-45.917549,-31.358007,-25.712610,-45.546640,-22.805133,-22.829292,-22.829292,-29.875140,-30.241312,-33.210012,-35.710957,-42.265867,-38.838917,-38.820180,-33.210012,-38.792511,-41.948093,-41.943947,-43.412808
2000,-29.252459,-31.746093,-31.149232,-30.219860,-48.474741,-32.075601,-26.428303,-46.490156,-23.457626,-23.439664,-23.439664,-31.551358,-31.896145,-35.342082,-38.320269,-43.786776,-40.353666,-40.420268,-35.342082,-40.384082,-44.228450,-44.224210,-45.445834
2001,-29.252459,-31.476505,-33.986987,-31.760117,-48.131692,-32.544387,-26.895672,-47.155363,-23.275011,-23.304257,-23.304257,-31.435380,-31.623493,-35.363548,-38.741956,-43.763102,-41.122665,-41.189140,-35.363548,-41.144437,-45.840276,-45.835853,-47.038800
2002,,-35.301494,-36.395236,-31.422673,-48.323851,-32.759854,-27.108077,-47.613167,-23.495068,-23.507000,-23.507000,-31.536770,-31.765122,-35.575972,-39.102764,-43.526299,-39.673615,-39.740353,-35.575972,-39.687133,-44.936541,-44.932024,-46.603782
2003,,,-40.118263,-30.234233,-49.431521,-33.001170,-27.346454,-48.104722,-22.709037,-22.703129,-22.703129,-30.667621,-30.875634,-34.511425,-38.211728,-42.036543,-39.390352,-39.306529,-34.511425,-38.969127,-44.595131,-44.590521,-46.253641
2004,,,,-30.542527,-51.564146,-33.174403,-27.517879,-48.711042,-24.384002,-24.391301,-24.391301,-32.158127,-32.391862,-33.914960,-38.277152,-41.547870,-39.516861,-39.426416,-33.914960,-38.885963,-45.330904,-45.894575,-46.640499
2005,,,,,-49.677082,-33.331718,-27.675194,-49.279106,-24.855896,-24.805306,-24.805306,-32.655837,-32.904151,-34.933341,-39.537309,-42.198857,-39.050256,-38.955784,-34.933341,-38.489872,-45.226317,-46.864351,-47.920859
2006,,,,,,-33.564333,-27.907809,-49.932380,-28.217733,-28.002562,-27.986048,-33.118055,-33.360733,-38.919897,-43.593129,-45.253598,-41.064493,-40.967024,-38.919897,-40.442771,-47.553556,-49.225117,-50.064669
2007,,,,,,,-28.035017,-50.374928,-29.698248,-29.708148,-29.689347,-35.108598,-35.318111,-33.455796,-38.590501,-40.781027,-40.009480,-39.898115,-33.455796,-37.891048,-44.665419,-46.223150,-46.987102
2008,,,,,,,,-52.496756,-29.142225,-29.143252,-29.110965,-34.326119,-34.514946,-32.897674,-38.107260,-40.206838,-38.075971,-37.963617,-32.897674,-37.470713,-44.476725,-46.055820,-46.912544
2009,,,,,,,,,-28.696051,-28.612470,-28.576065,-33.527282,-33.727357,-32.943687,-38.138965,-40.104072,-35.771202,-35.641922,-32.943687,-35.123850,-42.278804,-43.934903,-44.869014
2010,,,,,,,,,,-29.020401,-28.962484,-33.885492,-34.036480,-33.763016,-38.828646,-40.844388,-37.835337,-37.691413,-33.763016,-37.140302,-44.573466,-46.290139,-47.965071
2011,,,,,,,,,,,-29.138259,-33.967201,-34.091104,-32.569046,-37.408547,-39.427663,-37.960501,-37.818130,-32.569046,-37.209544,-44.127355,-45.890728,-48.341473
2012,,,,,,,,,,,,-33.851035,-34.108698,-30.494121,-34.989860,-37.017227,-36.332716,-36.199422,-30.494121,-35.554753,-41.957142,-43.695890,-46.752020
2013,,,,,,,,,,,,,-34.290690,-32.472234,-36.813962,-38.938793,-34.809477,-34.665836,-32.472234,-33.972561,-40.687922,-42.401518,-46.298765
2014,,,,,,,,,,,,,,-31.965442,-39.700712,-41.869106,-36.801035,-36.642467,-31.965442,-35.883360,-42.511095,-44.260235,-48.903156
2015,,,,,,,,,,,,,,,-39.264025,-42.512625,-39.249318,-39.064595,,-38.490697,-45.120644,-46.920175,-52.253221
2016,,,,,,,,,,,,,,,,-41.200629,-38.701199,-38.641744,,-38.187635,-45.206613,-47.020669,-52.501653
2017,,,,,,,,,,,,,,,,,-38.790814,-39.405192,,-38.687219,-46.048518,-47.858690,-53.296914
2018,,,,,,,,,,,,,,,,,,-38.549556,,-38.358140,-46.434243,-48.247847,-53.747913
2019,,,,,,,,,,,,,,,,,,,,-37.333289,-45.611244,-47.398408,-52.396183
2020,,,,,,,,,,,,,,,,,,,,-35.919891,-44.409877,-46.791768,-51.474204
2021,,,,,,,,,,,,,,,,,,,,,-44.981973,-47.877069,-52.198764
2022,,,,,,,,,,,,,,,,,,,,,,-47.869521,-51.442947
2023,,,,,,,,,,,,,,,,,,,,,,,-51.477897
