"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2010,13.387444,7.356919,,4.548984,1.481541,0,,
2015,9.574915,3.729095,,4.548984,1.296837,0,,
2016,9.821852,3.984213,,4.578559,1.259080,0,,
2017,8.275403,4.445807,,2.873213,0.956383,0,,
2018,6.920453,4.930940,,1.260534,0.728980,0,,
2019,12.404339,5.529824,,5.788353,1.086161,0,,
2020,13.964555,5.871199,,6.637104,1.456252,0,,
2021,8.611406,6.292184,,1.837957,0.481265,0,,
2022,9.962422,6.713169,,2.254392,0.994862,0,,
2023,15.805161,7.134154,,6.942379,1.728629,0,,
