"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2010,23.262093,13.281862,8.635700,1.344531,0,
2015,18.871913,9.480592,8.029825,1.361496,0,
2016,19.091658,9.727992,8.011803,1.351862,0,
2017,17.517161,8.204389,7.988476,1.324296,0,
2018,17.081589,6.874771,8.906709,1.300109,0,
2019,22.550233,12.274830,8.905728,1.369674,0,
2020,24.094430,13.819365,8.898392,1.376673,0,
2021,18.726040,8.555235,8.881266,1.289539,0,
2022,20.061824,9.891132,8.873854,1.296838,0,
2023,25.888397,15.658678,8.872612,1.357108,0,
