"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2010,308.417864,0.614208,0,264.799080,43.004577,
2015,286.779453,0.483888,0,273.993240,12.302325,
2016,286.135837,0.513895,0,273.350660,12.271282,
2017,285.302725,0.380596,0,272.683040,12.239089,
2018,318.096750,0.299924,0,272.040460,45.756366,
2019,318.061731,0.586480,0,271.397860,46.077391,
2020,317.799730,0.671035,0,270.730280,46.398415,
2021,317.188069,0.380950,0,270.087680,46.719439,
2022,316.923351,0.437788,0,269.445100,47.040463,
2023,316.878984,0.744166,0,268.777500,47.357318,
