"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,-0.030000,0,"NaN","NaN",0,0,"NaN"
2021,-0.040000,-0.260000,"NaN","NaN",0,0,"NaN"
2022,0.020000,-0.010000,"NaN","NaN",0,0,"NaN"
2023,-0.100000,0.250000,"NaN","NaN",0,0,"NaN"
2024,0.140000,-0.060000,"NaN","NaN",0,-0.010000,"NaN"
