"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",0.370000,-0.400000,"NaN",0.020000,-0.010000,"NaN"
2021,"NaN",-0.090000,0.190000,"NaN",-0.010000,0,"NaN"
2022,0,1.030000,-0.870000,"NaN",0,0,"NaN"
2023,"NaN",-1.030000,1.090000,"NaN",0.110000,0.040000,"NaN"
2024,"NaN",-0.120000,0.100000,"NaN",0.120000,0.030000,"NaN"
