"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2020,0,0,-3.870000,0,0.710000,0.020000,0,0.670000
2021,0,0,1.210000,0,-0.500000,0.020000,0,1.660000
2022,0,0,0.340000,0,-0.190000,-0.000000,0,-1.240000
2023,0,0,-2.070000,0,-0.040000,-0.040000,0,-0.170000
2024,0,0,3.760000,0,-0.010000,0.040000,0,-0.100000
2025,0,0,-1.250000,0,-0.310000,0.050000,0,0.080000
2026,0,0,0.090000,0,0.010000,0.020000,0,0.030000
