"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.071200,,0.050400,0.054100
1962,0.086000,,0.052000,0.026400
1963,0.057000,,0.042600,0.027000
1964,0.087000,,0.051400,0.023700
1965,0.032700,,0.040000,0.037000
1966,0.063150,,0.034400,0.024300
1967,0.047500,,0.033400,0.036500
1968,0.034800,,0.014600,0.017900
1969,0.043100,,0.050600,0.011400
1970,0.059100,,0.043600,0.010300
1971,0.047700,,0.046400,0.021300
1972,0.030900,,0.026600,0.007700
1973,0.032000,,0.024000,0.013100
1974,0.033600,,0.040400,0.018100
1975,0.020200,,0.032400,0.018700
1976,0.021000,,0.023600,0.008300
1977,0.031000,,0.026800,0.012600
1978,0.042000,,0.028000,0.003700
1979,0.051600,,0.031200,0.006100
1980,0.060400,,0.045600,0.006500
1981,0.043200,,0.056000,0.002300
1982,0.032800,,0.031200,0.001000
1983,0.018300,,0.019200,0.000400
1984,0.019600,,0.021400,0.000300
1985,0.019500,,0.021000,0.000400
1986,0.024000,,0.025400,0.000200
1987,0.026200,,0.027000,0.000200
1988,0.032200,,0.029200,0.000200
1989,0.039400,,0.032800,0.000300
1990,0.075000,,0.049000,0.000670
1991,0.100400,,0.048600,0.001204
1992,0.035166,0.010553,0.094406,0.000613
1993,0.040536,0.013689,0.085194,0.001555
1994,0.044663,0.017568,0.101486,0.001376
1995,0.038707,0.018924,0.088730,0.002492
1996,0.042600,0.016537,0.094800,0.001664
1997,0.043800,0.021500,0.130400,0.001659
1998,0.043800,0.021500,0.152200,0.001600
1999,0.049300,0.023400,0.158400,0.001500
2000,0.041600,0.014100,0.158400,0.002400
2001,0.045400,0.016500,0.165800,0.002100
2002,0.020000,0.020000,0.121200,0.001000
2003,0.019000,0.020500,0.113200,0.002000
2004,0.033000,0.020100,0.113200,0.002000
2005,0.037000,0.032140,0.132058,0.008000
2006,0.030000,0.040000,0.177400,0.008000
2007,0.029000,0.052000,0.155400,0.007000
2008,0.027000,0.055000,0.166600,0.006000
2009,0.024000,0.051000,0.184600,0.005000
2010,0.020000,0.050400,0.166000,0.005000
2011,0.019000,0.064000,0.164180,0.009000
2012,0.018500,0.038524,0.137828,0.007397
2013,0.012169,0.052802,0.140970,0.007415
2014,0.010154,0.054038,0.130110,0.002476
2015,0.009438,0.052232,0.116498,0.004354
2016,0.006417,0.049305,0.108536,0.006559
2017,0.006122,0.048815,0.142690,0.009767
2018,0.006991,0.051322,0.138070,0.013197
2019,0.007365,0.052445,0.129458,0.010127
2020,0.011333,0.057142,0.109696,0.005839
2021,0.012072,0.065671,0.129940,0.006151
2022,0.012215,0.061502,0.140760,0.008558
2023,0.014529,0.071932,0.121520,0.016384
